accession_id	language	author	title	title_en	year	pages	description	subject_narrow	subject_broad	origin	bio_chrono	category	location	condition	registrar	donation_no	acquisition_date	donor	notes	source_pages
G-B-3588	de	הוליטשר ארתור	Holitscher Arthur		1966	184	עם צילומים ומפה	No Image		S.Fischer Verlag Berlin		ארץ ישראל / פלשתינה	ארץ ישראל		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5336
G-B-3589	de	פרנק רודולף		Der Junge der seinen Geburtstag vergass - Ein Roman	1992	255	mit Bildern von Klaus Steffens	No Image		Otto Maier Verlag Ravensburg		פרוזה	פרוזה 1 דר' אריאל בן-נון / מיכל 5		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5337
G-B-3590	de				1968	109		No Image		Hoffmann &Campe Verlag		ארץ ישראל	ארץ ישראל / דר' אריאל בן-נון / מיכל 15		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5338
G-B-3591	de			Merian Monatsheft - ISRAEL	1980	112		No Image		Hoffmann &Campe verlag		ארץ ישראל	ארץ ישראל / דר' אריאל בן-נון / מיכל 15		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5339
G-B-3592	de			Merian Monatsheft - JERUSALEM	1981	108		No Image		Hoffmann &Campe Verlag		ארץ ישראל	ארץ ישראל / דר' אריאל בן 0 נון / מיכל 15		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5340
G-B-3593	de	קלפטר אוטו		Die Fersola - Geschichte eines Auswanderschiffes	1959	285		No Image		Eurasia Verlag Wien &Straubing		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5577
G-B-3594	de	צימר הנס	Zimmer Hans		1893	398	Hrsg.: Hans Zimmer	No Image		Bibliographisches Institut Leipzig u.Wien		פרוזה / שירה	פרוזה / דר'אריאל בן-נון / מיכל 16		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5342
G-B-3595	de	צימר הנס	Zimmer Hans		1897	461	Hrsg.: Hans Zimmer	No Image		Bibliographisches Institut Leipzig u.Wien		פרוזה / דרמה	פרוזה / דר' אריאל בן-נון / מיכל 16		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5343
G-B-3596	de	בורנמילר פרנץ		Lessings Werke     4.Band	1897	522	Hrsg.: Franz Bornmüller	No Image		Bibliographisches Institut Leipzig &Wien		פרוזה / דרמה	פרוזה / דרמה / דר' אריאל בן-נון / מיכל 16		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5344
G-B-3597	de	בורנמילר פרנץ		Lessings Werke 5.Band	1897	694	Hrsg.: Franz Bornmüller	No Image		Bibliographisches Institut Leipzig &Wien		פרוזה / דרמה	פרוזה / דר' אריאל בן-נון / מיכל 16		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5345
G-B-3598	de	אלינגר גאורג	Ellinger Georg		1897	379	Hrsg.: Georg Ellinger	No Image		Bibliographisches Institut Leipzig &Wien		פרוזה / שירה	פרוזה / דר' אריאל בן-נון / מיכל 16		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5346
G-B-3599	de	אלינגר גאורג	Ellinger Georg		1897	386	Hrsg.: Georg Ellinger	No Image		Bibliographisches Institut Leipzig &Wien		פרוזה / שירה	פרוזה / דר' אריאל בן-נון / מיכל 16		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5347
G-B-3600	de	הפ קרל		Lenaus Werke   2.Band	1897	468	Hrsg.: Carl Hepp | Mit Zeichnungen von V.Freidrich & C.Gussow	No Image		Bibliographisches Institut Leipzig &Wien		פרוזה / שירה	פרוזה / דר' אריאל בן-נון / מיכל 16		מרים פולין )קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5348
G-B-3601	de	פידלר הרברט	Fiedler Herbert		1998	237	Kreisheimatmuseum Luckenwalde, Landkreis Teltow- | Fläming, Kulturamt und der Verein Internationale | Begegnungsstätte Hachschara Landwerk Ahrensdorf.	No Image		ראה בתיאור היצירה		חינוך נוער וספורט	H / חינוך נוער וספורט		נילי דוידסון	2008.541		מעין צבי,זאב ולטר וייל	7473  מתוך 5486 עמוד	5486,5487
G-B-3602	de	בקר היינץ		Meyerbeer	1980	157		No Image		Rowohlt		ביוגרפיות / מוסיקה	ביוגרפיות B /		נילי דוידסון	2008.545		"תמר זגר ,מספריית רודי וליזה שטרן ז""ל ,נהריה"		5491
G-B-3603	de			Koch - Gotha - Album	1914	?		No Image		Ullstein & Co Berlin -Wien		חברה / הומור	חברה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5581
G-B-3604	de	זגרס אנה		Die Toten bleiben jung	1951	509		No Image		Verlag für fremdsprachige Literatur Moskau		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5582
G-B-3605	de	מאן תומס		Lotte in Weimar	1966	262		No Image		Fischer Bücherei		פרוזה	"פרוזה / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5494
G-B-3606	de	פטרס אובה הנריק	Peters Uwe Henrik		1984	400	על הספר מצוין שבנוסף לחומר הביוגרפי מצוי עוד בספר | גם חומר על חלוצי הפסיכואנליזה.	No Image		Fischer Taschenbuch Verlag		ביוגרפיות / פסיכואנליזה	"ביוגרפיות / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5495
G-B-3607	de	קלקו מאשה		Das himmelgraue Poesie-Album der Mascha Kalelo	1968	94	Illustriert von Bele Bachem	No Image		Bei Lothar Blanvalet in Berlin		שירה	"שירה / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5496
G-B-3608	de	טורברג פרידריך		Die Tante Jolesch oder Der Untergang des Abendlandes	1975	334		No Image מהדורה 8		Langen Müller		פרוזה	"פרוזה / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5497
G-B-3609	de	בורקהרדט יעקב	Burckhardt Jacob		1984	48	Illustrationen von Gerhard Oberländer	No Image		Callwey ,München		פרוזה	"פרוזה / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5498
G-B-3610	de	פיזר סמואל		Das Blut der Hoffnung	1983	318	Deutsch von Jürgen Abel	No Image		Rowohlt		ביוגרפיות / שואה	"ביוגרפיות / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5499
G-B-3611	de	רייך-רניצקי מרסל		Erfundene Wahrheit - Deutsche Geschichte seit 1945	1965	538	Hrsg.: Marcel Reich-Ranicki	No Image		R . Piper &Co .Verlag ,München		פרוזה / היסטוריה	"פרוזה / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5500
G-B-3612	de	רות יוסף	Roth Joseph		1964	705		No Image		Kiepenheuer &Witsch ,Köln ,berlin		פרוזה	"פרוזה / מיכל / 2 ע""ש מיכאל אלדור"		נילי דוידסון	2008.546		"מיכאל אלדור ,צוקי ים ,לזכר הוריו קורט & עדית אדלר ז""ל"		5501
G-B-3613	de	לבש-בנץ אלפי	Labsch-Benz Elfie		1981	132	Jüdisches Leben und Brauchtum in einer badischen | Landgemeinde zu Beginn des 20 Jahrhundert	No Image		Verlag Wolf Mersch ,Freiburg im Breisgau		קהילות	קהילות N /		נילי דוידסון					5511
G-B-3614	de	לוהמן פאולגרהרד	Lohmann Paulgerhard		2005	200	Den ehemaligen Fritzlarer Juden, ihren Kindern und | Enkeln gewidmet	No Image		Verlag Book on Demand GmbH ,Norderstedt		קהילות	קהילות F /		נילי דוידסון	2008.553		Bernhard Krewel ,Bad Lippspringe ,Germany	בתוך הספר כתב בתורם את כתובתו המלאה בגרמניה.	5512
G-B-3615	de			Die Lehre des Judentums, vierter Teil - Die Lehre von	1924	183	Hrsg.: Vom Verband der deutschen Juden | Unter Mitwirkung von: | Rabb. Dr. L. Baeck, Prof. Dr. J. Elbogen, | Rabb. Dr. S. Hochfeld, | Direktor Dr. H. Holzman, | Rabb. Dr. A. Loewenthal, Rabb. Dr. S. Samuel, | Rabb. Dr. M. Wiener/ | Bearbeitet von Dr. Simon Bernfeld	No Image		C.A . Schwetschke &Sohn Verlagbuchhandlung ,Berlin		היסטוריה יהודית / מדעי היהדות	D / מדעי היהדות		נילי דוידסון	2008.555		מעין צבי,זאב ולטר וייל	.ספר אחד מתוך סדרת ספרים לנושא מדעי היהדות | 7473  מתוך 5519 עמוד	5519
G-B-3616	de	נוימן אלפרד		Der Teufel	1926	475		No Image		Deutsche Verlagsanstalt Stuttgart ,Berlin ,Leipzig		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(				אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר(?) . | )?( Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R.	5583
G-B-3617	de	לוסין יגאל	Lossin Yigal		2006	671		No Image		Melzer Verlag ,Neu Isenburg		פרוזה	פרוזה L /		נילי דוידסון	2008.555		זאב ולטר וייל ,מעין צבי		5521
G-B-3618	de	מנוחין יהודי		Unvollendete Reise Lebenserinnerungen	1979	274		No Image		dtv / Bärenreiter		ביוגרפיות	ביוגרפיות M /		נילי דוידסון	2008.558		דר' באטה אברמוב-דוידסון .נהריה		5530
G-B-3619	de	זכס נלי	Sachs Nelly		1966	97	Nachwort von Hans Magnus Enzesberger	No Image		Suhrkamp Verlag		שירה	שירה S /		נילי דוידסון	2008.558		דר' באטה אברמוב-דוידסון .נהריה		5531
G-B-3620	de	איזלר אלן		Der Prinz der West End Avenue   Roman	1994	315		No Image		Berlin Verlag		פרוזה	פרוזה I /		נילי דוידסון	2008.558		דר' באטה אברמוב-דוידסון .נהריה		5532
G-B-3621	de	הרטלינג פטר		Felix Guttmann	1985	318	Schicksal eines jüdischen Rechtsanwalts in Deutschland | Umschlaggestaltung: Lesser Ury	No Image מהדורה 2		Luchterhand Verlag ,Darmstadt		פרוזה	פרוזה H /		נילי דוידסון	2008.558		דר' באטה אברמוב-דוידסון .נהריה		5533
G-B-3622	de	צונדק הרמן	Zondek Hermann		1973	263		No Image		Deutsche Verlag Anstalt		ביוגרפיות	ביוגרפיות Z /		נילי דוידסון	2008.558		דר' באטה אברמוב-דוידסון .נהריה		5534
G-B-3623	de	צוייג סטפן		Joseph Fouche	1951	285		No Image		Büchergilde Gutenberg Zürich		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5567
G-B-3624	de	הולנדר פליקס		Der Eid des Stefan Huller	1912	470		No Image		Ullstein &Co . Berlin -Wien		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(				אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר(?) . | )?( Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R.	5584
G-B-3625	de	מיכאליס קרין		Die Perlenkette	1927	327		No Image		Gustav Kiepenheuer Verlag Potsdam		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(				אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר(?) . | )?( Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R.	5569
G-B-3626	de	הרמן גאורג		Henriette Jakoby	1908	370		No Image		Egon Fleischel &Co Berlin		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5570
G-B-3627	de	טן בום קורי		Die Zuflucht	1975	238	Corrie Ten Boom erzählt aus ihrem Leben 1892 - 1945	No Image		R.Brockhaus Verlag Wuppertal		ביוגרפיות	ביוגרפיות / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5571
G-B-3628	de	צווייג ארנולד		Der Streit um den Sergeanten Grischa	1928	552		No Image		Gustav Kiepenheuer Verlag Potsdam		פרוזה	פרוזה / פורטה & אופנהיימר / מיכ ל 2		מרים פולין )קטלוג מרים פולין(				אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר(?) . | )?( Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R.	5572
G-B-3629	de	הסה הרמן		Demian - Die Geschichte von Emil Sinclairs Jugend	1920	256		No Image		S.Fischer Verlag Berlin		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5585
G-B-3630	de	פויכטונגר ליאון	Feuchtwanger Lion		1932	477		No Image		Propyläen Verlag Berlin		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5574
G-B-3631	de	כץ ריכרד		Mein Inselbuch - Erste Erlebnisse in Brasilien	1950	239		No Image		Eugen Rentsch Verlag , Erlenbach -Zürich		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(					5576
G-B-3632	de	לוטץ וולפגנג	Lutz Wolfgang		1973	266		No Image		Goverts Krüger Stahlberg		חברה / ריגול / ביוגרפיה	חברה L /		נילי דוידסון	2008.539		תמר זגר ,כפר ורדים		5404
G-B-3633	de	קלקו מאשה	Kaleko Mascha		1980	78		No Image		Rowohlt Verlag		שירה	שירה / פרופ' דר' יוליוס קלברג / מיכל 2		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5405
G-B-3634	de	קלקו מאשה		Tag und Nacht Notizen	1981	123	Hrsg. und mit einem Vorwort versehen von Gisela Zach- | Westphal	No Image		Eremiten Verlag Düsseldorf		שירה	שירה / פרופ' דר' יוליוס קלברג / מיכל 2		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5406
G-B-3635	de	גינזברג ארנסט	Ginsberg Ernst		1988	261	Hrsg. Elisabeth Brock - Sulzer	No Image		Luchterhand Literaturverlag		ביוגרפיות	שירה / פרופ' דר' יוליוס קלברג / מיכל 2		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5407
G-B-3636	de	נאור שמחה		Krankengymnastik in Auschwitz	1986	141	Aufzeichnungen des Häftlings Nr. 80574 | Mit einem Vorwort von Tisa von der Schulenberg	No Image		Herdenbücherei		שואה	שירה / פרופ' דר' יוליוס קלברג / מיכל 2		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5408
G-B-3637	de	קלקו מאשה		Das lyrische Stenogrammheft	1977	171	Kleines Lesebuch für Grosse	No Image		Rowohlt Verlag		שירה	שירה / פרופ' דר' יוליוס קלברג / מיכל 2		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5409
G-B-3638	de	שטרן ארתור		In bewegter Zeit - Erinnernugen und Gedanken eines	1968	279		No Image		Rubin Mass Verlag Jerusalem		ביוגרפיות / רפואה	ביוגרפיות / פרופ' דר' יוליוס קלברג / מיכל 2.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5410
G-B-3639	de			Israel Volk und Land	1934	403	Hrsg. Hechaluz Deutscher Landesverband	No Image		Hechaluz		ארץ ישראל	ארץ ישראל / פרופ' דר' יוליוס קלברג / מיכל 2.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5411
G-B-3640	de	שולם גרהרד גרשום	Scholem Gerhard Gershom		1970	170		No Image		edition Suhrkamp		מדעי היהדות	מדעי היהדות / פרופ' דר' יוליוס קלברג / מיכל 2.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5412
G-B-3641	de	הילדסהיימר וולפגנג		Zeiten in Cornwall	1971	109		No Image		Suhrkamp		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 2.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5413
G-B-3642	de	פריימרק פטר		Juden in Preussen - Juden in Hamburg	1983	116	Hrsg.: Peter Freimark	No Image		Hans Christian Verlag Hamburg		קהילות / היסטוריה יהודית	קהילות / פרופ' דר' יוליוס קלברג / מיכל 2.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5414
G-B-3643	de	ורפל פרנץ		Die Geschwister von Neapel	1931	498		No Image		Paul Zsolnay Verlag Berlin-Wien-Leipzig		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 2.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5415
G-B-3644	de	הילדסהיימר וולפגנג		Lieblose Legenden	1976	171		No Image		Suhrkamp Verlag		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 3.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"הקדשה :לקלברגים בלבביות וולפגנג קלברג .1980 | אקסליבריס :פרופ' ד""ר יוליוס קלברג  /אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Widmung: Für Kleebergs herzlichst Wolfgang Kleeberg August 1980 | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5416
G-B-3645	de	קלקו מאשה		Ich bin von anno dazumal	1987	86		No Image		Deutscher Taschenbuch Verlag		שירה	שירה / פרופ' דר' יוליוס קלברג / מיכל 3.		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5417
G-B-3646	de	קלקו מאשה	Kaleko Mascha		1977	158		No Image		Deutscher Taschnebuchverlag		שירה	שירה / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5418
G-B-3647	de	הילדסהיימר וולפגנג		Vergebliche Aufzeichnungen	1989	66		No Image		Suhrkamp Verlag		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5419
G-B-3648	de	הילדסהיימר וולפגנג		Lieblose Legenden	1983	?	Mit Zeichnungen von Paul Flora	No Image		Insel Verlag		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5420
G-B-3649	de	קולפט מקס		Sag mir, wo die Jahre sind	1990	395	Erinnerungen eines unverbesserlichen Optimisten	No Image		Ullstein Verlag		ביוגרפיות	ביוגרפיות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5421
G-B-3650	de			Der Untergang der Hamburger Juden	?	36	Gedenkveranstaltung des Senats der Freien und | Hansestadt Hamburg	No Image		?		קהילות / שואה	קהילות / H / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5422
G-B-3651	de			Vierhundert Jahre Juden in Hamburg	1991	557	Katalog zur Ausstellung 8.11.91 - 29.3.92	No Image		Dölling und Galitz Verlag		קהילות	קהילות / H / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5423
G-B-3652	de			Die Synagoge an der Elbstrasse und die Synagoge an	1991	63		No Image		Dölling und Galitz Verlag		קהילות	קהילות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5424
G-B-3653	de	מיירינק גוסטב		Der Golem	1916	501		No Image		Kurt Wolff Verlag		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5425
G-B-3654	de			Rembrandt Bibel - Neues Testament 2.Teil	1921	143		No Image		Hugo Schmidt Verlag München		אמנות	אמנות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5426
G-B-3655	de			Rembrandt Bibel 1.Teil	1921	66		No Image		Hugo Schmidt Verlag München		אמנות	אמנות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5427
G-B-3656	de			Rembradt Bibel 2.Teil	1921	169		No Image		Hugo Schmidt Verlag München		אמנות	אמנות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5428
G-B-3657	de	ורפל פרנץ		Die vierzig Tage des Musa Dagh	1953	783		No Image		G.B.Fischer Verlag Frankfurt am Main		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5429
G-B-3658	de	אופנהיימר פרנץ		Erlebtes, Erstrebtes, Erreichtes	1931	295		No Image		Welt -Verlag Berlin		ביוגרפיות	ביוגרפיות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"הקדשה :מר דר' קלברג בתודה ובידידות לסנדק והעמית לשעבר פרנץ אופנהיימר 1.3.32 | אקסליבריס :פרופ' ד""ר יוליוס קלברג  /אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Widmung:Herrn Dr.Kleeberg in Dankbarkeit und Freundschaft zur Patin und Exkollegen Franz Oppenheim 1.3.32 | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5430
G-B-3659	de	הילדסהיימר וולפגנג		Mozart	1977	415		No Image		Suhrkamp		ביוגרפיות / מוסיקה	ביוגרפיות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5431
G-B-3660	de	ורפל פרנץ	Werfel Franz		1954	469		No Image		S.Fischer Verlag		פרוזה	פרוזה / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5432
G-B-3661	de	הילדסהיימר וולפגנג		Marbot, Eine Biographie	1981	326		No Image		Suhrkamp		ביוגרפיות	ביוגרפיות / פרופ' דר' יוליוס קלברג / מיכל 3		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"הקדשה :לקלברגים וולפגנג הילדסהיימר | אקסליבריס :פרופ' ד""ר יוליוס קלברג  /אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Widmung: Für Kleeberg Wolfgang Hildesheimer | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5433
G-B-3662	de	גרינינג מיכאל | פרנק ברונו	Frank Bruno		1925	161		No Image		Verlag der Nation Berlin | Ernst Rowohlt Verlag Berlin		יומנים ומכתבים | פרוזה	יומנים ומכתבים / פרופ' דר' יוליוס קלברג / מיכל 3 | פרוזה / פורטה & אופנהיימר / מיכל 2		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5434,5586
G-B-3663	de	פרץ יצחק לייב	Perez Izchak Leib		1913	139		No Image		Jüdischer Verlag Berlin		פרוזה	פרוזה / פרופ' דר' קלברג / מיכל 4		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5441
G-B-3664	de	ורפל פרנץ	Werfel Franz		1937	755		No Image		Paul Zsolnay Verlag Wien		פרוזה	פרוזה / פרופ' דר' קלברג / מיכל 4		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5442
