accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0432-6	G.F. 0432 / 6	דורה פרדי	Durra Fredi	הופעות של פרדי דורה				מקור ,העתק	Original, Copy	קטגוריות: | -מנהגים *הודעות על הופעותיו של פרדי דורה			No Image						נרשם ב 27.08.2011-	כרטיס 6 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7046
G-F-0432-7	G.F. 0432 / 7	דורה פרדי	Durra Fredi	כתיבה הומוריסטית בגרמנית						קטגוריות: | .1 כתיבה אישית *בדיחות ,סיפורים ,סקטשים			No Image	מרבית החומר ,טיוטות שכתב פרדי דורה להופעותיו					נרשם ב 27.08.2011-	כרטיס 7 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7047,7048
G-F-0432-8	G.F. 0432 / 8	דורה פרדי	Durra Fredi	תקליטים				מקור	Original	קטגוריות: | .1 שירה *תקליטים )קטנים( לפטיפון			No Image	-אוסף של תקליטים קטנים בלועזית ועברית					נרשם ב 04.09.2011-	כרטיס 8 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה		7058
G-F-0433	G.F.0433	פפנהיימר איזידור	Pappenheimer Isidor	מסמכים צבאיים ,מכתבים באמצעות הצלב האדום				מקור	Original	"איזידור פפנהיימר יליד 1892 בדורנהיים , Dornheimהסן | ,Hessenשרת בצבא גרמניה במלח""ע  ,Iקיבל את עיטור | צלב הברזל. | קטגוריות: | .1 צבא | .2 מלח""ע I | .3 פריטים *שני עיטורים צלב הברזל *דיסקית חייל | במלח""ע I | .4 מכתבים *באמצעות הצלב האדום"			No Image	"החומרים הועברו לארכיון ע""י רותי אופק ,שקבלה מרני בן"					נרשם ב 02.08.2011-		נילי דוידסון		2011.702		שושנה מלר באמצעות רני בן שחר ,עובד ישקר ,באמצעות		7030,7031
G-F-0434	G.F.0434	פרוינד אלפרידה	Freund Elfrida	חומרי ילדות				מקור	Original	"אלפרידה פרוינד ,1909-2002 נולדה בעיר האם ,וסטפליה, | גרמניה .עלתה לארץ בגפה ב .1933 -בירושלים פגשה את | בעלה לעתיד ,אדולף ריגלר .מיכה נולד ב.1938- | קטגוריות: | .1 ספרים *ספרי ילדים | .2 חינוך *תעודות בי""ס"			No Image	"-מחברת ציונים של אלפרידה פרוינד ,1915 ,מבי""ס בעיר"					נרשם ב 30.08.2011-		נילי דוידסון		2011.706		מיכה לימור ,הבן ,באמצעות רותי אופק		7049,7050
G-F-0435	G.F.0435	קולנשר מקס	Kolnescher Max	חוברת עם סיכום פעילותו				העתק	Copy	"ד""ר אלדד קולנשר ,נכדו של ד""ר מקס קולנשר -1875 | ,1937 הפקיד את החוברת עם הכותרת"" :ד""ר מקס | קולנשר מנהיג ציוני ,משפטן ובנקאי .סיכום פעילותו | במלאת  75 שנה לפטירתו"" .בעריכת החוברת השתתף גם | ד""ר מיכה קולנשר ,שנפטר | קטגוריות: | .1 פלשתינה  /ארץ ישראל"			No Image	בחוברת:					נרשם ב 14.09.2011-		נילי דוידסון		2011.707		"ד""ר אלדד קולנשר ,הנכד ,הרצליה"		7069,7070
G-F-0436	G.F.0436	קלמפרר עמנואל	Klemperer Emanuel	"ביוגרפיה +עו""ד ברייך השלישי"				מקור ,העתק	Original, Copy	"עמנואל קלמפרר 1926-2005 ,היה רב חובל בכיר בצי | הישראלי. | דודו הלמוט קלמפרר ,אח אביו יוסף רופא ,היה עו""ד | כאשר היטלר עלה לשלטון והוא סולק מלשכת עורכי | הדין בגלל יהדותו. | קטגוריות: | .1 מקצועות חופשיים *עריכת דין *רב חובלות | .2 רפואה *יוסף קלמפרר | .3 ביוגרפיה | .4 הרייך השלישי | .5 אנטישמיות"			No Image	"-צילום ,אישור שד""ר יוסף קלמפרר ,יליד 1899 בדרזדן,"					נרשם ב 27.09.2011-		נילי דוידסון		2011.709		תירזה קמפרר ,הרעיה ,חיפה		7082,7083
G-F-0437	G.F.0437	אורתר יוחנן	Orter Jochanan	חוברת קורות חיים						"יוחנן אורתר )לשעבר אויסטרייכר( 1909-1992 עו""ד | במקצועו. | קטגוריות: | .1 ביוגרפיה | .2 תולדות משפחה | .3 ציונות | .4 תנועות נוער *בלאו-וייס | .5 הרייך השלישי | .6 פלשתינה | .7 מקצועות חופשיים *עריכת דין"			No Image	בחוברת:					נרשם ב 24.10.2011-		נילי דוידסון		2011.711		דפנה מרוז ,הבת ,הרצליה		7096,7097
G-F-0438	G.F.0438	פבזנר רות	Pewzner Ruth	חוברת עם הכותרת :פרקי חיים						קטגוריות: | .1 ביוגרפיה | .2 תולדות משפחה | .3 קהילות | .4 הרייך השלישי | .5 הגירה | .6 התיישבות | .7 ארץ ישראל | .8 מקצועות חופשיים *גננת			No Image	החוברת יצאה לאור ב 2004-					נרשם ב 07.11.2011-		נילי דוידסון		2011.714		רות פבזנר ,הכותבת ,בת ים		7103,7104
G-F-0439	G.F.0439	נוימן נתן	Neumann Nathan	כובע צילינדר				מקור	Original	עמוס מדזיני הפקיד למוזיאון את כובע הצילינדר של סבא- | רבא שלו ,נתן נוימן. | קטגוריות: | .1 מנהגים | .2 חברה			No Image	כובע צילינדר שחור במצב מצוין ,מאוחסן בקופסה					נרשם ב 09.10.2011-		נילי דוידסון		2011.710		עמוס מדזיני ,הנין ,חיפה	הסכם תרומה נחתם ב 13.10.2011 - | פריט הכובע שמור בקופסה המקורית אשר שמורה במיכל ארכיון.	7087,7088
G-F-0440-1	G.F. 0440 / 1	הרמן ארנסט שמואל	Hermann Ernst	מאמרים ודוחות לנושא יישוב פלשתינה				מקור ,העתק	Original, Copy	"ארנסט הרמן ,1879-1947 נולד בברלין. | הכהן-      ב 1909-נשא לאישה את אמנדה לבית | איצקוביץ .1879-1951 ,השניים עלו לארץ ב .1910 -בארץ | נולדו לזוג  3 ילדים .הזוג חי בארץ עד  1916 כאשר ארנסט | החליט לחזור לגרמניה ולהתגייס ,מלח""ע  .Iאחרי | המלחמה חיה המשפחה במסינגוורק  Messingwerkשם | עבד ארנסט בהנהלת חשבונות .ב 1925-חזרה המשפחה | לארץ וארנסט הצטרף לעבודה במפעל לביטון ומרצפות | שהקימה משפחתו המורחבת בחיפה .מידע מורחב על | המשפחה כתבו הנכדות נועה ויעל ,ראה מצורף לתיק. | קטגוריות: | .1 אירגונים *אגודת עזרא להתיישבות *נחלת גורל | .2 כלכלה *תיירות *ספנות *יזמות הסעות | .3 תעשיה *פרוות ועורות *שימורי פירות * יקב *שטיחים | .4 התיישבות *חברת בנייה בבטון מושפרץ | .5 חינוך *לתעשיה | .6 חקלאות *יעור *משתלות | .7 ציונות *המדיניות של ציונות תיאורתית לעומת ציונות | של עשייה *העלאת יהודים ספרדיים ותימנים לפלשתינה | .8 הנושא הערבי *תגובה למאמר ""היוזמה האישית והבעיה | הערבית"". | .9 היסטוריה יהודית *של יהודי תימן"			No Image	2 -עמודים עם מידע על משפחת הרמן המורחבת ,נשלח	* מפעל לשימורי פירות				נרשם ב 27.11.2011 & 26.11.2011-	כרטיס 1 מתוך 2	נילי דוידסון		2011.712		נועה הרמן & יעל בן יוסף ,נכדות ,איילת השחר	"ב .30.11.2011-הטופס בתיק ""הסכמי תרומה"". הסכם תרומה חתום נחתם ע""י המפקיד"	7105,7106,7107,7108,7109
G-F-0440-2	G.F. 0440 / 2	הרמן ארנסט שמואל	Hermann Ernst	טיוטות למאמרים				מקור	Original	אוסף מאמרים תרום הדפסה ,שכתב ארנסט הרמן. | קטגוריות: | .1 התיישבות | .2 חקלאות | .3 פוליטיקה | .4 ציונות | .5 מלחמות ישראל | .6 יחסי יהודים ערבים | .7 מפלגות			No Image	הכתיבה בגרמנית ,עפרון.					נרשם ב 27.11.2011-	כרטיס 2 מתוך 2	נילי דוידסון		2011.712		נועה הרמן & יעל בן יוסף ,הנכדות ,איילת השחר	"ב .30.1.2011-הטופס בתיק ""הסכצי תרומה"". הסכם תרומה חתום נחתם ע""י המפקיד"	7116,7117
G-F-0440-3	G.F. 0440 / 3	הרמן ארנסט שמואל	Hermann Ernst	מכתבי רודולף זונדרמן אל ארנסט הרמן				מקור	Original	"רודולף זונדרמן Rudolf Sundermannיליד 1879 שרת | בצבא הגרמני כטבח בפלשתינה במלח""ע  Iיחד עם החייל | היהודי ארנסט הרמן .החברות בין השניים נמשכה לתוך | שנות ה 20-למאה ה 20-בגרמניה וגם אחרי עזיבתו של | ארנסט ,1923 ,לפלשתינה .רודולף היה סוציליסט | בינלאומי בדעותיו והרגיש קרבה אינטלקטואלית וחברית | אל ארנסט הציוני .באפריל  1923 נעצר רודולף בגרמניה | באשמת בגידה במדינה ,ישב בבית מעצר ברוסטוק | Rostockמשם המשיך להתכתב עם ארנסט. | קטגוריות: | .1 מלח""ע I | .2 צבא | .3 פלשתינה | .4 פוליטיקה *גרמניה הרפובליקה הוויימארית | .5 חברה *בבית המעצר ברוסטוק ,גרמניה | .6 משפחה *בעיות זוגיות"		לקנות או להשאיל אותם וגם מצא שם סרטים	No Image	מכתבים שרודולף זודרמן כותב אל ארנסט הרמן:						כרטיס 3 מתוך 3			2011.712		נועה הרמן & יעל בן יוסף ,נכדות ,איילת השחר	"ב .30.1.2011-הטופס בתיק ""הסכצי תרומה"". הסכם תרומה חתום נחתם ע""י המפקיד | -ראה תיק ארכיון מס G.F.0007 .עם מעט חומר מודפס )לא מקור( על ""אוסקר כהן"" ."	7267,7268,7269,7270,7271,7272,7273
G-F-0441	G.F.0441	גויטיין ארנסט	Goitein Ernst	תיק צבאי אישי				העתק	Copy	"צילום של התיק הצבאי האישי של ארנסט גויטיין שלחם | בשורות הצבא הגרמני במלחמת עולם  Iונפל בקרב. | קטגוריות: | .1 מלח""ע I"			No Image						נרשם ב 14.11.2011-	כרטיס 1 מתוך 1	נילי דוידסון		2011.715		יעל אפרת ,בית זרע		7110
G-F-0442	G.F.0442	לונטל מניה	Lonthal Manja	ספר / ביוגרפיה כפי שנשקפת מהמכתבים				מקור	Original	"עמוס לויטל הוציא לאור ספר בעברית עם הכותרת ""מניה | לונטל לבית בורנשטיין ,מכתבים  .""1936-1946 מניה | לונטל ,אמו ,1913-2000 ,פולין .בילדותה הגרה עם הוריה | לברלין .בשלטון הנאצי ,עלתה מניה לארץ ,הוריה גורשו | חזרה לפולין. | קטגוריות: | .1 ביוגרפיה | .2 תולדות משפחה | .3 ציונות | .4 הגירה | .5 התיישבות | .6 מלח""ע II | .7 פוליטיקה *קומוניזם *סוציאליזם *מלחמת האזרחים | בספרד | .8 מכתבים"			No Image	"הספר עם הכותרת"" :מניה לומטל לבית בורנשטיין,"					נרשם ב 01.12.2011-	כרטיס 1 מתוך 1	נילי דוידסון		2011.717		עמוס לויטל ,הבן ,מעוז חיים		7124,7125
G-F-0443	G.F.0443	פרייס היינץ	Preiss Heinz	תמונות ,תעודות אישיות				מקור ,העתק	Original, Copy	"היינץ פרייס ,1913-1999 נולד בהינדנבורג ,שלזיה העילית. | ב 1939-עלה לארץ בעלייה ב' על האניה ""אגיוס | ניקולאוס"" .פרייס התיישב בחיפה והיה מחלוצי הצלמים | בה .חומר מפורט על היינץ ומשפחת פרייס מצורף בתיק. | קטגוריות: | .1 תמונות | .2 העפלה *עליה ב' באגיוס ניקולאוס )הילדה( | .3 עליה | .4 כתיבה אישית *יומנו האישי של שלמה ארבל שהעפיל | על האניה 'הילדה' ,יחד עם היינץ פאייס."			No Image	-הדפסה של קורות חיים של היינץ פרייס ומשפחתו,					נרשם ב 05.12.2011-		נילי דוידסון		2011.719		יוסי פרייס ,הבן ,יבנה	"הסכם תרומה חתום ,13.12.2011 ,בתיק ""הסכמי תרומה"". | חומרים סרוקים שנשלחו בדוא""ל ניתן לראות במחשב זה ב Mycrosoft Outlook :-תיק ארכיון ,תיקייה על שם יוסי פרייס."	7126,7127,7128,7129
G-F-0444-1	G.F. 0444 / 1	מנהיימר הנס חנן	Mannheimer Hans Chanan	תולדות משפחת מנהיימר & העיר וורמס				מקור ,העתק ,הדפסה ,תרגום לעברית	Original, Copy, Translation to Hebrew	"הנס חנן מנהיימר יליד 1912 בוורמס ,Wormsצאצא | למשפחה יהודית שחיה בוורמס מהמאה ה.17- | האב ,ריכרד מנהיימר ,1877-1937 ,חייל במלח""ע  ,Iנולד | ונפטר בוורמס. | האם ,אלה לבית זאאורבך , Ella Sauerbach1889-1941 | נולדה במיינץ ,נספתה בשואה ,בריגה. | ההורים נישאו ב.1911 - | אחותו אילזה  ,Ilseילידת .1919 | האב עבד בבית הדפוס המשפחתי ,שנוסד ב 1852-עד | ליום שהנאצים הלאימו אותו. | הנס מנהיימר עבר הכשרה בגננות לקראת עלייתו לארץ. | בארץ חי כל חייו בגליל ים. | הנס מנהיימר נשא את לידי לבית קצנברג Liddy | Kazenbergלאישה ,בגרמניה. | ב 1943-נשא לאישה את פרידה עליזה לבית דלטוצקה. | קטגוריות: | .1 תעודות אישיות | .2 תולדות משפחה *אילנות יוחסין | .3 קהילה | .4 מנהגים | .5 תמונות"			No Image	מסמכים שתורגמו והודפסו בעברית:					נרשם ב 14.02.2012-	כרטיס 1 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק	חומרים נוספים נמצאים: | .1 במוזיאון קרית ביאליק | .2 בארכיון קיבוץ גליל-ים	7130,7131,7132
G-F-0444-2	G.F. 0444 / 2	מנהיימר הנס חנן	Mannheimer Hans Chanan	מאמרים ,הרצאות ,נאומים				מקור ,העתק ,הדפסה	Original, Copy, Printing	"האסופה בתיק מלמדת על מישורי ההתעניינות והעשיה | של הנס חנן מנהיימר .גישתו חיובית וחיונית כלפי תושבי | וורמס ,הגרמנים של ""היום"" .הוא מבקר בעיר מספר | פעמים ומנצל את ביקוריו להסברה והעברת ידע היסטורי- | יהודי ,ידע והסברה על ישראל ועל בעיותיה .הוא רוכש חוג | ידידים בוורמס איתם הוא מתכתב ,שולח אליהם מאמרים | וכתבות ,שמתייחסים ליחסי נוצרים יהודים ,פילוסופיה, | מדעי הדת ,מצבה של ישראל לאור הטרור היהודי ועוד. | קטגוריות: | .1 כתיבה אישית | .2 היסטוריה *יהודי וורמס | .3 התיישבות *גליל ים | .4 מדעי הרוח *פילוסופיה *דת | .5 תולדות משפחה *משפחת מנהיימר | .6 יחסים יהודים וגרמנים | .7 חברה *ישראל:קבורה של חיילים לא יהודים ,טרור | יהודי ,אילוץ לכשרות."			No Image	-טיוטת נושאים ,שהכין הנס מנהיימר להרצאה בוורמס					נרשם ב 16.02.2012-	כרטיס 2 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק	חומרים נוספים נמצאים: | .1 במוזיאון קרית ביאליק | .2 בארכיון קיבוץ גליל-ים	7169,7170,7171,7172,7173
G-F-0444-3	G.F. 0444 / 3	מנהיימר הנס חנן	Mannheimer Hans Chanan	העיר וורמס ותושביה				מקור ,העתק	Original, Copy	"קטגוריות: | .1 היסטוריה *יהודי וורמס"" | .2 יחסי יהודים גרמנים * סוף המאה ה 20- | .3 התכתבות"			No Image	-מכתב עם הזמנה רשמית מאת עיריית וורמס אל הנס חנן					נרשם ב 06.05.2012-	כרטיס 3 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק	חומרים נוספים נמצאים: | .1 במוזיאון קרית ביאליק | .2 בארכיון קיבוץ גליל-ים	7200,7201,7202
G-F-0444-4	G.F. 0444 / 4	מנהיימר הנס חנן	Mannheimer Hans Chanan	הפרידה מגרמניה והעלייה לארץ				מקור ,העתק	Original, Copy	קטגוריות: | .1 התכתבות | .2 הכשרה *מכתב משרד ארץ ישראל ברלין | .3 תולדות משפחה *מוזס מנהיימר מסיים את ספר | המשפחה | .4 הרייך השלישי | .5 הגירה *רכוש שנעלם | .6 תעשיה/מסחר *בית הדפוס המשפחתי | .4 הגירה *מכתב הסב אל נכדו הנס מנהיימר | .5 התיישבות *עלון גליל-ים			No Image	-מכתב פרידה מהסב יעקב זאוארבך Jacob Sauerbach					נרשם ב 06.05.2012 & 02.04.2012-	כרטיס 4 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק		7203,7204
G-F-0444-5	G.F. 0444 / 5	מנהיימר הנס חנן	Mannheimer Hans Chanan	מכתבים אל הנס ועליזה ,שנות 30-80 למאה ה 20-				מקור	Original	"קטגוריות: | .1 התכתבות | .2 הרייך השלישי | .3 הגירה *לפלשתינה ,לארגנטינה | .4 התיישבות *גליל-ים ,קבוצת בחרות  -שכונת בורוכוב | .5 משפחה *התכתבות חנן & עליזה רעייתו | .6 יחסי יהודים וגרמנים *ביקור רשמי של חנן בוורמס - | התכתבות עם ד""ר שלסר וברג | .7 ארץ ישראל *ההישגים והבעיות עפ""י חנן מנהיימר | .8 מלחמות ישראל *מלחמת לבנון השנייה | .9 פוליטיקה *פנים ישראלית ,במכתבי הנס מנהיימר | .10 חברה *בישראל"		נוישטדט .Neustadtגרמניתהדפסה וכתב יד	No Image	-מכתב אל הנס מאת מקס ונלי לוי ,חיפה .בין היתר:					נרשם ב 06.05.2012-	כרטיס 5 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק		7222,7223,7224,7225,7226,7227
G-F-0444-6	G.F. 0444 / 6	מנהיימר הנס חנן	Mannheimer Hans Chanan	מכתבים אל הנס מנהיימר מהאם אלה				מקור	Original	"אלה מנהיימר 1889-1941 | אחרי מות הבעל ,ריכרד מנהיימר ,ב 1937-ועליית הבן, | הנס ,לפלשתינה ,חודשיים אחרי מות האב ,נשארות האם | אלה והבת אילזה בגרמניה. | המכתבים הם עדות למצוקה האישית ,הנפשית ,החברתית | והכלכלית ,של אלה מנהיימר בין השנים .1937-1941 | אלה מנהיימר מתגלית כאישה חזקה ובעלת תושיה, | שאינה נרתעת מעבודת כפיים קשה .געגועיה לבן ,הנס, | בפלשתינה,רצונה העז להוציא את בתה ,אילזה ,מגרמניה | ותקותה להתאחד עם ילדיה מחדש ,הם נושאים שחוזרים | ונשנים במכתביה הארוכים והמפורטים .אלה מנהיימר | זכתה לראות את יציאת הבת לפלשתינה אך היא עצמה | לא הצליחה לצאת את גרמניה ,ניספתה במחנה בריגה, | .1941 | קטגוריות: | .1 הרייך השלישי | .2 מלח""ע II | .3 משפחה | .4 קהילה *וורמס | .5 הגירה | .6 חברה *מוזיקה"			No Image	אוסף מכתבים גדול ,שהנס חנן ,פלשתינה ,מקבל מאמו,					נרשם ב 21.10-29.10.2012-	כרטיס 6 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק		7236,7237,7238,7239,7240,7241,7242,7243,7244,7245,7246,7247,7248,7249,7250,7251
G-F-0444-7	G.F. 0444 / 7	מנהיימר הנס חנן	Mannheimer Hans Chanan	מכתבים אל הנס מהאחות אילזה ומהמשפחה בדרום						לאלה מנהיימר לבית זאוארבך יש אחות ,מרי .Maryב- | 1937 חיים מרי ,בעלה אדולף ושתי הבנות ,הילדה וליזלי | ביוהנסבורג ,דרום אפריקה .הוריה של אלה ומרי ,הסבים | של הנס מנהיימר ,מהגרים ב 1940-לדרום אפריקה | ומצטרפים אל בתם ,מרי ,ומשפחתה. | קטגוריות: | .1 משפחה | .2 הגירה *דרום אפריקה | .3 הרייך השלישי			No Image	מכתבים אל הנס מאת אחותו אילזה :1938-1945					נרשם ב 08.07.2012-	כרטיס 7 מתוף 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק		7252,7253,7254
G-F-0445	G.F.0445	בלום הארי	Blum Harry	"ספר / חוברת ""המכתבים של משפחת בלום מווינה בזמן"				מקור	Original	גברת יהודית גופר יזמה את תרגומם של המכתבים | מעיזבון הסבא ,הארי בלום ,לעברית ,ערכה תחקירים | בגרמניה ובעזרתם של מתנדבים ערכה והוציאה לאור את | הספר. | מקור משפחת בלום באוסטריה. | ידע נוסף ראה בנושא מורחב. | קטגוריות: | .1 תולדות משפחה *בלום *רוזנפלד *קורניצר | .2 שואה *ילדי לה-גט | .3 מחנות מעצר *בצרפת | .4 אילן יוחסין בתחילת הספר | .5 עליית הנוער *בית ביי בשוייץ | .6 עליה			No Image	* הארי בלום גורש מוינה ונכלא בדכאו משם שוחרר					נרשם ב 18.12.2011-		נילי דוידסון		2011.721		יהודית גופר ,הנכדה ,נס ציונה.		7148,7149
G-F-0446	G.F.0446	פירסט רות & ולטר		"ספר "" רות וולטר פירסט -סיפור חיים"""						קטגוריות: | .1 תולדות משפחה | .2 הגירה *משפחת וייל ביוגוסלביה ואיטליה | .3 עליה | .4 הכשרה | .5 התיישבות *מולדת ,חומה ומגדל * שדמות דבורה.	62	2010	No Image	בספר מסופרים זיכרונותיו של ולטר פירסט ,יליד ,1911	הוצאה לאור אלבום פלוס				נרשם ב 29.02.2012-		נילי דוידסון		2012.723		אביבה פירסט-בריט ,הבת ,חיפה		7174,7175
G-F-0447	G.F.0447	ברנר אנדריאס	Brener Andreas	תחריט עץ						קטגוריות: | .1 אמנות			No Image	תחריט של האמן אנדריאס ברנר ,גרמניה.					נרשם ב 27.03.2012-		נילי דוידסון		2012.727		נעמי רוזן ,הוד השרון		7188,7189
G-F-0448	G.F.0448	קסל אריך	Kessel Erich	זיכרונות שכתב אריך קסל				העתק ,תרגום לעברית	Copy, Translation to Hebrew	"גיורא וציפור רוזנטל הפקידו ""זיכרונות"" )הדפסת מקור | בגרמנית & תרגום לעברית( שכתב אריך קסל 1884-1968 , | ,Erich Kesselהדוד של גיורא מצד אמו .אריך קסל ,יהודי | נשוי לגרמניה ,עבר את השואה בברלין ,בה חי עד סוף | ימיו. | קטגוריות: | .1 תולדות משפחה | .2 משפחה *הנישואין לגרמניה הצילו אותו בשואה | .3 שואה *התחקה אחרי בני משפתו שניספו בשואה | .4 צבא *גויס ב 1904- | .5 מלח""ע I | .6 קהילה | .7 מקצועות חופשיים *אופנת נשים ,קצרנות ,צילום"			No Image	אריך קסל מסיים את כתיבת זיכרונותיו ב ,1968-השנה בה					נרשם ב 29.03.2012-		נילי דוידסון		2012.730		ציפור & גיורא רוזנטל ,נס ציונה		7190,7191
G-F-0449	G.F.0449	יוגב מרים	Jogev Miriam	"ספר ""מכתבים מעליית הנוער ""1939-1940"				מקור	Original	מרים יוגב לבית פייבלמן ,ילידת 1922 בברלין .עלתה | לארץ עם עליית הנוער ב .1939-המכתבים שכתבה | להוריה בגרמניה נשמרו אצל ההורים וחזרו אליה ברבות | השנים .מרים תרגמה אותם לעברית וערכה אותם לספר | בליווי תמונות משפחתיות מגרמניה ומפלשתינה. | קטגוריות: | .1 הרייך השלישי | .2 עליית הנוער | .3 הכשרה | .4 התיישבות | .5 נוער | .6 משפחה | .7 חינוך | .8 חקלאות			No Image	"מרים נולדה בברלין ב .1922-למדה בביה""ס היהודי"					נרשם ב 29.03.2012-		נילי דוידסון		2012.729		מרים יוגב ,גדרה		7192,7193
G-F-0450-1	G.F. 0450 / 1	הופמן / פליישר / קניגסברג		תעודות אישיות & תמונות				מקור ,העתק	Original, Copy	"ד""ר עדנה בראון הפקידה חומרים מעיזבון הוריה. | מידע ,שנתקבל מעדנה בראון :האם ,לוטה/לאה הופמן | בנישואים ראשונים ,קניגסברג בנישואים שניים למשה | קניגסברג ב- | .1973 | לוטה/לאה,1922-2002 ,לבית שוורצפלד-פליישר )אמה, | אידה/יהודית,של לאה נישאה בשנית לפליישר( .לאה | עלתה לארץ במסגרת ""נוער מזרחי"" ב 1939-והגיעה | לרודגס .עם עלות הקיבוץ על הקרקע עזבה ב 1940/41- | לתל אביב. | האב ,ולדמר זאב הופמן .1912-1971 ,עלה לארץ ב,1939- | לתל אביב .ההורים של ולדמר זאב חיו בארץ משנת ,1932 | אביו היה מהנדס מעליות ,שנשלח ע""י החברה בגרמניה | לעבוד בפלשתינה. | ללוטה/לאה וולדמר/זאב נולדו  2 בנות :עדנה  1944 ויהודית | .1949 | -זאב ולאה הופמן פתחו בתל אביב חנות לשוקולדים | וממתקים .שם החנות היה ""רוקוקו"" .מאוחר יותר הם מכרו | את השם ""רוקוקו"" לסוכנות לכרטיסי מופעים. | קטגוריות: | .1 תעודות אישיות | .2 תמונות *באלבומים ובתפזורת"			No Image	-צילום ,תעודת הנישואין של הזוג אהרון שוורצפלד עם					נרשם ב 28.11.2012 & 13.03.2012-	כרטיס 1 מתוך 3	נילי דוידסון		2012.759 & 2012.726		"ד""ר עדנה בראון ,הבת ,תל אביב"		7184,7185,7186
G-F-0450-2	G.F. 0450 / 2	הופמן / פליישר / קניגסברג		אלבום ליובל ה 70-של לוטה הופמן-קניגסברג				מקור	Original	לרגל יום הולדתה ה 70-של לוטה הופמן-קניגסברג ,ערכו | הנכדות והנכדים אלבום עם תמונות וכתוביות לסבתם | האהובה. | קטגוריות: | .1 תמונות | .2 ביוגרפיות | .3 תולדות משפחה			No Image	האלבום מתחיל בתיעוד הוריה של לוטה ,של לוטה					נרשם ב 13.03.2012- | נרשם ב 28.11.2012-	כרטיס 2 מתוך 3 | כרטיס 3 מתוך 3	נילי דוידסון		2012.726 | 2012.759		"ד""ר עדנה בראון ,הבת ,תל אביב"		7210,7211,7352
G-F-0451	G.F.0451	כהן יעקב	Cohn Jacob	זיכרונות				מקור ,הדפסה	Original, Printing	"יעקב כהן ,1883-1975 יליד מיינץ ,עלה לארץ ב 1939- | והתיישב בירושלים שם חי עד סוף ימיו .בגרמניה עבד | במסחר סיטונאי לקרטונים ונייר .בארץ עבד כמנהל | חשבונות. | קטגוריות: | .1 תולדות משפחה | .2 נוער *נוער יהודי בגרמניה | .3 עלית הנוער | .4 קהילה *בגרמניה | .5 הרייך השלישי *תיאור מעדות ראשונה של פוגרום ליל | הבדולח | עליה *הדרך הארוכה עד לעליה על האניה ""מרקו-פולו"""			No Image	זיכרונות ,1933-1939 שכתב יעקב כהן בשנת .1970 את					נרשם ב 02.04.2012-		נילי דוידסון		2012.724		צבי כהן ,כפר פינס		7196,7197
G-F-0452	G.F.0452	פרידמן שושנה	Friedmann Shoshana	אלבום תמונות ממוסד אהבה בקריית ביאליק				מקור	Original	שושנה פרידמן לבית דאובר ,ילידת ,1921 עלתה לארץ | מפולניה במסגרת עליית הנוער ב 1935-בגיל  .14 התחנכה | במוסד אהבה בקריית ביאליק שם התחברה עם חנה יונאי | לבית אנגל )האם של מפקידת האלבום( גם היא ילידת | פולניה .1921 ,החברות ארוכת השנים בין השתיים | מתועדת ,בין היתר,באלבום התמונות. | קטגוריות: | .1 תמונות | .2 פלשתינה | .3 ישראל | .4 חינוך *מוסד אהבה | .5 נוער *הוויי במסגרת המוסד | .6 חקלאות *במסגרת המוסד			No Image	-התמונות באלבום אינן מזוהות -אין רישום או כתוביות					נרשם ב 31.05.2012-		נילי דוידסון		2012.737		דבורה יונאי ,הבת של חנה יונאי לבית אנגל	הסכם תרומה חתום מ 13.06.2012-	7257,7258
