accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0353-12	G.F. 0353 / 12	שטרוק הרמן	Struck Hermann	"מלח""ע / Iהתכתבות אחרת והתכתבות רשמית"				מקור	Original	"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 1-23 מסמכים .לתיק מצורף הקטלוג של באה שרוטנר, | באנגלית ,סה""כ  4 דפים. | לתיק צורפו מסמכים נוספים שהיו בתיפזורת  ,ללא קיטלוג | באה ,שמתייחסים לתקופת מלח""ע .I | קטגוריות: | .1 עזרה הדדית *מכתבים 20 ,15 ,13 , 5, 2 :"			No Image	.1 מכתב אל שטרוק מאת המפקדה העליונה של הצבא:					נרשם ב 01.04.2008 & 31.03.2008 -	כרטיס 12 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"באה ציינה תיק זה ב- Other Correspondence - | Official Correspondence | מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק."	5055,5056,5057,5058,5059
G-F-0353-13	G.F. 0353 / 13	שטרוק הרמן	Struck Hermann	"מלח""ע / Iמסמכים רשמיים פחות חשובים"						"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 1-60 מסמכים .לתיק מצורף הקטלוג של באה שרוטנר, | באנגלית ,סה""כ  2 דפים."			No Image	מסמכים / 1-23 באה ציינהMally war documents ,not :					נרשם ב 01.04.2008-	כרטיס 13 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"באה ציינה תיק זה ב: - | Less important official documents | מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק."	4990,4991,4992,4993,4994
G-F-0353-16	G.F. 0353 / 16	שטרוק הרמן	Struck Hermann	"ארה""ב USA1912 / 1912"				מקור ,העתק	Original, Copy	"התיק סודר ע""י באה שרוטנר .מסמכים 1-16 לתיק מצורף | הקטלוג של באה שרוטנר ,באנגלית ,סה""כ  4 דפים."			No Image	.1 שטרוק כותב מעל סיפון האניה Kaiserin Augusta					נרשם ב 08.04.2008 & 07.04.2008-	כרטיס 16 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"באה ציינה תיק זה בUSA1912 - | מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק."	5065,5066,5067
G-F-0353-2	G.F. 0353 / 2	שטרוק הרמן	Struck Hermann	מנוסקריפטים +חיבורים				מקור ,העתק ,הדפסה	Original, Copy, Printing	"התיק סודר ע""י באה שרוטנר עם ציון שיש בו 43 - 1 | מנוסקריפטים  44-47 +חיבורים .בתחילת התיק מצורף | הקטלוג של באה שרוטנר ,באנגלית ,סה""כ  5 דפים. | המנוסקריפטים מודפסים בשפה הגרמנית .המנוסקריפטים | מחולקים לנושאים עפ""י התוכן )ראה ב""נושא מורחב""(. | קטגוריות: | )* הכונה אל הרישום ב""נושא מורחב""( | .1 ציונות *מכתב אל ילדי ניו יורק ,על הרצל ,על אהבת | ארץ ישראל ,ראה נושא :הציונות הדתית | .2 אנטישמיות *על משפט בייליס ,גירוש האמנים מעליות | הגג. | .3 אמנות *על ליברמן ,ישראלס ,לסר אורי ,אמנות | סקנדינבית ,ראה נושא :אמנות יהודית ,ועוד. | .4 ארץ ישראל * מלאכת מחשבת יהודית  -חירם ,ועוד. | פעילות ""מזרחי"". | .5 חינוך *ראה מנוסקריפטים 37 + 36 + 35 | .6 מסורת *ראה מנוסקריפטים 41 + 40 | .7 כתיבה אישית | .8 תנועות נוער *המנוסקריפטים על ""מזרחי"". | .9 פלשתינה * ""הספר הלבן"" מנוסקריפט 43"			The file: {T:\backup\Tchelet_data\Rachel\GF0353 2.jpg} is missing	הנושא :מלחמת עולם ראשונה -מנוסקריפטים 1-3					נרשם ב 11.02-13.02.2008-	כרטיס 2 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק. | באה ציינה תיק זה בManu-"	4888,4889,4890,4891,4892,4893,4894
G-F-0353-20	G.F. 0353 / 20	שטרוק הרמן	Struck Hermann	פלשתינה Palestine1903 /				מקור ,העתק ,הדפסה	Original, Copy, Printing	"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 0-14 מסמכים .לתיק מצורף הקטלוג של באה שרוטנר, | באנגלית ,סה""כ  5 דפים. | המכתבים  ; 7-9 ; 1-4 ו , 11-שנבחרו בגלל תוכנם, | הודפסו בשפת המקור וצורפו למכתבים האורגינלים. | קטגוריות: | .1 התכתבות | .2 פלשתינה | .3 ציונות | .4 מנהגים *דיווחי שטרוק על החיים באוריינט"			No Image	.0 מסמך לתמוך בשטרוק בעת ביקורו בפלשתינה.					נרשם ב 01.10.2008-	כרטיס 20 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק. | באה ציינה תיק זה בPalestine1903 -"	5437,5438,5439,5440
G-F-0353-24	G.F. 0353 / 24	שטרוק הרמן	Struck Hermann	מכתבים אל שטרוק / איחולים לימי הולדתו ה 50-וה 60-				מקור	Original	"התיק סודר ע""י באה שאוטנר .אין קטלוג. | קטגוריות: | .1 מנהגים *איחולים וברכות לים הולדת"			The file: {T:\backup\Tchelet_data\Rachel\GF0353 23.jpg} is missing	-מאת סמי גרונמן Sammy Gronemannברכות ליום					נרשם ביולי 2008	כרטיס 24 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"התיק צוין ע""י באה: | Letters to Struck alphabetical order"	5320,5321,5322,5323
G-F-0353-25	G.F. 0353 / 25	שטרוק הרמן	Struck Hermann	מכתבים ומסמכים מגרמניה וישראל ) & (1873-1940 בית				מקור ,הדפסה ,תרגום לעברית	Original, Printing, Transletion to Hebrew	"בתיק מספר מסמכים מתקופת שהותו של שטרוק | באמריקה. | בתיק זה אוכסנו מסמכים שבאה רצתה למיין. | המיון בוצע ע""י נילי. | קטגוריות: | .1 התכתבות | .2 משפט *שטרוק נגד הכומר | .3 פלשתינה *הדר הכרמל* ,ביקור הזוג אולנברג, | *בחברת הנציב העליון | .4 עזרה הדדית *מכתבו של האח פליקס | .5 מנהגים *מאמר בהצופה | .6 ארגונים *מכתב שטרוק אל מגנס | .7 אמנות *תערוכת האמנות הגדולה בברלין | .8 המאה ה* 19-חיבור 1897 | .9 קהילה *מכתבו של אמיל שטרייסנד"			No Image	-גלויה ממלי שטרוק בג'נבה אל הכלבלב רולף (?) Rolf	אחיו של הרמן שטרוק .,בין היתר הוא כותב שאינו				נרשם ב.05.08.2008-	כרטיס 25 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	מידע מורחב להצטרפותו ,פעילותו והתפטרותו של אלברט איינשטיין בועדה הבינלאומית לשותפות עבודה מדעית ראה אתר אינטרנט: | http//:homepages.uni-tuebingen.de/gerd.simon/KruessundEinstein.pdf	5365,5366,5367,5368,5369,5370,5371,5372
G-F-0353-26	G.F. 0353 / 26	שטרוק הרמן	Struck Hermann	הרמן שטרוק מכתבים אל מלי & פעילות תרבותית &				מקור ,העתק	Original, Copy	אוסף מסמכים מעיזבון הרמן שטרוק ,סודר כאן בארכיון | המוזיאון. | קטגוריות: | .1 התכתבות | .2 הנצחה *המזרחי רוצים להנציח את שטרוק | .3 עליית הנוער *מכתב שטרוק אל הנס בייט | .4 תעודות אישיות *צוואת שטרוק )העתק( *תעודה | מזהה למלי שטרייסנד. | .5 משפט *מכתב א .ברט ,חלוקת עיזבון אביו של שטרוק.			No Image	-מכתב אל מלי מאת הדוויג & היינץ פחטר & Hedwig					22.12.2008 & 07.10.2008 & 05.10	כרטיס 26 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5375,5376,5377,5378
G-F-0353-27	G.F. 0353 / 27	שטרוק הרמן	Struck Hermann	תורת הגזע ,מכתבים אל מלי מרביתם מכתבי תנחומים				מקור ,העתק	Original, Copy	"קטגוריות: | .1 אנטישמיות *דו""ח צולשן לתורת הגזע | .2 מנהגים * מכתבי תנחומים למלי שטרוק | .3 חינוך * מכתב דר' טהון בנושא החינוך הדתי | .4 תמונות *שטרוק עם הכנר הצרפתי | .5 פירסומים *המאמר על אדולף ברלינר | .6 אמנות *תמונת ""היהודי הזקן"""			No Image	"-העתק דו""ח בגרמנית ,שכתב דר' איגנץ צולשאן .Dr"					15.10.2008 & 07.10.2008	כרטיס 27 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5479,5480,5481,5482,5483
G-F-0353-29	G.F. 0353 / 29	שטרוק הרמן	Struck Hermann	באה קראה לחומר :ללא שייכות Not entirely related /				מקור ,העתק	Original, Copy	"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 19- 1 מסמכים .לתיק מצורף הקטלוג של באה שרוטנר, | באנגלית ,סה""כ  5 דפים. | קטגוריות: | .1 מדעים * תנועת הצפרים * נוסחה להפיכת תאריכים | עבריים למוסלמים *תורת הקבוצים | .2 פלשתינה *""גיאוגרפיה ותרבות בפלשתינה"" *דוח | המשלחת המלכותית לפלשתינה. | .3 מנהגים *חוברות הספדים | .4 פוליטיקה *ארנסט יק מראיין את גמאל פשה | .5 אמנות *הפרסומים של ארגון חרטי הנחושת | .6 מכתבים *הרצל אל אמו *הנס מיזם על איינשטיין | .7 ציונות *חוברת הציונות הרויזיוניסטית | .8 שירה *השיר ""התקווה"" על כל תשעת הבתים והפזמון."		כן שתי הודעות / חדשות הארגון ,שנשלחו בדואר	No Image	.1 העתק מכתב ,שהנס מיהזם Hans Mühsamכתב					נרשם ב 08.12.2008 & 07.12.2008-	כרטיס 29 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק. | באה ציינה תיק זה בNot entirely related -"	5556,5557,5558,5559
G-F-0353-3	G.F. 0353 / 3	שטרוק הרמן	Struck Hermann	מסמכים אישיים Personal documents ,artifacs /				מקור	Original	"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 1-29 מסמכים ותעודות אישיים 26-29 .מכתבים ממוספרים | בקטלוג באה בספרות .1-4 | לתיק מצורף הקטלוג של באה שרוטנר ,באנגלית ,סה""כ 3 | דפים. | קטגוריות: | )* הכונה אל מס .הרישום ב""נושא מורחב""( | .1 תולדות משפחה *1 | .2 יהדות *2 | .3 אמנות *) 3* + 8 פרק מכתבים( | .4 שירה *10 | .5 תעודות אישיות *20* ,14 | .6 פוליטיקה *24 | .7 משפט *) 25 חוזים( | .8 מכתבים"			The file: {T:\backup\Tchelet_data\Rachel\G.F.0202 11.JPG} is missing	.1 רשימות של שטרוק ,כתב יד ,לגניאולוגיה המשפחתית.					נרשם ב 13 / 17.02.2008-	כרטיס 3 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"לתיק מצורפת רשימה של רותי אופק עם ציון החומר החסר / הוצא מהתיק. | מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק. | באה ציינה תיק זה בPersonal documents ,artifacs-"	4927,4928,4929,4930
G-F-0353-30	G.F. 0353 / 30	שטרוק הרמן	Struck Hermann	מכתבים בעברית בנושאי תרבות ופעילות ציבורית בארץ				מקור ,העתק	Original, Copy	התכתבות רשמית עם מוסדות תרבות ,עברית ,בין השנים | .1937-1942 | קטגוריות: | .1 פעילות תרבותית *צוואת מאיר דיזנגוף ועוד | .2 חינוך *בצלאל המטרות והקשיים | .3 כלכלה *אמנות בבצלאל למטרות רווח | .4 ציור			The file: {T:\backup\Tchelet_data\Rachel\GF0012 3.JPG} is missing	.1 מכתבים מבית הנכות הלאומי בצלאל:					נרשם ב 03.12.2008 & 02.12.2008-	כרטיס 30 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5549,5550,5551,5552,5553
G-F-0353-31	G.F. 0353 / 31	שטרוק הרמן | .9 עבור דר' ארתור ליפמן ,Dr .Artur | ראשו .האמן א.מ .גייגר .E.M .Geygerעל יד	Struck Hermann	תחריטי אקסליבריס ואחרים / עבודתם של אמנים שונים				מקור	Original	החומר שבתיק מתחלק לשתי קבוצות: | .1 אמנות האקסליבריס ממוספרים  ,27 - 1 ראה בנושא | מורחב. | .2 אמנות לנושאים אחרים ממוספרים  ,19 - 1 ראה בנושא | מורחב. | קטגוריות: | .1 אמנות *התחריט | .2 ציור			The file: {T:\backup\Tchelet_data\Rachel\GF0014.jpg} is missing	אקסליבריס:					נרשם ב 09.12.2008 & 08.12.2008-	כרטיס 31 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	היצירות הרבות בעזבון שטרוק ,חלקן בשלבי עשייה ,חלקן ככל הנראה מתלמידים שלו.	5560,5561,5562,5563
G-F-0353-33	G.F. 0353 / 33	שטרוק הרמן	Struck Hermann	ספרים & פרסומים				מקור ,העתק	Original, Copy	"ספרים ופרסומים חלקם מספריית הרמן שטרוק ספרים | אחרים נאספו ע""י בעלי העיזבון בעבר. | קטגוריות: | .1 אמנות | .2 שירה | .3 פלשתינה | .4 מוזיקה"			No Image	-מאמר באנגלית על הרמן שטרוק מאת מכס אוסבורן					נרשם ב 15.12.2008-	כרטיס 32 מתוך 33	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5564,5565,5566
G-F-0353-35	G.F. 0353 / 35	שטרוק הרמן	Struck Hermann	אמנות & תערוכות & פרסומים & ביקורות				מקור ,העתק	Original, Copy	קטגוריות: | .1 אמנות *סריקות ושיכפולים של יצירות | .2 פעילות תרבותית *תערוכות | .3 מנהגים *ברכה לשנה החדשה *תפריטים | .4 תמונות *שטרוק ותלמידיו בחיפה | .5 פירסומים *העיתון של קובנה *מאמר אדולף דונת			\GF0353 35.jpg} is missingאוסף מסמכים\: {T:\backup\Tchelet_data\Rachel	"-תצלום היצירה ""הרב קוק"" משנת .1932"					22.12.2008 & 18.12.2008	כרטיס 35 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5598,5599,5600,5601,5602,5603
G-F-0353-36	G.F. 0353 / 36	שטרוק הרמן	Struck Hermann	מסמכים בנושאים שונים & מכתבים & יומן מלי שטרוק				מקור ,העתק	Original, Copy	"קטגוריות: | .1 הנצחה *הסרט ""הרמן שטרוק"" | .2 מנהגים *דברים באזכרה לשטרוק ,ברט & בן-אורי | .3 עזרה הדדית *פניה לעזרה כספית ,עזרה להפצת ספר | *בקשה להמשך החפירות בהר כנען. | .4 גלויות *גלויה ישנה מיפו | .5 עיתונות *שידור כתבה על שטרוק ברדיו | .6 ציונות *זיכרונות מתאודור הרצל | .4 פעילות תרבותית *צוואת מאיר דיזנגוף | .5 פלשתינה *לוח הסוכנות היהודית לפלשתינה. | .6 אירגונים *הסוכנות היהודית *הסתדרות המזרחי. | .7 חינוך *דבר דפוס  -ביה""ס תחכמוני ביפו"			No Image	-שני מכתבים ,עברית ,התכתבות בין אברהם שלו ,מפיק					פברואר 2009	כרטיס 36 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5605,5606,5607,5608
G-F-0353-38	G.F. 0353 / 38	שטרוק הרמן	Struck Hermann	מכתבים אל מלי אחרי מות הרמן שטרוק						"קטגוריות: | .1 עזרה הדדית *ראה מושא מכתבי התודה אל מלי. | *ההתכתבות סביב אילזה ורטהיימר | .2 מנהגים *מכתבי תודה | .3 הנצחה *פרס ע""ש שטרוק *בי""ס ע""ש שטרוק ועוד"			No Image	-שני מכתבים אל מלי מאת גב' ווטסון ,Watson					01.03.2009 & 25.02.2009	כרטיס 38 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5667,5668,5669,5670
G-F-0353-40	G.F. 0353 / 40	שטרוק הרמן	Struck Hermann	עיתונות Newspapers /						"התיק סודר ע""י תמר זגר & נילי דוידסון עפ""י קטלוג של | באה .בקטלוג צוינו  208 קטעי עיתון. | לקטלוג  21 דפים ,הוא נמצא בתוך מיכל זה."		ואנגלית ועוד .המאמרים מעיתונים שיצאו לאור	No Image	מאות קטעי עיתונות מעיזבון הרמן & מלי שטרוק ,בעיקר					נרשם ב 06.05.2009-	כרטיס 40 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5830
G-F-0353-42	G.F. 0353 / 42	שטרוק הרמן	Struck Hermann	קטעי עיתונות בגרמנית				מקור	Original	דפים וקטעי עיתונות בשפה הגרמנית של שנות ה 30-עד ה- | .60			No Image	החומר מכיל את המאמרים שנכתבו על שטרוק.					נרשם ב 13.05.2009-	כרטיס 42 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5855
G-F-0353-43	G.F. 0353 / 43	שטרוק הרמן	Struck Hermann	"/ Published Articles by Struckמאמרים שפורסמו ע""י"				מקור	Original	"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 31 מסמכים .לתיק מצורף הקטלוג של באה שרוטנר, | באנגלית ,סה""כ  12 דף."		תרגמה ורשמה קרלה וולף .המאמרים נכתבו בין	No Image	סדר המאמרים בתיק על פי המספר הסידורי בקטלוג.					נרשם ב 13.05.2009-	כרטיס 43 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	באה ציינה תיק זה בPublished Articles by Struck :-	5856,5857
G-F-0353-46	G.F. 0353 / 46	שטרוק הרמן	Struck Hermann	טיוטת של מיקי ברנשטיין				מקור	Original	מיקי ברנשטיין ,שברשותו נמצא עיזבון שטרוק עשרות | בשנים ,נהג לכתוב את ,שתורגם לו לעברית.			No Image	ראה רישום בתיאור האוסף					נרשם ב 13.05.2009-	כרטיס 46 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5861
G-F-0353-47	G.F. 0353 / 47	שטרוק הרמן	Struck Hermann	תערוכות שטרוק 2008 & 2007				העתק	Copy	חומר ששימש את הקמת התערוכה לשטרוק בתפן ועומר | & מאמרי תגובה לתערוכה. | קטגוריות: | .1 הנצחה			No Image	ראה בתיאור האוסף					נרשם ב 13.05.2009-	כרטיס 47 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5862,5863
G-F-0353-48	G.F. 0353 / 48	שטרוק הרמן	Struck Hermann	קטלוגים באה Bea /				הדפסה	Printing	העתקי כל הקטלוגים של באה שמצורפים לתוך התיקים. | התיקים להם יש קטלוגים של באה באנגלית: | * G.F. 0353 / 1 --G.F. 0353 /4 | * G.F. 0353 / 6 --G.F. 0353 /15 | * G.F. 0353 / 16 --G.F. 0353 /20 | ליתר התיקים אין קטלוג של באה.			No Image						נרשם ב 17.05.2009-	כרטיס 48 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב		5866,5867
G-F-0353-6	G.F. 0353 / 6	שטרוק הרמן	Struck Hermann	"מלח""ע / Iורסאיי Versailles"						"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 1-28 מסמכים .לתיק מצורף הקטלוג של באה שרוטנר, | באנגלית ,סה""כ  6 דפים. | המסמכים מפרטים את פעילותו של שטרוק במשלחת | ורסאיי .לנושא זה ניתן לקבל מידע בתיק ""קטעי עיתונות"" | & ""ספר אורחים  ""IIבתיק )?(. | קטגוריות: | )* הכונה אל מס .הרישום ב""נושא מורחב""( | .1 מלח""ע I | .2 אנטישמיות *ראה דוח בראונשוייגר *בקשת יהודי דנציג | .3 היסטוריה כללית *שלום ורסאיי"			No Image	.1 חוברת ,גרמנית גותית ,עם 17 הנקודות אותן העלה					נרשם ב 25.02.2008 & 24.02.2008-	כרטיס 6 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"באה ציינה תיק זה בVersailles- | מיספור הפריטים ב""נושא מורחב"" תואם את המיספור שבאה נתנה למסמכים בקטלוג ובתוך התיק."	4966,4967,4968,4969
G-F-0362-1	G.F. 0362 / 1	נוימן ולטר	Neumann Walter	מסמכים ותעודות אישיות ומשפחתיות				מקור ,הדפסה	Original, Printing	ולטר נוימן ,1913-2006 יליד ברסלאו ,עלה לארץ ב,1937- | היה תושב נהריה ,מהנדס מכונות במקצועו .אחרי יציאתו | הרשמית לגמלאות ,המשיך לעבוד בטכניון עד לגיל .91 | ולטר נשא לאישה את קתה  1914-1985 לבית קליין ב- | ,1937 לפני עלותם לארץ. | ההורים של ולטר :האב ארתור נוימן,יליד  ,1872 סוחר			No Image	-רשיון נהיגה של ולטר & תמונה ,הונפק ב,1937-					נרשם ב 04.06.2008-	כרטיס 1 מתוך 7	נילי דוידסון		2008.522		מרים סלע ,הבת ,נהריה	הסכם תרומה נחתם ב 15.04.2013-	5175,5176,5177,5178,5179
G-F-0362-4	G.F. 0362 / 4	נוימן ולטר	Neumann Walter	מסמכים והתכתבות לצורכי הגירה לארץ ישראל				מקור ,העתק	Original, Copy	קטגוריות: | -הרייך השלישי | -הגירה | -פלשתינה *מסמכים להעברת הון ורכוש לארץ ישראל			No Image	-התכתבות בין ולטר נוימן לבין פקידי המחלקה לבקורת					נרשם ב 18.06.2008 & 17.06.2008-	כרטיס 4 מתוך 7	נילי דוידסון		2008.522		מרים סלע ,הבת ,נהריה		5226,5227,5228
G-F-0363-1	G.F. 0363 / 1	הנשל & דויטש		תעודות ומסמכים משפחתיים				מקור	Original	"סיכום שיחה עם מר גבעול ,השיחה הטלפונית התקיימה ב- | .25.06.2008 | שמואל גבעול )גוטהולד  ,(Gottholdיליד  1921 בהמבורג, | עלה לארץ ב .1938-התחנך במשך שנתיים בבי""ס חקלאי | של הנוער הדתי .התגייס לבריגדה בצבא בריטניה ,שרת 5 | שנים .ב 1945-נשלח ע""י בן גוריון להמבורג לייצג את | היהודים המשרד לחיפוש קרובים ,ניהל את המשרד .מר | גבעול סיפר שבן גוריון אסר עליו ועל צוותו לעסוק | ""בנקמנות"" לזה אמר בן גוריון יש אחרים שדואגים .את | פליטי המלחמה ריכזו בוילה של משפחת ורבורג ע""י | המבורג וילה קסטרברג | .Kösterberg | -ההורים של שמואל גבעול: | הרברט גוטהולד & אלקה לבית ונקלף | Herbert Gotthold &Elke geb .Vankleef | )ונקלף ,משפחת צאצאים למגורשי ספרד ששמם היה | בעבר כליפא( . | -שמואל גבעול נשא לאישה את מריאנה לבית הנשל | .Marianne Henschel | -ההורים של מריאנה גבעול: | מוריץ הנשל & הילדגרד לבית אלכסנדר | Moritz Henschel &Hildegard geb .Alexander | מוריץ היה עו""ד ומונה ב 1943-לנציג האחרון של היהודים | בפני הרייך השלישי .נשלח לטרזין שם היה הממונה על | פעילויות בשעות הפנאי וגם מנהל הדואר .עלה לארץ | ונפטר ב.1946- | -הסבים של מרינה גבעול לבית הנשל מצד האב: | קרל הנשל ,יליד  & 1846 אמה הנשל לבית דויטש | Carl Henschel &Emma Henschel geb .Deutsch | הם גרו בנייסה  Neisseלימים עברו לברסלאו .Breslau | קרל הנשל היה שותף בבית מלאכה לכפתורים ,עסק גם | במתן הלוואות. | -ההורים של אמה :Emma | האב יונס דויטש  Jonas Deutschיליד .1813"		ברנהרד צדיק Bernhard Zadikבעל חנות סידקית	No Image	-יוהאן / יונס דויטש Johann / Jonas Deutschמקבל תעודת					נרשם ב 21 / 22.07.2008-	כרטיס 1 מתוך 7	נילי דוידסון		2008.529		שמואל גבעול ,ראשון לציון	"הסכם תרומה חתום ע""י מר שמואל גבעול נמצא בתיק ""הסכמי תרומה""13.7.08 ,"	5287,5288,5289
G-F-0374	G.F.0374	פינצ'ובר & אש		ספר / קורות משפחה						"מרים צורי כתבה את הספר "" זה מה שהיה""... | קורות משפחת פינצ'ובר ומשפחת אש והענפים | המסתעפים של שתי המשפחות."			No Image						נרשם ב 01.12.2008-	כרטיס 1 מתוך 1	נילי דוידסון		2008.559		מרים צורי ,בוסתן הגליל	הספר נרשם גם בקטלוג הספרים של המוזיאון	5545
G-F-0376	G.F.0376	בלומנטל-בנטל	Blumenthal-Bental	ספר	Die Geschichte der Familie Blumenthal-Bental					"ספר ,קורות משפחה ייקית בפלשתינה / ישראל. | המשפחה ,משפחת רופאים ,חיה בחיפה ,ייסדה ונהלה | בי""ח בחיפה."	83	2008	No Image		Moses Mendelsshon Gesselschaft				נרשם ב 24.12.2008-	כרטיס 1 מתוך 1	נילי דוידסון		2008.552		דר' אפרים בנטל ,חיפה	"בספריית המוזיאון מצוי גם הספר :בי""ח בלומנטל בחיפה ,נוסד ע""י המשפחה."	5610
G-F-0383-1	G.F. 0383 / 1	אורני אפרים	Orni Efraim	עליה ושואה				מקור ,העתק	Original, Copy	"מידע שנמסר ע""י מפקיד העזבון ,פרופ' מיכה לוי: | אפרים אורני  1915-1998 לשעבר פריץ שוורצבאום Fritz | , Schwarzbaumנולד בברסלאו .עלה לארץ  1938 אחרי | ליל הבדולח .אביו נלקח בליל הבדולח לבוכנוולד ,שם | מת. | ב-     האם נעצרה ב 21.11.1941-ושמה קץ לחייה | 25.11.1941 במקום האיסוף למשלוח מברסלאו למחנה | בריגה .את רעייתו ריטה לבית באנר  Bannerהכיר בארץ, | חיו בירושלים .היה גיאוגרף ,עבד בקק""ל. | קטגוריות: | .1 שירה | .2 כתיבה אישית *ראה כתיבה זיגמונד וייס | .3 תולדות משפחה *ראה כתיבה זיגמונד וייס | .4 קהילה *ראה כתיבה זיגמונד וייס | .5 מנהגים *Poesiebuch | .6 תעודות אישיות | .7 משפחה *ראה מכתבי האם לבנה | .8 ילדים | .9 הגירה"			No Image	-חוברת 67 ,דפים .עם שירים בגרמנית ,שכתב אפרים					נרשם ב 17.06.2009-	כרטיס 1 מתוך 2	נילי דוידסון		2009.564		פרופ' דר' מיכה לוי ,בן דוד ,קיסריה		5940,5941,5942
G-F-0383-2	G.F. 0383 / 2	אורני אפרים	Orni Efraim	אלבום תמונות				מקור	Original	אלבום תמונות של משפחת הוגו & חנה שוורצבאום Hugo | &  , Hanna Schwarzbaumההורים של פריץ )אפרים אורני(, | ברסלאו.			No Image	אלבום תמונות של משפחת הוגו & חנה שוורצבאום Hugo					נרשם ב 17.06.2009-	כרטיס 2 מתוך 2	נילי דוידסון		2009.564		פרופ' דר' מיכה לוי ,בן דוד ,קיסריה		5943,5944
G-F-0386	G.F.0386	מאייר-בלום דינה		"ספר בעברית"" ,על אם הדרך ,דינה מאייר-בלום"""						"הספר נכתב ע""י הנכדה ,מירה חן ,והוקדש לאמא שלה | דבורה חרמון ,שהייתה בתם של | דינה בלום לבית מאייר והאמן ,צייר ,לודויג בלום .בספר | תמונות משפחה ותמונות אחרות. | קטגוריות: | .1 חינוך | .2 פלשתינה | .3 ארץ ישראל | .4 הגירה | .5 תולדות משפחה"			No Image	מפעל העשייה של דינה מאייר-בלום ,שמוכרת כאחת					נרשם ב 11.08.2009-		נילי דוידסון		2009.573		מירה חן ,הנכדה ,הר אדר		5993,5994
