accession_id	accession_raw	artist	artist_en	work_title	work_title_en	technique	technique_en	description	item_type	item_type_en	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-B-4028	G.B.4028	רודיגר הורסט			Kleines Literarisches Lexikon 2.Band			Hrsg. Rüdiger Horst			471	1961	No Image		Franke Verlag Bern und München			מילונים	מילונים  /מספריית גדעון פיליפס  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.237		אילנה רכס ,הבת ,מעיין צבי		6160
G-B-4029	G.B.4029	ראסל ברטרנד	Russel Bertrand		Warum ich kein Christ bin						262	1968	No Image		Rowohlt			פילוסופיה	פילוסופיה R /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6161
G-B-4030	G.B.4030	בורקהרדט יעקב	Burckhardt Jacob		Die Weltgeschichtlichen Krisen						61	1932	No Image		Gerhard Stalling Oldenburg			פילוסופיה	פילוסופיה  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6209
G-B-4031	G.B.4031	צוקמאייר קרל	Zuckmayer Carl		Meisterdramen						590	1966	No Image		G.B.Fischer			דרמה	דרמה  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6194
G-B-4032	G.B.4032	הוך ריקרדה	Huch Ricarda		Das Judengrab - Aus Bimbos Seelenwanderungen			2 Erzählungen			62	?	No Image		Im Insel Verlag			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6164
G-B-4033	G.B.4033	לית אריך			Ein Deutscher sieht Israel 1955						103	1955	No Image		Gesellschaft für Christlich-Jüdische Zusammenarbei			ארץ ישראל	ארץ ישראל  /מעיזבון קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6165
G-B-4034	G.B.4034	היינה היינריך	Heine Heinrich					Hrsg. : Otto F. Lachmann			634	1887	No Image		Philipp Reclam			פרוזה  /היינה	פרוזה H /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6166
G-B-4035	G.B.4035	שמיד הנס-דיטר	Schmid Hans-Dieter					בין המאמרים בספר גם מאמר של התורמת ,פרופ' רות | אניס ,פקוךטה לארכיטקטורה ,טכניון ,חיפה. | Hrg. : Hans-Dieter Schmid			407	2008	No Image		Edition Temmen			חינוך נוער וספורט	חינוך נוער וספורט S /		נילי דוידסון		2009.588		פרופ' רות אניס ,הטכניון חיפה		6167
G-B-4036	G.B.4036	היינה היינריך	Heine Heinrich					Hrsg.Otto F. Lachmann			780	1887	No Image		Philipp Reclam			היינה  /פרוזה	פרוזה		מרים פולין )מתוך קטלוג מרים פולין(Hקןמ		2002.181		קטה לוין ,חיפה		6169
G-B-4037	G.B.4037	קלרמן ברנהרד	Kellermann Bernhard		Ingeborg						335	1911	No Image		S.Fischer Verlag Stockholm			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6170
G-B-4038	G.B.4038	מאן תומס	Mann Thomas								642	1943	No Image		Bermann-Fischer Verlag Stockholm			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6171
G-B-4039	G.B.4039	מאן תומס	Mann Thomas		Doktor Faustus						772	1948	No Image		Bermann-Fischer Verlag Stockholm			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6172
G-B-4040	G.B.4040	אש שלום	Asch Schalom		Mottke der Dieb						395	1929	No Image		Paul Zsolnays Verlag Zürich			פרוזה	פרוזה  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6208
G-B-4041	G.B.4041	היינה היינריך	Heine Heinrich					Hrsg.: Otto F.Lachmann			787	1887	No Image		Philipp Reclam			היינה  /שירה	פרוזה		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6174
G-B-4042	G.B.4042	ברמן-פישר גוטפריד	Bermann-Fischer Gottfried		Bedroht - Bewahrt Der Weg eines Verlegers						427	1967	No Image		S.Fischer Verlag			ביוגרפיות	ביוגרפיות G /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6175
G-B-4043	G.B.4043	מילר ק .א.									112	?	No Image		Union Deutsche Verlagsgesellschaft			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6196
G-B-4044	G.B.4044	פרידמן אדולף	Friedemann Adolf		Das Leben Theodor Herzls						141	1914	No Image		Jüdischer Verlag Berlin und Leipzig			ביוגרפיות	ביוגרפיות  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6210
G-B-4045	G.B.4045							Hrs.: Andreas Nchama & Gereon Sievernich			755	1991	No Image		Berliner Festspiele & Jüdischer Verlag &Suhrkamp			קהילות  /קטלוג לתערוכה	קהילות  /ב		נילי דוידסון		2011.669		תמר זגר ,כפר ורדים		6935
G-B-4046	G.B.4046	מאן תומס	Mann Thomas		Pariser Rechenschaft						110	1960	No Image		S.Fischer Verlag Berlin			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6179
G-B-4047	G.B.4047	עגנון ש .י.	Agnon S. J.		Und das Krumme wird grade						162	1918	No Image		Jüdischer Verlag Berlin			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6180
G-B-4048	G.B.4048	הופמנסטל הוגו	Hofmannsthal Hugo		Vorspiele						42	1908	No Image		Im Insel Verlag MCM VIII			דרמה	דרמה H /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6181
G-B-4049	G.B.4049	הופמן ארנסט תאודור אמדאוס	Hoffmann Ernst Theodor Amadeus		Lebensansichten des Kater Murr			E.T. A. Hoffmann			366	1923	No Image		Amalthea Verlag Zürich,Leipzig,Wien			פרוזה	פרוזה  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6213
G-B-4050	G.B.4050	ברנאה אהרון	Barnea Aharon		Freunde trotz Terror und Tod - Der Israeli und der			Barnea Aharon & Amalia			253	1988	No Image		Rowohlt			ארץ ישראל	ארץ ישראל  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6183
G-B-4051	G.B.4051	לפיד שולמית	Lapid Shulamith		Im fernen Land der Verheissung						373	1990	No Image		Rowohlt			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6184
G-B-4052	G.B.4052	שרטר קלאוס			Thomas Mann in Selbstzeugnissen und Bilddokumenten						172	1964	No Image		Rowohlt			ביוגרפיות	ביוגרפיות  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6185
G-B-4053	G.B.4053	ראושנברגר קטרינה	Rauschenberger Katharina					Zur Geschichte des jüd. Museumswesens in Deutschland			332	2002	No Image		Verlag Hahnsche Buchhandlung Hannover			היסטוריה יהודית  /מורשת	היסטוריה יהודית  /יריד  2003 ירושלים  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(		אין		ספרים חדשים מהיריד בירושלים ,הועברו למוזיאון בחסות		6054
G-B-4054	G.B.4054	הברקמף אלפרד	Haverkamp Alfred					…in Kulturräumlich vergleichender Betrachtung Von der | Spätantike bis zum 18. Jahrhundert | Hrsg. : Haverkamp Alfred & Cluse Christoph & Yuval | Israel			569	2003	No Image		Verlag Hansche Buchhandlung Hannover			היסטוריה יהודית  /קהילות	היסטוריה יהודית  /יריד  2003 ירושלים  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(		אין		ספרים חדשים מהיריד בירושלים ,הועברו למוזיאון בחסות		6055
G-B-4055	G.B.4055	גוטצמן אנריאס	Gotzmann Andreas					Hrsg.: Gotzmann Andreeas & Liedtke Rainer & van | Rahden Till			444	2001	No Image		Mohr Siebeck Verlag			היסטוריה יהודית	היסטוריה יהודית  /יריד  2003 ירושלים  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(		אין		ספרים חדשים מהיריד בירושלים ,הועברו למוזיאון בחסות		6056
G-B-4056	G.B.4056	ברדן יוטה	Braden Jutta		Hamburger Judenpolitik im Zeitalter lutherischer						606	2001	No Image		Christian Verlag			קהילות  /היסטוריה יהודית	קהילות  / H /יריד  2003 ירושלים  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(		אין		ספרים חדשים מהיריד בירושלים ,הועברו למוזיאון בחסות		6057
G-B-4057	G.B.4057	ריכרץ מוניקה	Richarz Monika					Hrsg. Richarz Monika			312	2001	No Image		Christian Verlag			היסטוריה יהודית  /מדגר	היסטוריה יהודית  /יריד  2003 ירושלים  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(		אין		ספרים חדשים מהיריד בירושלים ,הועברו למוזיאון בחסות		6058
G-B-4058	G.B.4058	ריס רוטראוט	Ries Rotraut					Hrsg. : Ries Rotraut & Battenberg Friedrich			395	2002	No Image		Christian Verlag			היסטוריה יהודית  /כלכלה  /תרבות	היסטוריה יהודית  /יריד  2003 ירושלים  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(		אין		ספרים חדשים מהיריד בירושלים ,הועברו למוזיאון בחסות		6059
G-B-4059	G.B.4059	קזלס פבלו	Casals Pablo		Licht und Schatten auf einem langen Weg -						282	1970	No Image		Büchergilde Gutenberg			ביוגרפיות  /מוסיקה	ביוגרפיות P /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6060
G-B-4060	G.B.4060	אולסוונגר עמנואל	Olsvanger Immanuel								79	1936	No Image		Im Schockenverlag Berlin , Schocken23			פרוזה  /הומור	פרוזה  /מספריית קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6061
G-B-4061	G.B.4061	פיזר סמואל	Pisar Samuel		Das Blut der Hoffnung						318	1979	\Kaete Levin GB4261.jpgאוסף אקסליבריס\backup\Tchelet_data\Rachel		Rowohlt			ביוגרפיות  /שואה	ביוגרפיות P /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה	אקסליבריס :קטה לוין  /אמנותי ,אמן לא ידוע. | ראה תמונה G.B.4261 | Exlibris: Käte Lewin / künstlerich. Künstler unbekannt. | Siehe Bild G.B.4261	6062
G-B-4062	G.B.4062	רינזר לואיזה	Rinser Luise		Hochebene						170	1963	No Image		Fischer Bücherei			פרוזה	פרוזה  /מספריית קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6063
G-B-4063	G.B.4063	בוש גרטה	Busch Grete		Fritz Busch Dirigent						365	1970	No Image		S.Fischer Verlag			ביוגרפיות	ביוגרפיות  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6187
G-B-4064	G.B.4064	בובר מרטין	Buber Martin		Das Buch Yehoschua			Buber Martin & Rosenzweig Franz			102	?	No Image		Schocken Verlag			מדעי היהדות	מדעי היהדות B /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6065
G-B-4065	G.B.4065	הופמנשטל הוגו	Hofmannstahl Hugo								33	?	No Image		Insel Verlag Nr.78			שירה	שירה H /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6066
G-B-4066	G.B.4066	לבנטל א.ג.	Loewenthal E.G.					Hrsg.: Loewnthal E.G.			199	1950	No Image		Deutsche Verlags-Anstalt			שואה	שואה  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6189
G-B-4067	G.B.4067	בל היינריך			Ende einer Dienstfahrt						153	1979	No Image		Deutscher Taschenbuchverlag			פרוזה	פרוזה  /מספריית מר ארמון  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.212		סיטה ארמון ,הרעיה ,פתח תקוה		6112
G-B-4068	G.B.4068	מאן תומס	Mann Thomas		Der Zauberberg						657	1958	No Image		G.B.Fischer			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6192
G-B-4069	G.B.4069	קסטיין יוסף	Kastein Josef								27	1935	No Image		R.Löwit Verlag Wien			ביוגרפיות  /מדעי היהדות	ביוגרפיות  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6214
G-B-4070	G.B.4070	קנטי אליאס	Canetti Elias		Der andere Prozess			Kafkas Briefe an Felice			127	1969	No Image		Carl Hanser Verlag			יומנים ומכתבים	יומנים ומכתבים C /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6071
G-B-4071	G.B.4071	שטיפטר אדלברט	Stifter Adalbert		Abdias						113	1935	No Image		Schocken Verlag31			פרוזה	פרוזה /מספריית קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6072
G-B-4072	G.B.4072	לסקר עמנואל	Lasker Emanuel		Das Schachspiel						80	1931	No Image		August Scherl Verlag			מדעים  /מתמטיקה	מדעים L /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה	עמנואל לסקר ,מתמטיקאי ,היה אלוף העולם בשחמט	6073
G-B-4073	G.B.4073	דאומייר	Daumier		Der Meister der Karikatur						30	1920	No Image		Delphin Verlag München			אמנות	אמנות D /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6074
G-B-4074	G.B.4074	שוץ & סימון						"נכתב ע""י  :חנה שוץ & הרמן סימון | Autoren : Chana Schütz & Hermann Simon"			149	2009	No Image		Verlag für Berlin Brandenburg			אמנות  /ביוגרפיות	אמנות S /		נילי דוידסון				"נמסר ע""י רותי אופק 12.11.2009"		6207
G-B-4075	G.B.4075	קלר הורסט	Keller Horst		Marc Chagall Leben und Werk						164	1980	No Image		Du Mont Buchverlag Köln			ביוגרפיות  /אמנות	ביוגרפיות K /		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6082
G-B-4076	G.B.4076	בורינסקי אנליזה אורה	Borinski Anneliese Ora		Erinnerungen 1940 - 1943						70	1970	No Image		Kwuzat Ma'ayan Zwi			ביוגרפיות  /שואה	ביוגרפיות  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6211
G-B-4077	G.B.4077	קייזרלינג .א	Keyserling E.		Harmonie						91	1921	No Image		S.Fischer Verlag Berlin			פרוזה	פרוזה  /מספריית קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6084
G-B-4078	G.B.4078	היינה היינריך	Heine Heinrich					Hrsg.: Otto F. Lachmann			722	?	No Image		Philipp Reclam Verlag Leipzig			היינה  /פרוזה	פרוזה		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6085
G-B-4079	G.B.4079	מאן תומס	Mann Thomas		Herr und Hund						153	1961	No Image		Fischer Bücherei			פרוזה	פרוזה  /מספריית קטה לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6086
G-B-4080	G.B.4080	הנזל סבסטיאן	Hensel Sebastian		Die Familie Mendelsohn 1729 - 1847   1 Band						383	1898	No Image		B.Behr's Verlag			ביוגרפיות  /היסטוריה יהודית	ביוגרפיות /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6105
G-B-4081	G.B.4081	שייקספירא	Shakespeare		Shakespeare's dramatische Werke 1 Band						365	1891	No Image		Georg Reimer Verlag			דרמה	דרמה  /מספרית קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6088
G-B-4082	G.B.4082	שייקספירא	Shakespeare		Shakespeare's dramatische Werke   3 Band						343	1891	No Image		Georg Reimer Verlag			דרמה	דרמה  /מספרית קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6089
G-B-4083	G.B.4083	שייקספירא	Shakespeare		Shakespeare's dramatische Werke 5 Band						378	1891	No Image		Georg Reimer Verlag			דרמה	דרמה  /מספריית קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6090
G-B-4084	G.B.4084	שייקספירא	Shakespeare		Shakespeare's dramatische Werke 7 Band						367	1891	No Image		Georg Reimer Verlag			דרמה	דרמה  /מספריית קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6091
G-B-4085	G.B.4085	שייקספירא	Shakespeare		Shakespeare's dramatische Werke 9 Band						381	1891	No Image		Georg Reimer Verlag			דרמה	דרמה  /מספריית קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6092
G-B-4086	G.B.4086	שייקספירא	Shakespeare		Shakespeare's dramatische Werke 11 Band						491	1891	No Image		Georg Reimer Verlag			דרמה	דרמה  /מספריית קטה לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6093
G-B-4087	G.B.4087	מיינרט יואכים	Meynert Joachim					Antisemitische Ausgrenzung und Verfolgung in Minden - | Ravensburg			330	1988	No Image		Lit Verlag Münster			היסטוריה יהודית	היסטוריה יהודית  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6200
G-B-4088	G.B.4088	דויטשביין קרל	Deutschbein Karl		Lehrgang der englischen Sprache						173	1925	No Image		Verlag von Quelle &Meyer Leipzig			מילונים	מילונים  /מעיזבון אוסף שילוני  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6201
G-B-4089	G.B.4089	נפתלי פריץ פרץ	Naphtali Fritz Peretz		Wie liest man den Handeslteil einer Tageszeitung						290	1933	No Image		Societäts Verlag Frankfurt a.Main			עיתונות	עיתונות  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6096
G-B-4090	G.B.4090										206	1928	No Image		Internationaler Psychoanalytiker Verlag Wien			חברה  /היסטוריה	חברה  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6097
G-B-4091	G.B.4091	נוימן אלפרד	Neumann Alfred		Der Patriot						71	?	No Image		Deutsche Verlagsanstalt Stuttgart ,Berlin ,Leipzig			פרוזה	פרוזה  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6098
G-B-4092	G.B.4092	שניצלר ארתור	Schnitzler Arthur		Traum und Schiksal, Sieben Novellen						447	1926	No Image		S.Fischer Verlag Berlin			פרוזה	פרוזה  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6099
G-B-4093	G.B.4093	פויכטונגר ליאון	Feuchtwanger Lion								318	1930	No Image		Gustav Kiepenheuer Verlag			פרוזה	פרוזה  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6100
G-B-4094	G.B.4094										95	?	No Image		Ludwig Simon Verlag Berlin			חברה  /הומור	חברה  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6101
G-B-4095	G.B.4095	רתנאו ולטר	Rathenau Walter		Die neue Wirtschaft						86	1919	No Image		S.Fischer Verlag Berlin			פוליטיקה  /כלכלה	פוליטיקה  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6102
G-B-4096	G.B.4096	לודויג אמיל	Ludwig Emil								242	1929	No Image		Ernst Rowohlt Verlag Berlin			היסטוריה כללית	היסטוריה כללית /מספריית מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6103
G-B-4097	G.B.4097	ולדר שטיינברג אוגוסטה	Welder Steinberg Augusta		Rahel Varnhagen - Ein Frauenleben in Briefen						545	1917	No Image		Gustav Kiepenheuer Verlag			יומנים ומכתבים	יומנים ומכתבים  /מספריית מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6104
G-B-4098	G.B.4098	מאן תומס	Mann Thomas		Bekenntnisse des Hochstaplers Felix Krull						441	1954	No Image		S.Fischer Verlag			פרוזה	פרוזה  /מעיזבון קטה לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(		2002.181		קטה לוין ,חיפה		6195
G-B-4099	G.B.4099	הנזל סבסטיאן	Hensel Sebastian		Die Familie Mendelsohn 1729 - 1847   2 Band						399	1898	No Image		B.Behr's Verlag			ביוגרפיות  /היסטוריה יהודית	ביוגרפיות /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6106
G-B-4100	G.B.4100	שניצלר ארתור	Schnitzler Arthur		Anatol			Illustriert von M.Coschell			206	1901	No Image		S.Fischer Verlag Berlin			דרמה	דרמה  /מספריית אריקה ,מקס וחנה פיליפ  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2003.238		עדנה הדס ,הבת ,יסוד המעלה		6107
G-B-4101	G.B.4101	למברג אויגן	Lemberg Eugen		Nationalismus II, Soziologie und Pedagogik						169	1964	No Image		Rowohlt			פוליטיקה  /סוציולוגיה  /חינוך	פוליטיקה  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				עמוס הנדל	"מדבקה :מעזבונו של חנן הנדל ז""ל 1887- 1970 | נתרם ע""י בנו עמוס הנדל"	6239
G-B-4102	G.B.4102	מורגנשטרן כריסטיאן	Morgenstern Christian		Galgenlieder						72	1921	No Image		Bruno Cassierer Verlag Berlin			שירה	שירה  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6240
G-B-4103	G.B.4103	וייכלט הנס	Weichelt Hans		Nietzsche, der Philosoph des Heroismus						108	1924	No Image		Baustein Verlag Leipzig			פילוסופיה	פילוסופיה  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				עמוס הנדל	"מדבקה :מעזבונו של חנן הנדל ז""ל 1970 - 1887 | נתרם ע""י בנו עמוס הנדל"	6241
G-B-4104	G.B.4104	קלרמן ברנהרד	Kellermann Bernhard		Der 9. November						472	1922	No Image		S.Fischer Verlag Berlin			פרוזה	פרוזה  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6242
G-B-4105	G.B.4105	מילר-פריינפלז ריכרד									272	1921	No Image		Felix Meiner Verlag			פילוסופיה	פילוסופיה  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				עמוס הנדל	"מדבקה :מעזבונו של חנן הנדל ז""ל 1970 - 1887 | נתרם ע""י בנו עמוס הנדל"	6243
G-B-4106	G.B.4106	רותה ארנסט	Rothe Ernst		Psychogymnastik						303	1928	No Image		Max Hesses Verlag Berlin			מדעים  /רפואה	מדעים  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6244
G-B-4107	G.B.4107	ודקינד פרנק	Wedekind Frank		Frank Wedekind - Gesammelte Werke - 4.Band						266	1920	No Image		Georg Müller Verlag München			דרמה	דרמה  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6245
G-B-4108	G.B.4108	ודקינד פרנק	Wedekind Frank		Frank Wedekind - Gesammelte Werke   8.Band						330	1920	No Image		Georg Müller Verlag München			דרמה	דרמה  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(				מספרייתו של ישראל שילוני		6246
G-B-4109	G.B.4109	לנגה אוטו	Lange Otto		Mineral - und Pflanzengifte						78	1929	No Image		Frankh'sche Verlagshandlung Stuttgart			מדעים  /רפואה  /בוטניקה	מדעים  /מעיזבון אוסף שילוני  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6247
G-B-4110	G.B.4110	מאוריס אנדרה	Maurois Andre		Benjamin Disraeli Lord Beaconsfield - Sein Leben						366	1928	No Image		S.Fischer Verlag			ביוגרפיות  /פוליטיקה	ביוגרפיות  /מספריית חנה & גרא לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6248
G-B-4111	G.B.4111	לגרלף זלמה			Jerusalem						302	?	No Image		Josef Singer Verlag Strassburg &Leipzig			פרוזה	פרוזה  /מספריית חנה & גרא לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6249
G-B-4112	G.B.4112	ברוד מקס	Brod Max		Reubeni - Ein Renaissanceroman						567	1950	No Image		Paul Zsolnay Verlag			פרוזה	פרוזה  /מספריית חנה & גרא לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6250
G-B-4113	G.B.4113	ברוד מקס	Brod Max								302	1949	No Image		Steinberg Verlag Zürich			פרוזה	פרוזה  /מספריית חנה & גרא לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6251
G-B-4114	G.B.4114	גרץ היינריך	Graetz Heinrich								614	?	No Image		R. Löwe Verlag Wien &Berlin			היסטוריה יהודית	היסטוריה יהודית  /מספריית חנה & גרא לוין  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6252
