resource_template_label,item_set_id,resource_class_term,is_public,dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0390-004-R0002,IL-MTFN-001-G-F-0390-004,Report on Rudi Lehmann's Lessons,"בקטלוג 11R11 : דוח על השיעורים של רודי להמן, כתבה ישראלה סלע Israela Sella. גרמנית ללא תאריך.","In Katalog 11R11: Bericht über die Lektionen von Rudi Lehmann, geschrieben von Israela Sella. Deutsch ohne Datum.","In catalog 11R11: Report on the lessons of Rudi Lehmann, written by Israela Sella. German without date.",German,דוח|Report,,original,,,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0390-004-R0003,IL-MTFN-001-G-F-0390-004,Envelope with Writing by Yigal Tumarkin in Memory of Rudi Lehmann,"מעטפה (ללא סימון קטלוגי) עם צילום הכתיבה, של יגאל תומרקין לזכרו של רודי להמן. עברית, ללא תאריך.","Umschlag (ohne Katalogkennzeichnung) mit einem Foto des Schreibens von Yigal Tumarkin zum Gedenken an Rudi Lehmann. Hebräisch, ohne Datum.","Envelope (without catalog marking) with a photograph of the writing by Yigal Tumarkin in memory of Rudi Lehmann. Hebrew, no date.",Hebrew,מעטפה|Envelope,photography,copy,יגאל תומרקין,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-006-R0001,IL-MTFN-001-G-F-0390-006,Memorial Speeches for Rudi Lehmann,נאומי אזכרה לרודי להמן,Gedenkreden für Rudi Lehmann,Memorial speeches for Rudi Lehmann,Hebrew,נאום|Speech,,original,Rudi Lehmann,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-006-R0005,IL-MTFN-001-G-F-0390-006,Notes and Drafts by Hedwig and Rudi,"פתקים וטיוטות, של הדויג ורודי",Notizen und Entwürfe von Hedwig und Rudi,Notes and drafts by Hedwig and Rudi,Unspecified,פתק|Note|טיוטה|Draft,handwriting,draft,Hedwig|Rudi,,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0390-006-R0006,IL-MTFN-001-G-F-0390-006,Death Certificates of Rudi,"תעודות פטירה, של רודי",Sterbeurkunden von Rudi,Death certificates of Rudi,Hebrew,תעודה|Certificate,,original,Rudi,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-008-R0001,IL-MTFN-001-G-F-0390-008,Letters to Rudi by Josef Tal,"מכתבים:; אל רודי מאת יוסף טל Josef Tal, כתובים עם הומור.גרמנית כתב יד, שנות ה-50 למאה ה-20.","Briefe: An Rudi von Josef Tal, geschrieben mit Humor. Deutsch Handschrift, 50er Jahre des 20. Jahrhunderts.","Letters: To Rudi from Josef Tal, written with humor. German handwriting, 1950s of the 20th century.",German,מכתב|Letter,handwriting,original,Josef Tal,1950,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0390-008-R0003,IL-MTFN-001-G-F-0390-008,Incomplete Report by Mordechai,דוח (לא שלם) מאת מרדכי על התנסות ביצירה בהדרכתם של מורים איטלקים. עברית כתב יד ללא תאריך.,Unvollständiger Bericht von Mordechai über eine Erfahrung in der Schöpfung unter Anleitung italienischer Lehrer. Hebräisch handschriftlich ohne Datum.,Incomplete report by Mordechai on an experience in creation under the guidance of Italian teachers. Hebrew handwritten without date.,Hebrew,דוח|Report,handwriting,draft,מרדכי,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-008-R0008,IL-MTFN-001-G-F-0390-008,Letter to Rudi from Micha,"אל רודי מאת מיכה Micha, מכר. גרמנית כתב יד, ללא תאריך.","An Rudi von Micha, ein Bekannter. Handschrift auf Deutsch, ohne Datum.","To Rudi from Micha, an acquaintance. German handwriting, no date.",German,מכתב|Letter,handwriting,original,Micha,,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0390-008-R0019,IL-MTFN-001-G-F-0390-008,Draft for 'Amnon and Tamar',טיוטה למחזה/סיפור עם הכותרת 'אמנון ותמר'.גרמנית הדפסה.,Entwurf für ein Stück/Geschichte mit dem Titel 'Amnon und Tamar'. Deutsch Schreibmaschine.,Draft for a play/story titled 'Amnon and Tamar'. German typewritten.,German,טיוטה|Draft,typewriting,draft,,,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0390-008-R0020,IL-MTFN-001-G-F-0390-008,German Poems,"שירים, גרמנית הדפסה.","Gedichte, Deutsch Druck.","Poems, German printing.",German,שיר|Poem,typewriting,original,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-008-R0021,IL-MTFN-001-G-F-0390-008,Draft of a eulogy for Hedwig,"טיוטת הספד להדויג, לא ידוע מי כתב.","Entwurf einer Trauerrede für Hedwig, unbekannt wer es geschrieben hat.","Draft of a eulogy for Hedwig, unknown who wrote it.",Hebrew,טיוטה|Draft,handwriting,draft,Hedwig,,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0390-008-R0022,IL-MTFN-001-G-F-0390-008,Sketches for 'Pelicans',סקיצות ציור ל'פליקנים'.,Zeichnungsskizzen für 'Pelikanen'.,Drawing sketches for 'Pelicans'.,Unspecified,סקיצה|Sketch,drawing,original,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-009-R0001,IL-MTFN-001-G-F-0390-009,Rudi Lehmann 18R1 - Hebrew Writing by Doron Bar,"רודי להמן 18R1 (לא כל החומר שרשום בקטלוג נמצא); כתיבה בעברית, של דורון בר; אדון Doron Bar; Adon על רודי;","Rudi Lehmann 18R1 (nicht das gesamte im Katalog aufgeführte Material ist vorhanden); Schreiben auf Hebräisch, von Doron Bar; Herr Doron Bar; Herr über Rudi;","Rudi Lehmann 18R1 (not all the material listed in the catalog is present); Writing in Hebrew, by Doron Bar; Mr. Doron Bar; Mr. about Rudi;",Hebrew,Letter,,other,Rudi Lehmann,,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0390-009-R0002,IL-MTFN-001-G-F-0390-009,Writing by Tamus from 'My Secret' TV Series,"כתיבה, של תמוז Tamus (לא נמצא); מתוך סדרת הטלביזיה 'הסוד שלי', הסוד של רודי 'אני גילפתי את כסא המלכות של המלך עבדאללה'. (לא נמצא);","Schreiben, von Tamus (nicht gefunden); aus der Fernsehserie 'Mein Geheimnis', das Geheimnis von Rudi 'Ich habe den Thron des Königs Abdullah geschnitzt'. (nicht gefunden);","Writing, by Tamus (not found); from the TV series 'My Secret', Rudi's secret 'I carved the throne of King Abdullah'. (not found);",Unspecified,לא מזוהה,,other,,,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0390-009-R0003,IL-MTFN-001-G-F-0390-009,Notebook with Poems and Short Stories by Rosi,"מחברת (כריכה קשה) עם שירים וסיפורים קצרים, גרמנית הדפסה, שכתבה והגישה רוזי Rosi לרודי, ככל הנראה תלמידה או אמנית שהכירה ואהבה את רודי להמן.","Notizbuch (fester Einband) mit Gedichten und Kurzgeschichten, deutsche Schreibmaschine, geschrieben und eingereicht von Rosi an Rudi, wahrscheinlich eine Schülerin oder Künstlerin, die Rudi Lehmann kannte und liebte.","Notebook (hardcover) with poems and short stories, German typewritten, written and submitted by Rosi to Rudi, probably a student or artist who knew and loved Rudi Lehmann.",German,חוברת|Booklet,typewriting,original,Rudi Lehmann,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-009-R0004,IL-MTFN-001-G-F-0390-009,Hedwig 19R1 Writings by Dr. Ruth Amiram and Gdula Ogen,"הדויג 19R1 (לא כל החומר שרשום בקטלוג נמצא); כתיבה של ד""ר רות עמירם Dr. Ruth Amiram (לא נמצא); כתיבה של גדולה עוגן Gdula Ogen עברית ואנגלית;",Hedwig 19R1 (nicht das gesamte im Katalog aufgeführte Material ist vorhanden); Schreiben von Dr. Ruth Amiram (nicht gefunden); Schreiben von Gdula Ogen Hebräisch und Englisch;,Hedwig 19R1 (not all the material listed in the catalog is present); Writing by Dr. Ruth Amiram (not found); Writing by Gdula Ogen Hebrew and English;,Hebrew|English,Letter,,other,,,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0390-009-R0005,IL-MTFN-001-G-F-0390-009,"H. Alperin, Administrative Director of the Museum","ה. אלפרין H. Alperin המנהל האדמיניסטרטיבי של מוזיאון הארץ, אנגלית.","H. Alperin, der Verwaltungsdirektor des Museums des Landes, Englisch.","H. Alperin, the administrative director of the Museum of the Land, English.",English,Letter,,original,H. Alperin,,,,
Articles,7622,bibo:Article,true,IL-MTFN-001-G-F-0390-009-R0006,IL-MTFN-001-G-F-0390-009,German Article on Ceramics Workshop by Hedwig,"מאמר בגרמנית (לא ידוע העיתון) בו נכתב על הסדנה לקרמיקה שמארגנת הדויג לחולים בבי""ח בירושלים.","Ein Artikel auf Deutsch (unbekannte Zeitung), in dem über den Keramik-Workshop geschrieben wird, den Hedwig für Patienten im Krankenhaus in Jerusalem organisiert.",An article in German (unknown newspaper) about the ceramics workshop organized by Hedwig for patients in a hospital in Jerusalem.,German,מאמר|Article,,other,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-009-R0007,IL-MTFN-001-G-F-0390-009,Writing of Amnon Yisraeli,כתיבה של אמנון ישראלי Amnon Yisraeli (לא נמצא),Schrift von Amnon Yisraeli (nicht gefunden),Writing of Amnon Yisraeli (not found),Unspecified,לא מזוהה,,other,Amnon Yisraeli,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-010-R0001,IL-MTFN-001-G-F-0390-010,Designs for Leska Arlosoroff's Tombstone,"עיצובים למצבת הקבר של לסקה ארלוזורוב, אמם של חיים וליזה (אחותו של חיים) ארלוזורוב.","Entwürfe für den Grabstein von Leska Arlosoroff, der Mutter von Chaim und Liza (Chaims Schwester) Arlosoroff.","Designs for the tombstone of Leska Arlosoroff, the mother of Chaim and Liza (Chaim's sister) Arlosoroff.",Unspecified,לא מזוהה|Unrecognized,,original,,,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0390-013-R0001,IL-MTFN-001-G-F-0390-013,Certificate of Rudi Lehmann as Director of the Art Institute,אישור מעיריית גבעתיים על היותו של רודי להמן מנהל המכון לאמנות בגבעתיים. 1965.,"Bescheinigung der Stadtverwaltung Giv'atayim, dass Rudi Lehmann der Direktor des Kunstinstituts in Giv'atayim ist. 1965.",Certificate from the Municipality of Giv'atayim confirming that Rudi Lehmann is the director of the Art Institute in Giv'atayim. 1965.,Hebrew,תעודה|Certificate,,original,Rudi Lehmann,1965,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-013-R0002,IL-MTFN-001-G-F-0390-013,טיוטות של הדויג,"טיוטות של הדויג בנושאים: הוצאות לאור, תערוכות, השתלמויות.","Entwürfe von Hedwig zu den Themen: Veröffentlichungen, Ausstellungen, Fortbildungen.","Drafts by Hedwig on topics: publications, exhibitions, training.",Unspecified,טיוטה|Draft,handwriting,draft,הדוויג,,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0390-013-R0004,IL-MTFN-001-G-F-0390-013,Dates in the Life of the Artist,"עמוד מודפס (אולי מפירסום כל שהו) עם הכותרת: תאריכים בחיי האמנית, תאריכים ביוגרפיים. עברית.","Gedruckte Seite (vielleicht aus einer Veröffentlichung) mit dem Titel: Daten im Leben der Künstlerin, biografische Daten. Hebräisch.","Printed page (possibly from some publication) with the title: Dates in the Life of the Artist, Biographical Dates. Hebrew.",Hebrew,לא מזוהה,print,original,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-013-R0005,IL-MTFN-001-G-F-0390-013,Autobiographical Excerpt by Hedwig,"קטע אוטוביוגרפי של הדויג עם הכותרת: אין פגשתי ברודי. עברית (כתב יד + הדפסה), משנות ה-60 או ה-70 למאה ה-20.","Ein autobiografischer Abschnitt von Hedwig mit dem Titel: Als ich Brody traf. Hebräisch (Handschrift + Maschinenschrift), aus den 60er oder 70er Jahren des 20. Jahrhunderts.","An autobiographical excerpt by Hedwig titled: When I Met Brody. Hebrew (handwriting + typewriting), from the 1960s or 1970s.",Hebrew,מכתב|Letter,handwriting|typewriting,original,הדויג,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-013-R0006,IL-MTFN-001-G-F-0390-013,Autobiography of Hedwig Grossman,מספר עותקים אוטוביוגרפיה של הדויג גרוסמן. אנגלית כתב יד.,Mehrere Kopien der Autobiografie von Hedwig Grossman. Englisch Handschrift.,Several copies of Hedwig Grossman's autobiography. English handwriting.,English,Biography,handwriting,copy,Hedwig Grossman,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-015-R0001,IL-MTFN-001-G-F-0390-015,"יומן חלקי של הדויג גרוסמן, 1918","יומן (חלקי) שכתבה הדויג גרוסמן ב-1918, גרמנית; הדויג כותבת את מחשבותיה ורעיונותיה: איך לתת תוכן חדש לעם היהודי בארץ ישראל, איך לשמור על איחוד העם ומה תפקיד הבלאו;וייס. אירגון של ערבי מפגש בהם ידונו, יעלו רעיונות ויתכוננו לעליה והתיישבות בארץ ישראל.","Teilweises Tagebuch, das Hedwig Grossman 1918 auf Deutsch schrieb; Hedwig schreibt ihre Gedanken und Ideen: wie man dem jüdischen Volk in Eretz Israel neuen Inhalt geben kann, wie man die Einheit des Volkes bewahren kann und welche Rolle Blau-Weiss spielt. Organisation von Treffen, bei denen diskutiert, Ideen gesammelt und Vorbereitungen für die Einwanderung und Ansiedlung in Eretz Israel getroffen werden.","Partial diary written by Hedwig Grossman in 1918, German; Hedwig writes her thoughts and ideas: how to give new content to the Jewish people in the Land of Israel, how to maintain the unity of the people, and what is the role of Blau-Weiss. Organization of meetings where discussions, idea generation, and preparations for immigration and settlement in the Land of Israel will take place.",German,יומן|Diary,handwriting,original,הדויג גרוסמן,1918,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-015-R0002,IL-MTFN-001-G-F-0390-015,מחברת על בלאו-וייס ושוויון זכויות לנשים,"כתב יד, 1919. מחברת עבה כרוכה בבד יוטה עם רקמה בה כתבה הדויג על בלאו;וייס ואיגוד הבנות באירגון זה, 1923. בין היתר: שוויון הזכויות לאישה במאה ה;20 מתממשת ונקרת גם בבלאו;וייס כאשר בנות מתפקדות כמחנכות עם דעות עצמאיות משלהן. כאשר בנות עוסקות בחינוך בנות הרי שהכל נראה אחרת ויש שינוי חיובי בתפקודן של הבנות. הבנות בבלאו;וייס ראו עצמן כממשיכות וכמישמות את החופש ושוויון הזכויות לנשים.","Handschrift, 1919. Dickes Notizbuch in Jutestoff gebunden mit einer Stickerei, in der Hedwig über Blau-Weiß und den Mädchenverband in dieser Organisation schrieb, 1923. Unter anderem: Die Gleichberechtigung der Frau im 20. Jahrhundert wird verwirklicht und auch in Blau-Weiß sichtbar, wenn Mädchen als Erzieherinnen mit eigenen unabhängigen Meinungen fungieren. Wenn Mädchen Mädchen erziehen, sieht alles anders aus und es gibt eine positive Veränderung in ihrem Verhalten. Die Mädchen in Blau-Weiß sahen sich als Fortsetzerinnen und Umsetzerinnen der Freiheit und Gleichberechtigung für Frauen.","Handwriting, 1919. Thick notebook bound in jute fabric with embroidery in which Hedwig wrote about Blau-Weiß and the girls' association in this organization, 1923. Among other things: The equality of women's rights in the 20th century is realized and also seen in Blau-Weiß when girls function as educators with their own independent opinions. When girls engage in educating girls, everything looks different and there is a positive change in the functioning of the girls. The girls in Blau-Weiß saw themselves as continuers and implementers of freedom and equality of rights for women.",Hebrew,רשימות|Personal Notes,handwriting,original,הדויג,1919,1923,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-015-R0003,IL-MTFN-001-G-F-0390-015,Diary and Letter from Hans to Hedwig,"גרמנית, מצורף סיכום בעברית כתב יד מאת קרלה וולף. יומן/פנקס בו כתבה/דברה הדויג עם ידידה הנס Hans בו היתה מאוהבת אך הוא לא החזיר לה אהבה. מצורף מכתב אל הדויג מאת הנס אותו הוא כתב לאחר שקיבל מהדויג לקרוא את היומן הזה, הוא מציע לה ידידות ואינו כועס עליה.","Deutsch, beigefügt eine handschriftliche Zusammenfassung auf Hebräisch von Carla Wolf. Tagebuch/Notizbuch, in dem Hedwig mit ihrem Freund Hans sprach/schrieb, in den sie verliebt war, der aber ihre Liebe nicht erwiderte. Beigefügt ist ein Brief an Hedwig von Hans, den er schrieb, nachdem er von Hedwig gebeten wurde, dieses Tagebuch zu lesen. Er bietet ihr Freundschaft an und ist nicht böse auf sie.","German, attached is a handwritten summary in Hebrew by Carla Wolf. A diary/notebook in which Hedwig wrote/spoke with her friend Hans, whom she was in love with, but he did not return her love. Attached is a letter to Hedwig from Hans, which he wrote after being asked by Hedwig to read this diary. He offers her friendship and is not angry with her.",German|Hebrew,יומן|Diary|מכתב|Letter,handwriting,original,Hans,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-015-R0004,IL-MTFN-001-G-F-0390-015,"German Handwriting with Hebrew Summaries by Carla Wolf, 1925","גרמנית כתב יד, 1925. מצורפים סיכומים בעברית כתב יד, שכתבה קרלה וולף.","Deutsche Handschrift, 1925. Beigefügt sind handschriftliche Zusammenfassungen auf Hebräisch, geschrieben von Carla Wolf.","German handwriting, 1925. Attached are handwritten summaries in Hebrew, written by Carla Wolf.",German|Hebrew,רשימות|Personal Notes,handwriting,original,Carla Wolf,1925,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-015-R0006,IL-MTFN-001-G-F-0390-015,Notebook by Hedwig with Letters to Hans and Hilde,"פנקס בכריכה קשה בו כתבה הדויג. במחצית הראשונה של הפנקס היא כותבת להנס Hans, 1925, בחציו האחר היא כותבת להילדה Hilde בעצם עונה למכתביה, 1927. מצורף סיכום בעברית כתבה קרלה וולף, כתב יד.","Ein Notizbuch mit festem Einband, in dem Hedwig schrieb. In der ersten Hälfte des Notizbuchs schreibt sie an Hans, 1925, in der zweiten Hälfte schreibt sie an Hilde und antwortet auf ihre Briefe, 1927. Eine Zusammenfassung auf Hebräisch, geschrieben von Carla Wolf, ist beigefügt, Handschrift.","A hardcover notebook in which Hedwig wrote. In the first half of the notebook, she writes to Hans, 1925, in the second half she writes to Hilde, actually responding to her letters, 1927. A summary in Hebrew written by Carla Wolf is attached, handwritten.",Hebrew|German,פנקס|Notepad,handwriting,original,,1925,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-016-R0001,IL-MTFN-001-G-F-0390-016,Notebook of Letter Copies to Lisa Arlosoroff-Steinberg,"מחברת עותקי המכתבים, שהדויג כתבה לליזה ארלוזורוב-שטיינברג Lisa Arlosoroff;Steinbergl, אחותו של חיים ארלוזורוב. גרמנית כתב יד, 1933.","Kopienbuch der Briefe, die Hedwig an Lisa Arlosoroff-Steinberg, die Schwester von Chaim Arlosoroff, geschrieben hat. Handschriftlich auf Deutsch, 1933.","Notebook of letter copies that Hedwig wrote to Lisa Arlosoroff-Steinberg, the sister of Chaim Arlosoroff. German handwriting, 1933.",German,מכתב|Letter,handwriting,copy,Lisa Arlosoroff-Steinberg,1933,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0390-016-R0007,IL-MTFN-001-G-F-0390-016,הצעת תכנית להקמת בית מלאכה לקרמיקה,"העתק, הצעת תכנית להקמתו של בית מלאכה לקרמיקה בארץ ישראל. לתכנית מצורף פירוט עלויות וחלוקת תפקידים בין החברים. התכנית פותחה ונכתבה ע""י חברי איגוד הקדרים היהודים בברלין.","Kopie, Vorschlag für die Errichtung einer Keramikwerkstatt in Eretz Israel. Dem Plan ist eine Kostenaufstellung und eine Aufgabenverteilung unter den Mitgliedern beigefügt. Der Plan wurde von den Mitgliedern des jüdischen Töpferverbandes in Berlin entwickelt und geschrieben.","Copy, proposal for the establishment of a ceramics workshop in Eretz Israel. The plan includes a breakdown of costs and a division of roles among the members. The plan was developed and written by members of the Jewish Potters Association in Berlin.",Hebrew|German,הסכם|Agreement,,copy,איגוד הקדרים היהודים בברלין,,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0390-016-R0008,IL-MTFN-001-G-F-0390-016,"Program signed by multiple individuals, Berlin, 1933","על תכנית חתומים: הדויג גרוסמן, אריך יעקבסון Erich Jacobson, רודולף להמן, יורגן המבורגר Jürgen Hamburger, מרגוט מילר Margot Müller, לוטה בריגר Lotte Brieger. ברלין, גרמנית הדפסה, 1933.","Auf dem Programm unterschrieben: Hedwig Grossman, Erich Jacobson, Rudolf Lehmann, Jürgen Hamburger, Margot Müller, Lotte Brieger. Berlin, Deutsch, Maschinenschrift, 1933.","Signed on the program: Hedwig Grossman, Erich Jacobson, Rudolf Lehmann, Jürgen Hamburger, Margot Müller, Lotte Brieger. Berlin, German, typewritten, 1933.",German,מסמך מתורגם|Translated Document,typewriting,original,,1933,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0390-016-R0011,IL-MTFN-001-G-F-0390-016,"תעודת עולה של הדויג גרוסמן, 1933","תעודת עולה, של הדויג גרוסמן, 1933, הונפקה במשרד פלשתינה (משרד ארץ ישראל) בברלין.","Einwanderungszertifikat von Hedwig Grossman, 1933, ausgestellt im Palästina-Büro (Eretz Israel Büro) in Berlin.","Immigrant Certificate of Hedwig Grossman, 1933, issued at the Palestine Office (Eretz Israel Office) in Berlin.",Hebrew,תעודה,,original,הדויג גרוסמן,1933,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0390-016-R0012,IL-MTFN-001-G-F-0390-016,Contract for Pottery Factory in Palestine,"חוזה לעבודה משותפת להקמת מפעל לקדרות בפלשתינה; נחתם בין האדונים אלפרד כהן Alfred Cohn וזיגפריד כץ Siegfried Katz לבין הדויג גרוסמן Hedwig Grossmann, רודולף להמן Rudolf Lehmann, לוטה בריגר Lotte Brieger, יורגן המבורג Jürgen Hamburg, מרגול מילר Margol Müller, אריה רזניק Arje Reznik. גרמנית, 1933.","Vertrag für eine gemeinsame Arbeit zur Errichtung einer Töpferei in Palästina; unterzeichnet von den Herren Alfred Cohn und Siegfried Katz mit Hedwig Grossmann, Rudolf Lehmann, Lotte Brieger, Jürgen Hamburg, Margol Müller, Arje Reznik. Deutsch, 1933.","Contract for joint work to establish a pottery factory in Palestine; signed between Mr. Alfred Cohn and Siegfried Katz with Hedwig Grossmann, Rudolf Lehmann, Lotte Brieger, Jürgen Hamburg, Margol Müller, Arje Reznik. German, 1933.",German,הסכם|Agreement,,original,,1933,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-016-R0014,IL-MTFN-001-G-F-0390-016,Pages from Potters' Guild Notebook,"3 דפים מתוך ""פנקס חבורת הקדרים"" גרמנית כתב יד, ככל הנראה כתבה הדויג, 1933.","3 Seiten aus dem ""Notizbuch der Töpfergruppe"". Deutsch, Handschrift, vermutlich von Hedwig geschrieben, 1933.","3 pages from the ""Potters' Guild Notebook"". German, handwritten, presumably written by Hedwig, 1933.",German,Notepad,handwriting,original,Hedwig,1933,,,3
Financial Documents,7618,arkivo:Financial_Document,true,IL-MTFN-001-G-F-0390-017-R0004,IL-MTFN-001-G-F-0390-017,פנקס קופת מלווה של הדויג גרוסמן & רודי להמן,"פנקס קופת מלווה של הדויג גרוסמן & רודי להמן, 1934; 1936.","Sparbuch von Hedwig Grossman & Rudi Lehmann, 1934; 1936.","Savings book of Hedwig Grossman & Rudi Lehmann, 1934; 1936.",Hebrew,פנקס|Notepad,,original,הדויג גרוסמן|רודי להמן,1934,1936,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-017-R0005,IL-MTFN-001-G-F-0390-017,"Notebook with Industrial Production Records, 1934","פנקס עם רישומים חשובים ליצור תעשייתי ב'היוצר' משק יגור, 1934.","Notizbuch mit wichtigen Aufzeichnungen zur industriellen Produktion in 'HaYotzer', Kibbuz Yagur, 1934.","Notebook with important records for industrial production in 'HaYotzer', Kibbutz Yagur, 1934.",Hebrew,פנקס|Notepad,handwriting,original,,1934,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0390-017-R0008,IL-MTFN-001-G-F-0390-017,מודעות על חוג קדרות לילדים,"מודעות של הדויג על חוג, בתשלום, בבת;גלים לעבודות קדרות לילדים בתקופת החופש, הדויג מצרפת לשמה את התארים: קדרית ופדאגוגית. גרמנית הדפסה. מצורף תרגום לעברית, שנעשה בארכיון יגור.","Anzeigen von Hedwig über einen kostenpflichtigen Kurs in Bat Galim für Töpferarbeiten für Kinder während der Ferien. Hedwig fügt ihrem Namen die Titel Töpferin und Pädagogin hinzu. Deutsch, Schreibmaschine. Eine Übersetzung ins Hebräische, die im Yagur-Archiv gemacht wurde, ist beigefügt.","Announcements by Hedwig about a paid course in Bat Galim for pottery work for children during the holidays. Hedwig adds the titles Potter and Pedagogue to her name. German, typewritten. A translation into Hebrew, made in the Yagur archive, is attached.",German|Hebrew,מכתב|Translated Document,typewriting,original,הדויג,,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0390-017-R0010,IL-MTFN-001-G-F-0390-017,Report on Sand Quality in Palestine by Dr. Stefan Loewengart,"דוח של ד""ר סטפן לוונגרט Dr. Stefan Loewengart על איכות החול בפלשתינה למטרות תעשייתיות, גרמנית כתב יד 12 דפים.","Bericht von Dr. Stefan Loewengart über die Qualität des Sandes in Palästina für industrielle Zwecke, in deutscher Handschrift, 12 Seiten.","Report by Dr. Stefan Loewengart on the quality of sand in Palestine for industrial purposes, in German handwriting, 12 pages.",German,דוח|Report,handwriting,original,Dr. Stefan Loewengart,,,,12
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0390-017-R0011,IL-MTFN-001-G-F-0390-017,Report by Dr. Stefan Levingert on Clay Deposits Visit,"העתק, דוח של ד""ר סטפן לוונגרט על ביקור משותף עם הדויג גרוסמן במקומות בהם יש משקעי חרס. חיפה, גרמנית הדפסה, נובמבר 1933.","Kopie, Bericht von Dr. Stefan Levingert über einen gemeinsamen Besuch mit Hedwig Grossman an Orten mit Tonsedimenten. Haifa, Deutsch Maschinenschrift, November 1933.","Copy, report by Dr. Stefan Levingert on a joint visit with Hedwig Grossman to places with clay deposits. Haifa, German typewritten, November 1933.",German,דוח|Report,typewriting,copy,Dr. Stefan Levingert,1933-11,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0390-017-R0012,IL-MTFN-001-G-F-0390-017,Copy of Report on Sand and Material in Palestine,"העתק, דו""ח על חול וחמר בפלשתינה, נכתב ע""י הועד האמריקאי לכלכלה בפלשתינה. אנגלית הדפסה, ללא תאריך.","Kopie, Bericht über Sand und Material in Palästina, geschrieben vom amerikanischen Komitee für Wirtschaft in Palästina. Englisch, maschinengeschrieben, ohne Datum.","Copy, report on sand and material in Palestine, written by the American Committee for Economics in Palestine. English, typewritten, no date.",English,דוח|Report,typewriting,copy,,,,,
