item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class
IL-MTFN-001-G-F-0491-002-R0002	IL-MTFN-001-G-F-0491-002	visit	Travel Book/Report by Hugo Friedel and Franz Huber	Book/Report on a trip to a destination, information and meeting of a group of travelers who visited the country from 26.03.1971 to 14.04.1971, written by Hugo Friedel and Franz Huber. The book is accompanied by many photos, also with meetings with Israeli movements. German, printed; 03.1971, Israel, Deutschland Israel.	Buch/Bericht über eine Reise zu einem Ziel, Informationen und Treffen einer Gruppe von Reisenden, die das Land vom 26.03.1971 bis 14.04.1971 besuchten, geschrieben von Hugo Friedel und Franz Huber. Das Buch enthält viele Fotos, auch von Treffen mit israelischen Bewegungen. Deutsch, gedruckt; 03.1971, Israel, Deutschland Israel.	ספר/דוח נסיע למיעד, למידע ופגישה של קבוצת מטיילים שביקרו בארץ מה;26.03.1971 עד 14.04.1971, כותבים הספר הוגו פרידל Hugo Friedel, פראנץ הובר Franz Huber. הספר מלווה בהרבה תמונות גם עם מפגשים עם תנועות ישראלים. גרמנית, מודפס; 03.1971, ישראל, Deutschland Israel.	German|גרמנית	1971-03	Print	ספר|Book|דוח|Report		Report
IL-MTFN-001-G-F-0491-002-R0003	IL-MTFN-001-G-F-0491-002	correspondence	Correspondence with the Jeremias Family	Letters to the Jeremias family and from the Jeremias family regarding their activities in the Olivia group and the German group Aufbauwerk, German; 1962+1970+1971+1972+1988.	Briefe an die Familie Jeremias und von der Familie Jeremias in Bezug auf ihre Aktivitäten in der Gruppe Olivia und der deutschen Gruppe Aufbauwerk, Deutsch; 1962+1970+1971+1972+1988.	מכתבים אל משפחת ירמיאס ומאת משפחת ירמיאס בקשר לפעילותם בקבוצת אוליוויה Olivia, והקבוצה הגרמנית Aufbauwerk, גרמנית; 1962+1970+1971+1972+1988.	German		Unknown	מכתב|Letter	משפחת ירמיאס	Communication Document
IL-MTFN-001-G-F-0491-002-R0006	IL-MTFN-001-G-F-0491-002	visit	Letters on Olivia's Activities	Letters regarding Olivia's activities: study trips of youth in Germany, travel schedules, German, printed; 1972;1983.	Briefe über die Aktivitäten von Olivia: Studienreisen von Jugendlichen in Deutschland, Reisepläne, Deutsch, gedruckt; 1972;1983.	מכתבים בקשר לפעילות של אוליוויה: נסיעות לימודים של נוער בגרמניה, לוחות זמנים של נסיעות, גרמנית, מודפס; 1972;1983.	German	1972	Typewritten	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0491-002-R0013	IL-MTFN-001-G-F-0491-002	visit	Supervision of Goods and Services Law Order, 1963	Supervision of Goods and Services Law, 1957. Order regarding travel agencies and tourist transportation agencies, with markings and notes in English, printed, Hebrew; 14.02.1963.	Gesetz zur Überwachung von Waren und Dienstleistungen, 1957. Verordnung über Reisebüros und Agenturen für den Transport von Touristen, mit Markierungen und Anmerkungen auf Englisch, gedruckt, Hebräisch; 14.02.1963.	"חוק הפיקוח על מצרכים ושירותים, תשי""ח 1957 צו בדבר סוכניות נסיעות וסוכנויות להסעת תיירים, עם סימונים והערות באנגלית, מודפס, עברית; 14.02.1963."	Hebrew|English	1963-02-14	Print	הסכם|Agreement		Legal Document
IL-MTFN-001-G-F-0491-003-R0002	IL-MTFN-001-G-F-0491-003	visit	Correspondence and Letters from India	Correspondence regarding the India service, list of guest recipients in India, official letters, letters from Benjamin and Hannah from India to friends, in which he tells about experiences during their trip to India; 1980;1983	Korrespondenz bezüglich des Dienstes in Indien, Liste der Gästeempfänger in Indien, offizielle Briefe, Briefe von Benjamin und Hanna aus Indien an Freunde, in denen er von Erlebnissen während ihrer Reise in Indien erzählt; 1980;1983	התכתבות בקשר ל סרווס הודו, רשימה של מקבלי אורחים בהודו, מכתבים רשמיים, מכתבים מבנימין וחנה מהודו אל חברים, בהם הוא מספר על חוויות בזמן הטיול שלהם בהודו; 1980;1983	Hebrew|עברית	1980	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0495-001-R0001	IL-MTFN-001-G-F-0495-001	diary,visit	Travel Diary of Adolf Herzbrunn on Ambria	Travel diary on the ship named Ambria by Adolf Herzbrunn.	Reisetagebuch auf dem Schiff namens Ambria von Adolf Herzbrunn.	יומן נסיעות באוניה בשם אמבריה Ambria של אדולף הרצברון Adolf Herzbrunn.	Hebrew|German		Unknown	יומן|Diary	Adolf Herzbrunn	EgoDocument
IL-MTFN-001-G-F-0499-005-R0003	IL-MTFN-001-G-F-0499-005	diary	Military Service Certificates of Samuel Newman	Various certificates of Samuel Newman during his military service, including the service certificate, 1896+1918.	Verschiedene Zertifikate von Samuel Newman während seines Militärdienstes, einschließlich des Dienstzertifikats, 1896+1918.	1896+1918 תעודות שונות של שמואל ניומן בזמן שירותו הצבאי, בין היתר תעודת השירות.	Hebrew	1918	Unknown	תעודה|Certificate	שמואל ניומן	Certificate
IL-MTFN-001-G-F-0499-005-R0006	IL-MTFN-001-G-F-0499-005	diary	Inheritance Order for Samuel Neumann	1918 Inheritance order after the death of Samuel Neumann.	1918 Erbschein nach dem Tod von Samuel Neumann.	1918 צו ירושה אחרי מותו של שמואל ניומן.	Hebrew	1918	Unknown	תעודה|Certificate	שמואל ניומן	Legal Document
IL-MTFN-001-G-F-0499-005-R0008	IL-MTFN-001-G-F-0499-005	diary	Postcards to Neumann Family	1918+1914 2 postcards to the Neumann family.	1918+1914 2 Postkarten an die Familie Neumann.	1918+1914 2 גלויות אל משפחת ניומן.	Hebrew	1914	Unknown	גלויה|Postcard	Neumann	EgoDocument
IL-MTFN-001-G-F-0500-001-R0010	IL-MTFN-001-G-F-0500-001	visit	1997 Stuttgart Program for Former Jewish Residents	1997 program of the city of Stuttgart for the visit of former Jewish residents, German	1997 Programm der Stadt Stuttgart für den Besuch ehemaliger jüdischer Einwohner, Deutsch	1997 תוכניה של עירית Stuttgart לביקור של יהודי העיר לשעבר, גרמנית	German	1997	Print	תוכניית כנס|Conferences Program		Organization Papertrail
IL-MTFN-001-G-F-0500-003-R0003	IL-MTFN-001-G-F-0500-003	diary	Diary of a Month in France	Without date, diary/with written pages about a month in France, handwriting, German.	Ohne Datum, Tagebuch/mit beschriebenen Seiten über einen Monat in Frankreich, Handschrift, Deutsch.	בלי תאריך, יומן/עם דפים כתובים על חודש בצרפת Ein Monat in Frankreich, כתב יד, גרמנית.	German		Handwritten	יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0501-002-R0002	IL-MTFN-001-G-F-0501-002	diary,visit	Travel Diary of Jewish Youth Organizations 1927-1931	1927;1931 Travel diary of youth within Jewish youth organizations. The text occasionally changes, presumably written by different participants. The text is accompanied by photos of the participants and the places they visited. A list of names of the girls who took part in the trips is attached.	Reisetagebuch der Jugend im Rahmen jüdischer Jugendorganisationen 1927;1931. Der Text wechselt gelegentlich, wahrscheinlich wurde er von verschiedenen Teilnehmern geschrieben. Dem Text sind Fotos der Teilnehmer und der besuchten Orte beigefügt. Eine Namensliste der Mädchen, die an den Reisen teilgenommen haben, ist beigefügt.	"1927;1931 יומן נסיעות של נוער במסגרת ארגוני נוער יהודיים. הכתב בטקסט משתנה מדי פעם, ככל הנראה הכתיבה נעשתה ע""י משתתפות/משתתפים שונים. לטקסט מצורפות תמונות של המשתתפות/משתתפים והמקומות בהם ביקרו. מצורפת רשימה שמית של בנות שלקחו חלק בנסיעות."	Hebrew	1927	Handwritten	יומן|Diary|רשימה|List		EgoDocument
IL-MTFN-001-G-F-0501-002-R0004	IL-MTFN-001-G-F-0501-002	diary	Notebooks of Angie Kantrowitz's Life and Thoughts	Undated, 3 notebooks, numbered 1;3, in which Judit Gardi recorded the life, thoughts, and hopes of Angie Kantrowitz.	Ohne Datum, 3 Notizbücher, nummeriert 1;3, in denen Judit Gardi das Leben, die Gedanken und Hoffnungen von Angie Kantrowitz aufzeichnete.	ללא תאריך, 3 מחברות, ממוספרות 1;3, לתוכן רשמה יהודית גרדי את קורות חייה, מחשבותיה ותקוותיה של אנג'י קנטרוביץ.	Hebrew		Unknown	יומן|Diary	אנג'י קנטרוביץ	EgoDocument
IL-MTFN-001-G-F-0501-006-R0001	IL-MTFN-001-G-F-0501-006	visit	Letter from Angie to Yehudit, 1940	A letter from 1940 that Angie writes to Yehudit from the Carmel forests. Angie talks in the letter about her isolated life, the garden, Kurt who came to visit, and her future plans.	Ein Brief aus dem Jahr 1940, den Angie an Yehudit aus den Karmelwäldern schreibt. Angie erzählt im Brief von ihrem isolierten Leben, dem Garten, Kurt, der zu Besuch kam, und ihren Zukunftsplänen.	מכתב אחד משנת 1940 שאנג'י כותבת ליהודית מיערות הכרמל. אנג'י מספרת במכתב על חייה המבודדים, על הגינה, על קורט שבא לבקר ועל תכניותיה לעתיד.	Hebrew	1940	Handwritten	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0501-006-R0002	IL-MTFN-001-G-F-0501-006	visit	Postcard to Judith from Angie in Carmel	"Postcard, date not identifiable, to Judith in Jerusalem from Angie in Carmel. Among other things: The bloom in Carmel is beautiful. She meets with the Steckelmacher family and the Steinhardt family. She likes them and enjoys their company and writes to Judith, quote: ""You are not sad that I have other people, what is between us no one can take from us."" She is waiting for the visit of her mother, Gertrud Kantorowitz, she is in an emotional turmoil about this visit, joy and fear mix together. German handwriting."	"Postkarte, Datum nicht erkennbar, an Judith in Jerusalem von Angie in Carmel. Unter anderem: Die Blüte in Carmel ist wunderschön. Sie trifft sich mit der Familie Steckelmacher und der Familie Steinhardt. Sie mag sie und genießt ihre Gesellschaft und schreibt an Judith, Zitat: ""Du bist nicht traurig, dass ich andere Menschen habe, das, was zwischen uns ist, kann uns niemand nehmen."" Sie wartet auf den Besuch ihrer Mutter, Gertrud Kantorowitz, sie ist aufgeregt wegen dieses Besuchs, Freude und Angst mischen sich. Handschrift auf Deutsch."	"גלויה, תאריך לא ניתן לזהות, אל יהודית הירושלים מאת אנג'י בכרמל. בין היתר: הפריחה בכרמל מקסימה. היא מתראה עם השטקלמכרס משפ. Steckelmacher והשטיינהרדטס משפ. שטיינהרד Steinhardt. היא מחבבת אותם ונהנית מחברתם וכותבת ליהודית, ציטוט: ""את לא עצובה שיש לי אנשים אחרים, את שיש בין שתינו אף אחד לא יכול לקחת מאתנו"". היא מחכה לביקור של אמה, גרטרוד קנטרוביץ, היא בסערת רגשות לקראת הביקור הזה, שמחה ופחד מתערבבים יחד. גרמנית כתב יד."	German		Handwritten	גלויה|Postcard	Judith	EgoDocument
IL-MTFN-001-G-F-0501-008-R0004	IL-MTFN-001-G-F-0501-008	memoir	מזיכרונותיו של חלוץ; דברי יצחק ריש בטקס הפתיחה	"Print from the internet with the title: ""From the Memories of a Pioneer; Words of Yitzhak Rish at the opening ceremony of ""Mishmar HaCarmel Farm"". Hebrew 2 pages."	"Druck aus dem Internet mit dem Titel: ""Aus den Erinnerungen eines Pioniers; Worte von Yitzhak Rish bei der Eröffnungszeremonie der ""Mishmar HaCarmel Farm"". Hebräisch 2 Seiten."	"הדפסה מהאינטרנט עם הכותרת: ""מזיכרונותיו של חלוץ; דברי יצחק ריש בטקס הפתיחה, של ""חוות משמר הכרמל"". עברית 2 עמודים."	Hebrew		Typewritten	מכתב|Letter	יצחק ריש	Communication Document
IL-MTFN-001-G-F-0509-001-R0003	IL-MTFN-001-G-F-0509-001	visit	Bar-On Family Visit to Vienna and Related Materials	Entries of members of the Bar-On family about a visit to Vienna, material about Kalman and Elisabeth Klein, material about Frederic Morton/Firtz Mandelbaum, Ernst and Theo Waldinger, nan	Einträge von Mitgliedern der Familie Bar-On über einen Besuch in Wien, Material über Kalman und Elisabeth Klein, Material über Frederic Morton/Firtz Mandelbaum, Ernst und Theo Waldinger, nan	רשומים אישים של משפחת בר;און על ביקור בוינה, חומר על קאלמו ואליזבת קליין Kalman und Elisabeth Klein, חומר על פרדריק מורטון Frederic Morton/ Firtz Mandelbaum, ארנס ותאו ואלדינגר Ernst und Theo Waldinger, nan	Unspecified		Unknown	רשימות|Personal Notes		EgoDocument
IL-MTFN-001-G-F-0510-001-R0001	IL-MTFN-001-G-F-0510-001	memoir	Memory Book by Gershon Netzer	"1998, Memory book ""Grandma, are the birds in the country also Jewish?"" by Gershon Netzer, member of Kibbutz Hukok with original photos. Hebrew, printed"	"1998, Erinnerungsbuch ""Oma, sind auch die Vögel im Land jüdisch?"" von Gershon Netzer, Mitglied des Kibbutz Hukok mit Originalfotos. Hebräisch, gedruckt"	"1998, ספר זכרונות ""סבתא, גם הציפורים בארץ הן יהודיות""? של גרשון נצר, חבר קיבוץ חוקוק עם תמונות מקוריות. עברית, מודפס"	Hebrew	1998	Print	ספר זכרונות|Memory Book	Gershon Netzer	EgoDocument
IL-MTFN-001-G-F-0511-003-R0001	IL-MTFN-001-G-F-0511-003	diary,visit	Travel Book of Adolph Gotthelf, 1846	1846, Kassel, travel book of Adolph Gotthelf, during his study for typesetting, handwritten in German.	1846, Kassel, Reisetagebuch von Adolph Gotthelf, während seines Studiums zum Schriftsetzer, Handschrift auf Deutsch.	1846, כאסל Kassel, ספר טיולים של אדולף גוטהלף Adolph Gotthelf, בלימודו לסדר דפוס Schriftsetzer, גרמנית כתב יד.	German	1846	Handwritten	ספר|Book	Adolph Gotthelf	EgoDocument
IL-MTFN-001-G-F-0511-003-R0013	IL-MTFN-001-G-F-0511-003	correspondence	Correspondence with Relatives Regarding Family Tree	1966;1969, Correspondence with relatives regarding a family tree and relatives scattered around the world, including correspondence with Dr. Frieda Sichel; Gotthelft, Daniela Benuzzi, Mrs. Margaret Hess, K.H. Sichel, handwritten, printed, German, English.	1966;1969, Korrespondenz mit Verwandten bezüglich eines Stammbaums und verstreuten Verwandten weltweit, unter anderem Korrespondenz mit Dr. Frieda Sichel; Gotthelft, Daniela Benuzzi, Frau Margaret Hess, K.H. Sichel, Handschrift, gedruckt, Deutsch, Englisch.	1966;1969, התכתבות עם קרובי משפחה בקשר לאילן יוחסין וקרובי משפחה המפוזרים בעולם, בין היתר התכתבות עם Dr. Frieda Sichel;Gotthelft, Daniela Benuzzi, Mrs. Margaret Hess, K.H. Sichel, כתב יד, מודפס, גרמנית, אנגלית.	German|English	1966	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0511-004-R0002	IL-MTFN-001-G-F-0511-004	hometown	Elberfeld City Newspaper, Bergische Heimat, 1927	1927, Elberfeld, newspaper of the city of Elberfeld, Bergische Heimat, printed, German	1927, Elberfeld, Zeitung der Stadt Elberfeld, Bergische Heimat, gedruckt, Deutsch	1927, אלברפלד Elberfeld, עיתון של העיר אלברפלד Elberfeld, Bergische Heimat, מודפס, גרמנית	German	1927	Print	עיתון|Newspaper		Communication Document
IL-MTFN-001-G-F-0511-005-R0017	IL-MTFN-001-G-F-0511-005	memoir	Memories of Auguste Katzenstein, 1959	25.01.1959, Memories of Auguste Katzenstein, printed, German;	25.01.1959, Erinnerungen von Auguste Katzenstein, gedruckt, Deutsch;	25.01.1959, זכרונות של אוגוסטה קצנשטיין Auguste Katzenstein, מודפס, גרמנית;	German|גרמנית	1959-01-25	Print	רשימות|Personal Notes	Auguste Katzenstein	EgoDocument
IL-MTFN-001-G-F-0511-005-R0019	IL-MTFN-001-G-F-0511-005	correspondence,papers	Correspondence between Fritz Katzenstein and Leo Baeck Institute	1956;1961, Correspondence between Fritz Katzenstein and the Leo Baeck Institute regarding the family estate;	1956;1961, Korrespondenz zwischen Fritz Katzenstein und dem Leo Baeck Institut in Bezug auf den Familiennachlass;	1956;1961, התכתבות בין פריץ קצנשטיין לבין מכון לאו בק בקשר לעיזבון המשפחתי;	Hebrew|German	1956	Unknown	מכתב|Letter	Fritz Katzenstein	Communication Document
IL-MTFN-001-G-F-0514-001-R0002	IL-MTFN-001-G-F-0514-001	memoir	Memory Book for Bnei Brith House	2005, Memory Book for the Bnei Brith House 1948	2005, Erinnerungsbuch für das Haus Bnei Brith 1948	2005, ספר זיכרונות לבית בני ברית 1948	Hebrew	1948	Unknown	ספר זכרונות|Memory Book		Memory Book
IL-MTFN-001-G-F-0515-001-R0004	IL-MTFN-001-G-F-0515-001	memoir	Memory Book by Dorit Heyman	"2010, Memory book written by Dorit Heyman ""Omama Laura, from Germany to Israel"";"	"2010, Erinnerungsbuch geschrieben von Dorit Heyman ""Omama Laura, von Deutschland nach Israel"";"	"2010, ספר זכרונות שכתבה דורית היימן "" אוממה לורה, מגרמניה לישראל"";"	Hebrew|German	2010	Unknown	ספר זכרונות|Memory Book	Dorite Heyman	EgoDocument
IL-MTFN-001-G-F-0516-001-R0011	IL-MTFN-001-G-F-0516-001	memoir	Photo Album of Israel in the 1950s	1950, Jerusalem, photo album with the inscription 'All thoughts and memories were recorded in this book'. The album contains photos of Israel in the 1950s.	1950, Jerusalem, Fotoalbum mit der Aufschrift 'Alle Gedanken und Erinnerungen wurden in diesem Buch festgehalten'. Im Album befinden sich Fotos von Israel in den 1950er Jahren.	1950, ירושלים, אלבום תמונות עם כיתוב של 'כל המחשבות וזיכרונות היו רשומים בספר זה'. באלבום תמונות של ישראל בשנות ה 1950;	Hebrew	1950	Unknown	תצלום|Photograph		Image
IL-MTFN-001-G-F-0516-003-R0001	IL-MTFN-001-G-F-0516-003	diary	World War II Newspaper Clippings	4 notebooks with newspaper clippings about the evaporation of World War II from England with clippings and articles mainly from English newspapers. Captions: Berlin 1945, War Diary 1940, printed	4 Notizbücher mit Zeitungsausschnitten, die den Zweiten Weltkrieg aus England verdampfen lassen, mit Ausschnitten und Artikeln hauptsächlich aus englischen Zeitungen. Beschriftungen: Berlin 1945, Kriegstagebuch 1940, gedruckt	4 מחברות עם גזרות עיתון בהם המתאדת אנא את המלחמת עולם II מאנגליה עם גזירות ומאמרים מעיתונים בעיקר אנגלים. כתוביות: ברלין 1945, יומן מלחמה 1940, מודפס	Hebrew|English		Print	רשימות|Personal Notes		EgoDocument
IL-MTFN-001-G-F-0517-001-R0001	IL-MTFN-001-G-F-0517-001	memoir	Copy of Memory Booklet of Freudenberg Families	Copy of a memory booklet with pictures, certificates, and explanations of the Freudenberg families; Herz; English.	Kopie eines Erinnerungsheftes mit Bildern, Urkunden und Erklärungen der Familien Freudenberg; Herz; Englisch.	העתק של חוברת זכרונות עם תמונות, תעודות והסברים של משפחות פרוידנברג; הרץ Freudenberg; Herz; אנגלית.	English|עברית		Unknown	חוברת|Booklet	Freudenberg	Memory Book
IL-MTFN-001-G-F-0517-001-R0003	IL-MTFN-001-G-F-0517-001	memoir	Recollections of my childhood in Germany until my emigration	"Copy of ""Recollections of my childhood until emigration"" Recollections of my childhood in Germany until my emigration by Reiner J. Auman. English."	"Kopie von ""Erinnerungen an meine Kindheit bis zur Auswanderung"" Recollections of my childhood in Germany until my emigration von Reiner J. Auman. Englisch."	"העתק של ""זיכרונות של ילדותי עד לעליה"" Recollections of my childhood in Germany until my emigration by Reiner J. Auman. אנגלית."	English		Unknown	מסמך מתורגם|Translated Document	Reiner J. Auman	EgoDocument
IL-MTFN-001-G-F-0517-001-R0005	IL-MTFN-001-G-F-0517-001	memoir	Memory Book and Cemetery Papers of Oskar Aumann	1966, Memory book and paperwork of the cemetery from the death of Oskar Aumann, New York.	1966, Erinnerungsbuch und Unterlagen des Friedhofs vom Tod von Oskar Aumann, New York.	1966, ספר זכרונות וניירת של בית הקברות מפטירתו של אוסקאר אומאן Oskar Aumann, ניו יורק.	Hebrew|German	1966	Unknown	ספר זכרונות|Memory Book	Oskar Aumann	EgoDocument
IL-MTFN-001-G-F-0517-001-R0006	IL-MTFN-001-G-F-0517-001	correspondence	Köppern Booklet on Jewish History in Friedrichsdorf	1999, Köppern, booklet Schriften zur Geschichte der Stadt Friedrichsdorf, with correspondence with the author and Reiner Auman about the history of the Jews of the place.	1999, Köppern, Broschüre Schriften zur Geschichte der Stadt Friedrichsdorf, mit Korrespondenz mit dem Autor und Reiner Auman über die Geschichte der Juden des Ortes.	1999, קופרן Köppern, ספרון Schriften zur Geschichte der Stadt Friedrichsdorf, ובו התכתבות עם המחבר ו ריינר אומאן Reiner Auman על היסטורית יהודי המקום.	German|עברית		Print	חוברת|Booklet	Reiner Auman	Creative Nonfiction
IL-MTFN-001-G-F-0517-001-R0007	IL-MTFN-001-G-F-0517-001	memoir	Memories of the persecution of Jews in Köpern	Good and bad people in the worst time, memories of the persecution of Jews in Köpern, English, German.	Gute und böse Leute in der schlimmsten Zeit, Erinnerungen an die Judenverfolgung in Köpern, Englisch, Deutsch.	קטעי עת Gute und böse Leute in der schlimmsten Zeit, Erinnerungen an die Judenverfolgung in Köpern, אנגלית, גרמנית.	English|German		Unknown	לא מזוהה		Creative Nonfiction
IL-MTFN-001-G-F-0519-001-R0001	IL-MTFN-001-G-F-0519-001	diary,visit	Explanation and Travel Diary on the Dogon Tribe by Marli Shamir	1968, explanation of 31 pages about the Dogon tribe, and a travel diary about the 'Land of the Dogon' by Marli Shamir with simple illustrations. German, handwritten.	1968, Erklärung von 31 Seiten über den Dogon-Stamm, und ein Reisetagebuch über das 'Land der Dogon' von Marli Shamir mit einfachen Illustrationen. Deutsch, Handschrift.	1968, הסבר של 31 דפים על שבט דוגון Dogon, ויומן נסיע על 'ארץ דוגון' של מרלי שמיר עם איורים פשוטים. גרמנית, כתב יד.	German	1968	Handwritten	יומן|Diary	Marli Shamir	EgoDocument
IL-MTFN-001-G-F-0519-001-R0003	IL-MTFN-001-G-F-0519-001	visit	Story by Marli Shamir about first visit to Dogonecountry, Mali	15.02.1969, Story of 5 pages by Marli Shamir about the first visit to Dogonecountry, Mali, printed, German.	15.02.1969, Geschichte von 5 Seiten von Marli Shamir über den ersten Besuch in Dogonecountry, Mali, gedruckt, Deutsch.	15.02.1969, סיפור על 5 דפחם של מרלי שמיר על הביקור הראשון ב Dogonecountry, Mali, מודפס, גרמנית.	German|גרמנית	1969-02-15	Print	סיפור|Fiction	Marli Shamir	Creative Nonfiction
IL-MTFN-001-G-F-0519-001-R0006	IL-MTFN-001-G-F-0519-001	diary	Diary of Marli Shamir in Bamako, Africa	1970;1971 Diary of Marli Shamir while she was in Bamako, Africa, handwritten, German.	1970;1971 Tagebuch von Marli Shamir, als sie in Bamako, Afrika war, Handschrift, Deutsch.	1970;1971 יומן של מרלי שמיר בזמן שהיא היתתה בבאמאקו אפריקה Bamako Afrika, כתב יד, גרמנית.	German	1970	Handwritten	יומן|Diary	Marli Shamir	EgoDocument
IL-MTFN-001-G-F-0519-001-R0007	IL-MTFN-001-G-F-0519-001	diary	Marley Shamir's Train Journey to Kayes	No date, yellow notebook in which Marley Shamir writes about a train trip to the city of Kayes, handwriting, German.	Ohne Datum, gelbes Notizbuch, in dem Marley Shamir über eine Zugfahrt in die Stadt Kayes schreibt, Handschrift, Deutsch.	בלי תאריך, מחברת צהובה בה מרלי שמיר רושמת על נסיע ברכבת לעיר Kayes, כתב יד, גרמנית.	German		Handwritten	יומן|Diary	Marley Shamir	EgoDocument
IL-MTFN-001-G-F-0519-001-R0008	IL-MTFN-001-G-F-0519-001	diary	The Last Days in Bamako	1971, in Bamako, diary pages with the title 'The Last Days in Bamako'. Handwriting, German.	1971, in Bamako, Tagebuchseiten mit dem Titel 'Die letzten Tage in Bamako'. Handschrift, Deutsch.	1971, באמקו Bamako, דפי ימן עם הכותרת 'הימים האחרונים בבאמאקו' Die letzen Tage in Bamako. כתב יד, גרמנית.	German	1971	Handwritten	יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0519-001-R0014	IL-MTFN-001-G-F-0519-001	visit	Marli Shamir's Notes on Town Visit	Without date, page 8 to 17, Marli Shamir writes about the visit of the town, market and Niger, handwriting, English.	Ohne Datum, Seite 8 bis 17, Marli Shamir schreibt über den Besuch der Stadt, Markt und Niger, Handschrift, Englisch.	בלי תאריך, דף 8 עד 17, מרלי שמיר רושמת על Visit of the town, Market and Niger, כתב יד, אנגלית.	English		Handwritten	רשימות|Personal Notes		EgoDocument
IL-MTFN-001-G-F-0519-001-R0015	IL-MTFN-001-G-F-0519-001	memoir	Marli Shamir's Memories of Mali	1967, 15 A5 pages with memories of Marli Shamir about the period she and her husband were in Mali, handwritten in German.	1967, 15 A5-Seiten mit Erinnerungen von Marli Shamir über die Zeit, die sie und ihr Mann in Mali verbrachten, handschriftlich auf Deutsch.	1967, 15 דפי A 5 עם זכרונות של מרלי שמיר על התקופה שהיא ובעלה היו ב מאלי, כתב יד גרמנית.	German	1967	Handwritten	רשימות|Personal Notes	Marli Shamir	EgoDocument
IL-MTFN-001-G-F-0519-001-R0020	IL-MTFN-001-G-F-0519-001	diary,visit	Travel Diary of Marli Shamir: Ein Tag in Djenne	Without date, 3 pages travel diary of Marli Shamir Ein Tag in Djenne, printed in German.	Ohne Datum, 3 Seiten Reisetagebuch von Marli Shamir Ein Tag in Djenne, gedruckt auf Deutsch.	בלי תאריך, 3 דפים יומן נסיע של מרלי שמיר Ein Tag in Djenne, מודפס גרמנית.	German		Print	יומן|Diary	Marli Shamir	EgoDocument
IL-MTFN-001-G-F-0519-002-R0003	IL-MTFN-001-G-F-0519-002	visit	Photo Album of Marli Shamir	Photo album of Marli Shamir with family photos, including: photo of Dr. Richard Röder, childhood photos with the family in Germany, photos of Marli's wedding, photos of trips in Rome.	Fotoalbum von Marli Shamir mit Familienfotos, unter anderem: Foto von Dr. Richard Röder, Kinderfotos mit der Familie in Deutschland, Fotos von Marlis Hochzeit, Fotos von Reisen in Rom.	אלבום תמונות של מרלי שמיר עם תמונות משפחתיות, בין היתר: תמונה של דר ריכארט רודר Dr. Richard Röder, תמונות ילדות עם המשפחה בגרמניה, תמונות של חתונתה של מרלי, תמונות של טיולים ברומה.	Unspecified		Visual Element	תצלום|Photograph	Marli Shamir	Image
IL-MTFN-001-G-F-0519-003-R0002	IL-MTFN-001-G-F-0519-003	visit	Report by Marley Shamir on Bamako Trip	Report by Marley Shamir on the trip to Bamako, 31 pages, printed, German.	Bericht von Marley Shamir über die Reise nach Bamako, 31 Seiten, gedruckt, Deutsch.	דוח של מרלי שמיר על נסיע בבאמאקו Bamako, דפים 31, מודפס, גרמנית.	German		Typewritten	דוח|Report		Report
IL-MTFN-001-G-F-0519-003-R0009	IL-MTFN-001-G-F-0519-003	visit	Touristen in Mali, Januar 1970	8 pages about the visit of Maria Callas, Alberto Oravia, and Paolo Pasolini, with the title Tourists in Mali, January 1970, German, printed.	8 Seiten über den Besuch von Maria Callas, Alberto Oravia und Paolo Pasolini, mit dem Titel Touristen in Mali, Januar 1970, Deutsch, gedruckt.	8 דפים על ביקור של Maria Callas, Alberto Oravia und Paolo Pasolini, עם הכותרת Touristen in Mali, Januar 1970 גרמנית, מודפס.	German	1970-01	Print	Report		Report
IL-MTFN-001-G-F-0519-003-R0012	IL-MTFN-001-G-F-0519-003	visit	Trip to Mopti, Dogon	10 printed pages in German about a trip to Mopti, Dogon.	10 gedruckte Seiten auf Deutsch über eine Reise nach Mopti, Dogon.	10 דפים מודפסים בגרמנית על נסיעה למופטי Mopti, דוגון Dogon.	German		Typewritten	Report		Report
IL-MTFN-001-G-F-0519-003-R0013	IL-MTFN-001-G-F-0519-003	visit	Trip to Dogon Mother	14 pages about a trip to the Dogon mother, printed, German.	14 Seiten über eine Reise zur Dogon-Mutter, gedruckt, Deutsch.	14 דפים על נסיע לאם הדוגון Dogon, מודפס, גרמנית.	German		Print	Report		Report
IL-MTFN-001-G-F-0521-002-R0006	IL-MTFN-001-G-F-0521-002	visit	Business Card of Dr. Arthur Süss	No date, business card of Dr. Arthur Süss.	Ohne Datum, Visitenkarte von Dr. Arthur Süss.	בלי תאריך, כרטיס ביקור שח דר ארטור זיס Dr. Arthur Süss.	Unspecified		Unknown	כרטיס ביקור|Business Card	Dr. Arthur Süss	EgoDocument
