item_id	parent	item_description	german_translation	english_translation	format	language	creation_date	publication_date	number_of_pages	documentary_form_type	production_technique_type	main_subject	record_state	title	item_class	document_type	creation_place	transkribus_doc_ids	transkribus_titles	transkribus_n_docs	transkribus_pages	transkribus_lines	transkribus_pages_final	transkribus_pages_gt	transkribus_pages_in_progress	transkribus_pages_new
IL-MTFN-001-G-F-0544-001-R0001	IL-MTFN-001-G-F-0544-001	צלחת פסח על 3 קומות למצוות, נמצא בתצוגת המוזאון	Dreistöckiger Pessach-Teller für Mitzwot, im Museum ausgestellt	Three-tiered Passover plate for mitzvot, on display at the museum	Visual Element	Irrelevant							original	Three-tiered Passover Plate	Object	חפץ|Object										
IL-MTFN-001-G-F-0545-001-R0001	IL-MTFN-001-G-F-0545-001	1918, מכתבים בשפה לא ידוע	1918, Briefe in unbekannter Sprache	1918, letters in an unknown language	Unknown	Unspecified	1918						original	Letters from 1918	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0545-001-R0002	IL-MTFN-001-G-F-0545-001	בלי תאריך, מכתבים בידיש	Ohne Datum, Briefe in Jiddisch	No date, letters in Yiddish	Unknown	Other							original	Letters in Yiddish	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0545-001-R0003	IL-MTFN-001-G-F-0545-001	1913;1919, ברלין, מכתבים בגרמנית בין משפחת קרופניץ חיים ואסתר	1913;1919, Berlin, Briefe auf Deutsch zwischen der Familie Kropnitz Chaim und Esther	1913;1919, Berlin, letters in German between the Kropnitz family Chaim and Esther	Unknown	German	1913					Kropnitz	original	Letters between Kropnitz family in Berlin	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0545-001-R0004	IL-MTFN-001-G-F-0545-001	1913, מכתב מחבר שמספר שהוא מחכה לאישור מברלין ועל מצב משפחתו ברוסיה	1913, Brief von einem Freund, der erzählt, dass er auf eine Genehmigung aus Berlin wartet und über den Zustand seiner Familie in Russland.	1913, Letter from a friend who says he is waiting for approval from Berlin and about the condition of his family in Russia.	Handwritten	Hebrew	1913			yes	handwriting		original	Letter from 1913 about Berlin approval and family in Russia	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0545-001-R0005	IL-MTFN-001-G-F-0545-001	1925;1923, העתקים, תעודות אישיות, בין היתר: אישור רפואי; אישור נסיע; תעודת חיסון	1925;1923, Kopien, persönliche Dokumente, unter anderem: ärztliche Bescheinigung; Reisegenehmigung; Impfzertifikat	1925;1923, copies, personal documents, including: medical certificate; travel permit; vaccination certificate	Unknown	Hebrew	1923	1925		yes			copy	Copies of Personal Certificates	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0545-001-R0006	IL-MTFN-001-G-F-0545-001	ברכות להולדת הבן מאירגון הציוני גרמניה	Glückwünsche zur Geburt des Sohnes vom Zionistischen Verein Deutschland	Congratulations on the birth of the son from the Zionist Organization Germany	Unknown	Hebrew|German						הארגון הציוני גרמניה	original	ברכות להולדת הבן מאירגון הציוני גרמניה	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0545-001-R0007	IL-MTFN-001-G-F-0545-001	קורות חיים של חיים אהרון קרופניק, עברית	Lebenslauf von Chaim Aharon Kropnik, Hebräisch	Curriculum Vitae of Chaim Aharon Kropnik, Hebrew	Unknown	Hebrew				yes		Chaim Aharon Kropnik	original	Curriculum Vitae of Chaim Aharon Kropnik	EgoDocument	קורות חיים|Biography										
IL-MTFN-001-G-F-0547-001-R0001	IL-MTFN-001-G-F-0547-001	1918, ספר זיכרונות של מרתה יעקובי 1918 דצמבר Straßburg, בין החתומים: Olga Lieblich, Ilase Guthmann, Herta Kasservitz, Erna Walfer, Käte Burandt, Alice Guggenheim, Susanne Strauss, Annie Decker, Susanne Welsch, Susanne Ulrichs, Martha Müller.	1918, Erinnerungsbuch von Martha Jacobi Dezember 1918 Straßburg, unter den Unterzeichnern: Olga Lieblich, Ilase Guthmann, Herta Kasservitz, Erna Walfer, Käte Burandt, Alice Guggenheim, Susanne Strauss, Annie Decker, Susanne Welsch, Susanne Ulrichs, Martha Müller.	1918, Memory book of Martha Jacobi December 1918 Strasbourg, among the signatories: Olga Lieblich, Ilase Guthmann, Herta Kasservitz, Erna Walfer, Käte Burandt, Alice Guggenheim, Susanne Strauss, Annie Decker, Susanne Welsch, Susanne Ulrichs, Martha Müller.	Unknown	German	1918-12					Martha Jacobi	original	Memory Book of Martha Jacobi, December 1918	EgoDocument	ספר זכרונות|Memory Book										
IL-MTFN-001-G-F-0547-001-R0002	IL-MTFN-001-G-F-0547-001	1903; 1919, תעודות שונות של מרתה יעקובי לבית פאלק Marta Jakobi geb. Falk, בין היתר: תעודת לידה מהעיר Strassburg של מרתה ותעודות בית ספר Städtische höhere Mädchenschule zu straßburg.	1903; 1919, Verschiedene Dokumente von Marta Jakobi geb. Falk, unter anderem: Geburtsurkunde aus der Stadt Straßburg von Marta und Schulzeugnisse der Städtische höhere Mädchenschule zu Straßburg.	1903; 1919, Various documents of Marta Jakobi née Falk, including: Birth certificate from the city of Strassburg of Marta and school certificates from the Städtische höhere Mädchenschule zu Straßburg.	Unknown	German	1903	1919		yes		Marta Jakobi	original	Documents of Marta Jakobi née Falk	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0547-001-R0003	IL-MTFN-001-G-F-0547-001	מכתבי המלצה עבור מרתה פאלק Marta Falk שהייתה מורה להתעמלות ילדים, Kinderhaus der 'Weiblichen Fürsorge E.V.', Olga Lieblich, Dr. Med. W. Braunschweig, Volkshochschule Stuttgart, תעודת יושר.	Empfehlungsschreiben für Marta Falk, die Kindergymnastiklehrerin im Kinderhaus der 'Weiblichen Fürsorge E.V.' war, Olga Lieblich, Dr. Med. W. Braunschweig, Volkshochschule Stuttgart, Führungszeugnis.	Recommendation letters for Marta Falk, who was a children's gymnastics teacher at the Kinderhaus der 'Weiblichen Fürsorge E.V.', Olga Lieblich, Dr. Med. W. Braunschweig, Volkshochschule Stuttgart, certificate of good conduct.	Unknown	German|Hebrew						Marta Falk	original	Recommendation Letters for Marta Falk	EgoDocument	מכתב|Letter|תעודה|Certificate										
IL-MTFN-001-G-F-0547-001-R0004	IL-MTFN-001-G-F-0547-001	1933;1935, הצהרה של מרתה פאלק על התקופה בין השנים 1933 עד 1935, גרמנית, כתב יד.	Erklärung von Martha Falk über den Zeitraum zwischen 1933 und 1935, Deutsch, Handschrift.	Declaration of Martha Falk about the period between 1933 and 1935, German, handwritten.	Handwritten	German	1935			yes	handwriting	Martha Falk	original	Declaration of Martha Falk (1933-1935)	EgoDocument	עדות|Testimony										
IL-MTFN-001-G-F-0547-001-R0005	IL-MTFN-001-G-F-0547-001	1939;1954, מכתבים מאת בני משפחה או חברים גם מ San Paulo, כתב יד, מודפס, גרמנית.	1939;1954, Briefe von Familienmitgliedern oder Freunden auch aus San Paulo, Handschrift, gedruckt, Deutsch.	1939;1954, Letters from family members or friends also from San Paulo, handwritten, printed, German.	Unknown	German	1939	1954			handwriting|typewriting		original	Letters from Family or Friends, 1939-1954	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0547-001-R0006	IL-MTFN-001-G-F-0547-001	1954, אישור ממשלחי ממשרד הכלכלה שלמרתה יעקובי אין חוב במס הכנסה מהשנים 1941 עד 1954, אנגלית, מודפס.	1954, Bestätigung vom Wirtschaftsministerium, dass Martha Jacobi keine Einkommenssteuerschuld von 1941 bis 1954 hat, Englisch, gedruckt.	1954, Confirmation from the Ministry of Economy that Martha Jacobi has no income tax debt from 1941 to 1954, English, printed.	Print	English	1954			yes	print	Martha Jacobi	original	Income Tax Clearance for Martha Jacobi	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0547-001-R0007	IL-MTFN-001-G-F-0547-001	1969, בקשת רשיון נהיגה ברכב מנועי עבור מרתה יעקובי, עברית.	1969, Antrag auf Führerschein für ein Kraftfahrzeug für Martha Jacobi, Hebräisch.	1969, Application for a motor vehicle driving license for Martha Jacobi, Hebrew.	Unknown	Hebrew	1969			yes		מרתה יעקובי	original	Application for Driving License for Martha Jacobi	Legal Document	בקשה|Application										
IL-MTFN-001-G-F-0547-001-R0008	IL-MTFN-001-G-F-0547-001	1945;1946, כרטיס מנות; פיקוח על מזונות, של מרתה יעקובי, ממשלת פלשתינה.	1945;1946, Rationskarte; Lebensmittelkontrolle, von Martha Jacobi, Regierung von Palästina.	1945;1946, Ration card; Food control, by Martha Jacobi, Government of Palestine.	Unknown	Hebrew	1945	1946				מרתה יעקובי	original	כרטיס מנות של מרתה יעקובי	Certificate	כרטיס|Ticket|Card										
IL-MTFN-001-G-F-0547-001-R0009	IL-MTFN-001-G-F-0547-001	1946; 1967, דרכונים של מרתה יעקובי, דרכון בריטי, ת.ז. בריטי, דרכון ישראלי.	1946; 1967, Pässe von Martha Jacobi, britischer Pass, britischer Personalausweis, israelischer Pass.	1946; 1967, Passports of Martha Jacobi, British passport, British ID, Israeli passport.	Unknown	Hebrew|English	1946	1967		yes	other	Martha Jacobi	original	Passports of Martha Jacobi	Legal Document	תעודה|Certificate										
IL-MTFN-001-G-F-0547-001-R0010	IL-MTFN-001-G-F-0547-001	1936 + 1941, תעודת נישואין ותעודת גירושין של מרתה יעקובי.	1936 + 1941, Heiratsurkunde und Scheidungsurkunde von Martha Jacobi.	1936 + 1941, Marriage certificate and divorce certificate of Martha Jacobi.	Unknown	Hebrew	1936	1941		yes		מרתה יעקובי	original	Marriage and Divorce Certificates of Martha Jacobi	Legal Document	תעודה|Certificate										
IL-MTFN-001-G-F-0547-001-R0011	IL-MTFN-001-G-F-0547-001	1973, תעודות פטירה של מרתה יעקוב מאת חברת קדישא.	1973, Sterbeurkunden von Martha Jakob von der Chevra Kadisha.	1973, Death certificates of Martha Jacob by the Chevra Kadisha.	Unknown	Hebrew	1973			yes		מרתה יעקוב	original	Death Certificates of Martha Jacob	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0547-001-R0012	IL-MTFN-001-G-F-0547-001	1973, צוואה של מרתה יעקובי.	1973, Testament von Martha Jacobi.	1973, Will of Martha Jacobi.	Unknown	Hebrew	1973			yes		מרתה יעקובי	original	Will of Martha Jacobi	Legal Document	צוואה|Will										
IL-MTFN-001-G-F-0547-001-R0013	IL-MTFN-001-G-F-0547-001	24;09;2017, התכתבות עם הבת רותי יעקובי וקורות חייה של מרתה יעקובי כתוב על ידי הבת רותי יעקובי, עברית, מודפס.	24;09;2017, Korrespondenz mit der Tochter Ruti Jacobi und das Leben von Martha Jacobi, geschrieben von der Tochter Ruti Jacobi, Hebräisch, gedruckt.	24;09;2017, Correspondence with the daughter Ruti Jacobi and the life story of Martha Jacobi written by the daughter Ruti Jacobi, Hebrew, printed.	Typewritten	Hebrew	2017-09-24			yes	typewriting	Ruti Jacobi	original	Correspondence with Ruti Jacobi and Life Story of Martha Jacobi	EgoDocument	מכתב|Letter										
IL-MTFN-001-G-F-0548-001-R0001	IL-MTFN-001-G-F-0548-001	אנשים: Dr. Rabau, Herbert von de Walde, בצבא הבריטי, משמר החוף	Personen: Dr. Rabau, Herbert von de Walde, in der britischen Armee, Küstenwache	People: Dr. Rabau, Herbert von de Walde, in the British Army, Coast Guard	Unknown	Unspecified							other	Dr. Rabau and Herbert von de Walde in the British Army	Communication Document	Letter										
IL-MTFN-001-G-F-0549-001-R0001	IL-MTFN-001-G-F-0549-001	מגילה עם סיפור אהבה, תורגם על ידי מרים פולין	Eine Schriftrolle mit einer Liebesgeschichte, übersetzt von Miriam Polin	A scroll with a love story, translated by Miriam Polin	Unknown	Unspecified							other	Scroll with a Love Story	Creative Fiction	מסמך מתורגם|Translated Document										
IL-MTFN-001-G-F-0550-001-R0001	IL-MTFN-001-G-F-0550-001	קלטת עם לאה רוזן	Kassette mit Lea Rosen	Cassette with Lea Rosen	Unknown	Unspecified						Lea Rosen	other	Cassette with Lea Rosen	EgoDocument	לא מזוהה|Unrecognized										
IL-MTFN-001-G-F-0553-001-R0001	IL-MTFN-001-G-F-0553-001	ספר 'מברלין לחיפה; סיפור חיים' של מיכאל וילינסקי, הוצאה משפחתית; העתקי חומרים שונים, בין היתר על אדולף זומרפלד Adolf Sommerfeld, מיכאל וילנסקי עבד כמנהל כספים אצלו.	Buch 'Von Berlin nach Haifa; Lebensgeschichte' von Michael Wilensky, Familienausgabe; Kopien verschiedener Materialien, unter anderem über Adolf Sommerfeld. Michael Wilensky arbeitete als Finanzmanager bei ihm.	Book 'From Berlin to Haifa; Life Story' by Michael Wilensky, family edition; Copies of various materials, including about Adolf Sommerfeld. Michael Wilensky worked as a financial manager for him.	Unknown	Hebrew|German						Adolf Sommerfeld	copy	Book 'From Berlin to Haifa; Life Story' by Michael Wilensky	EgoDocument	Book										
IL-MTFN-001-G-F-0554-001-R0001	IL-MTFN-001-G-F-0554-001	"ספר מתכונים של הילדה שטראוס לבית הס מהעיר מיינץ. (הספר היה מוצג בתערוכה ""חפצים מגלים"" 2017)"	"Kochbuch von Hilda Strauss, geborene Hess, aus der Stadt Mainz. (Das Buch wurde in der Ausstellung ""Objekte enthüllen"" 2017 gezeigt)"	"Recipe book of Hilda Strauss, née Hess, from the city of Mainz. (The book was exhibited in the ""Objects Reveal"" exhibition 2017)"	Unknown	Other						Hilda Strauss	original	Recipe Book of Hilda Strauss	Creative Nonfiction	Recipe										
IL-MTFN-001-G-F-0555-002-R0001	IL-MTFN-001-G-F-0555-002	1956-1924, יומנימ- 1956, יומן לידה של נריה.	1956-1924, Tagebücher - 1956, Geburtsjournal von Neria.	1956-1924, Diaries - 1956, Birth diary of Neria.	Unknown	Hebrew	1956				handwriting	נריה	original	יומן לידה של נריה	EgoDocument	יומן|Diary										
IL-MTFN-001-G-F-0555-002-R0002	IL-MTFN-001-G-F-0555-002	1938, יומן של עליזה בעת שהייתה נערה בתנועת נוער. ביומן היא רושמת על רגשותיה כלפי בנים ובנות.	1938, Tagebuch von Aliza, als sie ein Mädchen in einer Jugendbewegung war. Im Tagebuch schreibt sie über ihre Gefühle gegenüber Jungen und Mädchen.	1938, diary of Aliza when she was a girl in a youth movement. In the diary, she writes about her feelings towards boys and girls.	Handwritten	Hebrew	1938			yes	handwriting		original	Diary of Aliza, 1938	EgoDocument	יומן|Diary										
IL-MTFN-001-G-F-0555-002-R0003	IL-MTFN-001-G-F-0555-002	1924-1928, אלבום Poisiealbum עם ציורים של ילדים ומדבקות של סטלה מהעיר וינה, גרמנית, כתב יד.	1924-1928, Poisiealbum mit Zeichnungen von Kindern und Aufklebern von Stella aus der Stadt Wien, Deutsch, Handschrift.	1924-1928, Poisiealbum with drawings by children and stickers from Stella from the city of Vienna, German, handwriting.	Handwritten	German	1924-1928				handwriting		original	Poetry Album with Children's Drawings and Stickers	EgoDocument	אלבום|Album										
IL-MTFN-001-G-F-0555-002-R0004	IL-MTFN-001-G-F-0555-002	בלי תאריך, ספר שירה אישי של עליזה בדמור, עם פרקי תהלים, שירים של בלאו וייס, עברית, גרמנית, כתב יד.	Ohne Datum, persönliches Gedichtbuch von Aliza Bademor, mit Psalmen, Gedichten von Blau-Weiß, Hebräisch, Deutsch, Handschrift.	Without date, personal poetry book of Aliza Bademor, with Psalms, poems by Blau-Weiß, Hebrew, German, handwriting.	Handwritten	Hebrew|German					handwriting	עליזה בדמור	original	Personal Poetry Book of Aliza Bademor	Creative Fiction	שיר|Poem										
IL-MTFN-001-G-F-0555-002-R0005	IL-MTFN-001-G-F-0555-002	1948, ספר ברכות ממשק יגור בו למדה עליזה מורתי.	1948, ein Buch der Segnungen aus dem Kibbuz Yagur, wo Aliza Morati lernte.	1948, a book of blessings from Kibbutz Yagur where Aliza Morati studied.	Print	Hebrew	1948				print	Aliza Morati	original	Book of Blessings from Kibbutz Yagur	Creative Nonfiction	ספר|Book										
IL-MTFN-001-G-F-0555-003-R0001	IL-MTFN-001-G-F-0555-003	"2017, ספר הוצאה פרטית, ""דרך משלה; עליזה בדמור ;כתובים ודבורים"" ביוגרפיה, עברית, מודפס"	"2017, privater Druck, ""Ein eigener Weg; Aliza Bedmor; Schriften und Reden"" Biografie, Hebräisch, gedruckt"	"2017, private publication, ""Her Own Way; Aliza Bedmor; Writings and Speeches"" Biography, Hebrew, printed"	Print	Hebrew		2017			print	עליזה בדמור	original	דרך משלה; עליזה בדמור ;כתובים ודבורים	EgoDocument	ביוגרפיה|Biography										
IL-MTFN-001-G-F-0555-003-R0002	IL-MTFN-001-G-F-0555-003	"1995, ספר הוצאה פרטית ""לזכר רותי"", מכתבים ושירים מאת רות"	"1995, privates Buch ""Zum Gedenken an Ruti"", Briefe und Gedichte von Ruth"	"1995, private publication book ""In memory of Ruti"", letters and poems by Ruth"	Print	Hebrew		1995			print	Ruth	original	Private Book 'In Memory of Ruti'	Creative Nonfiction	מכתב|Letter|שיר|Poem										
IL-MTFN-001-G-F-0555-003-R0003	IL-MTFN-001-G-F-0555-003	2017, ספר לזכר בודמור Allegro con Brio, My lives in music a memoir Moshe Budmor 1923; 2015, מוספס, אנגלית	2017, Buch zum Gedenken an Budmor Allegro con Brio, Mein Leben in der Musik, eine Memoiren Moshe Budmor 1923; 2015, Englisch	2017, Book in memory of Budmor Allegro con Brio, My lives in music a memoir Moshe Budmor 1923; 2015, English	Unknown	English	2015	2017			print	Moshe Budmor	original	Book in memory of Moshe Budmor	EgoDocument	ספר|Book										
IL-MTFN-001-G-F-0555-003-R0004	IL-MTFN-001-G-F-0555-003	"1944, אלבום תמונות של ""משק ילדים"" לשלומית מאסתי, תמונות של המשק, העובדים, חיי היום יום, פעילות ספורט"	"1944, Fotoalbum von ""Kinderfarm"" für Shlomit von Esti, Fotos der Farm, der Arbeiter, des Alltagslebens, Sportaktivitäten"	"1944, Photo album of ""Children's Farm"" for Shlomit from Esti, photos of the farm, the workers, daily life, sports activities"	Unknown	Unspecified	1944				photography		original	"Photo Album of ""Children's Farm"" for Shlomit"	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0556 -0 1-R0001	IL-MTFN-001-G-F-0556 -0 1	1940; 1943, יומנים בשפה הצ'כית, המקום עין גב- 1939 ;1940, מכתבים בשפה הצ'כית אל קורט מהערים, Brno, Budapest, Haifa,;	1940; 1943, Tagebücher in tschechischer Sprache, Ort Ein Gev - 1939; 1940, Briefe in tschechischer Sprache an Kurt aus den Städten Brno, Budapest, Haifa;	1940; 1943, Diaries in Czech language, location Ein Gev - 1939; 1940, Letters in Czech language to Kurt from the cities Brno, Budapest, Haifa;	Unknown	Other	1940						original	Diaries and Letters in Czech	EgoDocument	יומן|Diary|מכתב|Letter										
IL-MTFN-001-G-F-0556 -0 1-R0002	IL-MTFN-001-G-F-0556 -0 1	1941; 1948. מכתבים בצ'כית מ ירושלים, פראג, פילזן, גבע, חיפה, ברנו, תל אביב, רוטרדם, Rotterdam, אל קורט/אבי, כתב יד, מודפס;	1941; 1948. Briefe auf Tschechisch aus Jerusalem, Prag, Pilsen, Geva, Haifa, Brünn, Tel Aviv, Rotterdam, an Kurt/Vater, handschriftlich, gedruckt;	1941; 1948. Letters in Czech from Jerusalem, Prague, Pilsen, Geva, Haifa, Brno, Tel Aviv, Rotterdam, to Kurt/Father, handwritten, printed;	Unknown	Other	1941	1948					original	Letters in Czech from Various Cities	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556 -0 1-R0003	IL-MTFN-001-G-F-0556 -0 1	1946 ;1949, מכתבים בשפה הצ'כית, אחד המכתבים מארגון החלוץ בפראג, כתב יד;	1946; 1949, Briefe in tschechischer Sprache, einer der Briefe von der Organisation Halutz in Prag, Handschrift;	1946; 1949, letters in Czech, one of the letters from the Halutz organization in Prague, handwritten;	Handwritten	Other	1946	1949			handwriting		original	Letters from Halutz Organization in Prague	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556 -0 1-R0004	IL-MTFN-001-G-F-0556 -0 1	1945; 1946, מכתבים בשפה הצ'כית, מערים שונות בעולם, אל אבי ברוך, הערים: Rotterdam, Brno, כתב יד;	1945; 1946, Briefe in tschechischer Sprache, aus verschiedenen Städten der Welt, an Avi Baruch, die Städte: Rotterdam, Brno, Handschrift;	1945; 1946, letters in Czech language, from different cities around the world, to Avi Baruch, the cities: Rotterdam, Brno, handwritten;	Handwritten	Other	1945				handwriting	אבי ברוך	original	Letters to Avi Baruch from Various Cities	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556 -0 1-R0005	IL-MTFN-001-G-F-0556 -0 1	1946, Escalquens, מכתבים ביידיש אל אבי מאת בלומה. כתב יד	1946, Escalquens, Briefe auf Jiddisch an meinen Vater von Bluma. Handschrift	1946, Escalquens, Yiddish letters to my father from Bluma. Handwriting	Handwritten	Other	1946				handwriting	בלומה	original	Yiddish Letters to Father from Bluma, 1946	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0001	IL-MTFN-001-G-F-0556-002	1940;1947, מכתבים בגרמנית מחברים, רובם נמצאים בארץ ישראל.	1940;1947, Briefe auf Deutsch von Freunden, die meisten befinden sich in Eretz Israel.	1940;1947, letters in German from friends, most of whom are in the Land of Israel.	Unknown	German	1940	1947					original	German Letters from Friends in Israel	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0002	IL-MTFN-001-G-F-0556-002	1940, מכתבים; מכתב מתל אביב- ממסטלה Stella, מספרת על עיסוקיה.	1940, Briefe; Brief aus Tel Aviv - von Stella, erzählt über ihre Beschäftigungen.	1940, letters; Letter from Tel Aviv - from Stella, talking about her activities.	Handwritten	Hebrew	1940			yes	handwriting	Stella	original	Letter from Stella, 1940	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0003	IL-MTFN-001-G-F-0556-002	מכתב מאת Andrej שנמצא בצכיה.	Ein Brief von Andrej, der in Tschechien gefunden wurde.	A letter from Andrej found in the Czech Republic.	Unknown	Unspecified						Andrej	original	Letter from Andrej in Czechia	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0004	IL-MTFN-001-G-F-0556-002	1942, מכתבים מאת הלא Hella מעין גב על חיי הקיבוץ / התישבות.	1942, Briefe von Hella aus Ein Gev über das Leben im Kibbuz / Siedlung.	1942, Letters from Hella from Ein Gev about kibbutz life / settlement.	Unknown	Hebrew	1942			yes	handwriting	Hella	original	Letters from Hella about Kibbutz Life	EgoDocument	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0005	IL-MTFN-001-G-F-0556-002	1945, מכתבים אל אבי מאת חברים מהערים כפר סאלד, חיפה.	1945, Briefe an meinen Vater von Freunden aus den Städten Kfar Sald, Haifa.	1945, Letters to my father from friends from the cities of Kfar Sald, Haifa.	Unknown	Hebrew	1945						original	Letters to Father from Friends, 1945	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0006	IL-MTFN-001-G-F-0556-002	1946, מכתבים אל אבי מאת חברים ללא ציון מקום מאת מאני, חיה.	1946, Briefe an meinen Vater von Freunden ohne Ortsangabe von Mani, Chaya.	1946, Letters to my father from friends without location mentioned by Mani, Chaya.	Unknown	Hebrew	1946						original	Letters to Father by Mani, Chaya	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0007	IL-MTFN-001-G-F-0556-002	1947, מכתבים אל אבי מאת מאני, מתל אביב.	1947, Briefe an meinen Vater von Mani, aus Tel Aviv.	1947, Letters to my father by Mani, from Tel Aviv.	Unknown	Hebrew	1947				handwriting	מאני	original	Letters to Father by Mani	EgoDocument	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0008	IL-MTFN-001-G-F-0556-002	1948, מכתבים אל אבי מאת מאני, מתל אביב.	1948, Briefe an meinen Vater von Mani, aus Tel Aviv.	1948, Letters to my Father by Mani, from Tel Aviv.	Unknown	Hebrew	1948					Mani	original	Letters to Father by Mani	EgoDocument	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0009	IL-MTFN-001-G-F-0556-002	1939;1941, מכתבים מהמשפחה שנשארה בצ'כיה בעיר בריו Brün, אבא ריכרד, אמא, אחיות סטלה Stella ורות. הם מספרים על חייהם, עבודתם ובעיקר שהכל בסדר. ב 1941 ההודעות נשלחם דרך הצלב האדום.	1939;1941, Briefe von der Familie, die in der Stadt Brünn in der Tschechoslowakei geblieben ist, Vater Richard, Mutter, Schwestern Stella und Ruth. Sie erzählen von ihrem Leben, ihrer Arbeit und vor allem, dass alles in Ordnung ist. 1941 wurden die Nachrichten über das Rote Kreuz gesendet.	1939;1941, letters from the family that remained in Czechoslovakia in the city of Brünn, father Richard, mother, sisters Stella and Ruth. They talk about their lives, their work, and mainly that everything is fine. In 1941, the messages were sent via the Red Cross.	Unknown	Hebrew|German	1939			yes			original	Letters from Family in Brünn, 1939-1941	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0010	IL-MTFN-001-G-F-0556-002	1940;1942, מכתבים מאת הלא Hella בירושלים אל אבי עם תיאורים על הקשים בהתיישבות/ עליה הנוער, גרמנית, כתב יד.	1940;1942, Briefe von Hella in Jerusalem an meinen Vater mit Beschreibungen über die Schwierigkeiten in der Siedlung / Jugend-Alija, Deutsch, Handschrift.	1940;1942, Letters from Hella in Jerusalem to my father with descriptions of the difficulties in the settlement / Youth Aliyah, German, handwritten.	Handwritten	German	1940			yes	handwriting	Hella	original	Letters from Hella in Jerusalem to Father	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0011	IL-MTFN-001-G-F-0556-002	1941;1948, מכתבים אל אבי מאנשים שונים בארץ.	1941;1948, Briefe an meinen Vater von verschiedenen Personen im Land.	1941;1948, Letters to my father from different people in the country.	Unknown	Hebrew	1941	1948					original	Letters to Father from Various People	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0012	IL-MTFN-001-G-F-0556-002	1941 מנורית בבית אורן, כתב יד, גרמנית.	1941 von Norit in Beit Oren, Handschrift, Deutsch.	1941 from Norit in Beit Oren, handwriting, German.	Handwritten	German	1941				handwriting		original	1941 Norit in Beit Oren	EgoDocument	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0013	IL-MTFN-001-G-F-0556-002	1942, מנורית בבית אורן, כתב יד, גרמנית / האני Hanny מתל אביב, גרמנית, כתב יד.	1942, aus einem Notizbuch in Beit Oren, Handschrift, Deutsch / Hanny aus Tel Aviv, Deutsch, Handschrift.	1942, from a notebook in Beit Oren, handwriting, German / Hanny from Tel Aviv, German, handwriting.	Handwritten	German|גרמנית	1942				handwriting	Hanny	original	1942 Notebook Entry from Beit Oren by Hanny	EgoDocument	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0014	IL-MTFN-001-G-F-0556-002	1943+1944, מכתבים אל אבי מהאני Hanny מירושלים ונורית מבית אורן, גרמנית, כתב יד.	1943+1944, Briefe an meinen Vater von Hanny aus Jerusalem und Nurit aus Beit Oren, Deutsch, Handschrift.	1943+1944, Letters to my father from Hanny from Jerusalem and Nurit from Beit Oren, German, Handwritten.	כתב-יד	גרמנית	1943				handwriting		original	Letters to Father from Hanny and Nurit, 1943-1944	Communication Document	מכתב|Letter										
