item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class	max_year
IL-MTFN-001-G-F-0422-001-R0001	IL-MTFN-001-G-F-0422-001	correspondence	Correspondence between Oha and Shimon	"Correspondence between Oha and Shimon after their meeting in the Netherlands. Oha is preparing to immigrate to Eretz Israel, Shimon, a soldier/medic in the British army, is ""wandering"" around Europe and returning to Eretz Israel. English and German, handwritten and typewritten, 1945/46. The two address each other with the nickname Mäuschen (little mouse)."	"Korrespondenz zwischen Oha und Shimon nach ihrem Kennenlernen in den Niederlanden. Oha bereitet sich darauf vor, nach Eretz Israel zu ziehen, Shimon, ein Soldat/Sanitäter in der britischen Armee, ""reist"" durch Europa und kehrt nach Eretz Israel zurück. Englisch und Deutsch, Handschrift und Maschinenschrift, 1945/46. Die beiden nennen sich gegenseitig mit dem Kosenamen Mäuschen (kleine Maus)."	"התכתבות בין אוה ושמעון אחרי היכרותם בהולנד. אוה מתארגנת לעלות לארץ ישראל, שמעון חייל/חובש בצבא הבריטי ""מסתובב"" באירופה וחוזר לארץ ישראל. אנגלית וגרמנית כתב יד והדפסה, 1945/46. השניים \פונים זה לזה בשם החיבה Mäuschen (עכבר קטן)."	English|German	1945	Unknown	מכתב|Letter		EgoDocument	1945
IL-MTFN-001-G-F-0422-004-R0004	IL-MTFN-001-G-F-0422-004	visit	Letter from Ilse Wandnagel to Shimon Berlinger	Letter to Shimon Berlinger from Ilse Wandnagel, Schwäbisch Hall, Germany. Handwritten in German, 1964. It concerns the documentation of Jews in Schwäbisch Hall. She met Shimon Berlinger when he visited there. She addresses him with questions about the Jews there, he promised to help with the documentation of Jews in Schwäbisch Hall. She asks: 1. What do the former Jewish residents think about the behavior of the Christian residents during the Third Reich? 2. Do the former Jewish residents have any connection with the city and its residents today? 3. Did the residents of Schwäbisch Hall mistreat the Jewish citizens? 4. Was there a prohibition on Jews entering restaurants or shops? 5. Are there still friendships between the former Jews of Schwäbisch Hall and its Christian residents? 6. Is there still a connection between the Jews of Schwäbisch Hall among themselves? 7. Until when did the regional school operate, were you the last teacher there? How was the condition of the school before 1936, how were the Jewish students treated? 8. Can you tell more about the Jewish youth organization and the theater group? 9. Can you tell about the fate of a family that did not manage to leave Germany in time?	Brief an Shimon Berlinger von Ilse Wandnagel, Schwäbisch Hall, Deutschland. Handschriftlich auf Deutsch, 1964. Es geht um die Dokumentation der Juden in Schwäbisch Hall. Sie traf Shimon Berlinger, als er dort besuchte. Sie stellt ihm Fragen über die Juden dort, er versprach, bei der Dokumentation der Juden in Schwäbisch Hall zu helfen. Sie fragt: 1. Was denken die ehemaligen jüdischen Einwohner über das Verhalten der christlichen Einwohner während des Dritten Reiches? 2. Haben die ehemaligen jüdischen Einwohner heute irgendeine Verbindung zur Stadt und ihren Einwohnern? 3. Haben die Einwohner von Schwäbisch Hall die jüdischen Bürger misshandelt? 4. Gab es ein Verbot für Juden, Restaurants oder Geschäfte zu betreten? 5. Gibt es weiterhin Freundschaften zwischen den ehemaligen Juden von Schwäbisch Hall und ihren christlichen Einwohnern? 6. Gibt es noch Verbindungen zwischen den Juden von Schwäbisch Hall untereinander? 7. Bis wann war die regionale Schule in Betrieb, waren Sie der letzte Lehrer dort? Wie war der Zustand der Schule vor 1936, wie wurden die jüdischen Schüler behandelt? 8. Können Sie mehr über die jüdische Jugendorganisation und den Theaterkreis erzählen? 9. Können Sie über das Schicksal einer Familie berichten, die es nicht rechtzeitig geschafft hat, Deutschland zu verlassen?	"מכתב אל שמעון ברלינגר מאת אילזה ונדנגל Ilse Wandnagel, שווביש;האל Schwäbisch;Hall, גרמניה. גרמנית כתב יד, 1964. הנ""ל עוסקת בתיעוד יהודי שווביש;האל. פגשה את שמעון ברלינגר כאשר ביקר שם. היא פונה אליו בשאלות בנושא היהודים שם, הוא הבטיח לעזור בתיעוד של יהודי שווביש;האל. היא שואלת: 1. מה חושבים התושבים היהודים לשעבר על התנהגותם של התושבים הנוצרים בתקופת הרייך השלישי? 2. האם יש לתושבים היהודים לשעבר קשר כלשהו עם העיר ותושביה היום? 3. האם תושבי שווביש;האל התעללו באזרחים היהודים? 4. האם היה איסור על יהודים להכנס למסעדות או חנויות? 5. האם יש המשך של ידידויות בין יהודי שווביש;האל לשעבר ותושביה הנוצרים? 6. האם יש קשר עדיין בין יהודי שווביש;האל לבין עצמם? 7. עד מתי פעל ביה""ס האיזורי, האם היית המורה האחרון שם? איך היה מצב ביה""ס לפני 1936, איך נהגו בתלמידים היהודים? 8. תוכל לספר יותר על על ארגון הנוער היהודי ועל חוג התיאטרון? 9. האם תוכל לספר על גורלה של משפחה שלא הספיקה לעזוב בזמן את גרמניה?"	German	1964	Handwritten	מכתב|Letter	Shimon Berlinger	Communication Document	1964
IL-MTFN-001-G-F-0423-003-R0012	IL-MTFN-001-G-F-0423-003	memoir	Article by Dr. Kalmos in 'Neue Nachrichten'	An article by Dr. Kalmos in the Jewish newspaper 'New News' with the title aus dem Schaty meiner Erinnerungen Translation: From the Treasure of My Memories, 1958.	Ein Artikel von Dr. Kalmos in der jüdischen Zeitung 'Neue Nachrichten' mit dem Titel aus dem Schaty meiner Erinnerungen Übersetzung: Aus dem Schatz meiner Erinnerungen, 1958.	"מאמר של ד""ר קלמוס בעיתון היקי 'ידיעות חדשות' עם הכותרת aus dem Schaty meiner Erinnerungen תרגום: מתוך אוצר זכרונותיי, 1958."	German		Print	מאמר|Article		Article	1958
IL-MTFN-001-G-F-0425-001-R0001	IL-MTFN-001-G-F-0425-001	hometown,memoir	מחברת לימוד עברית של אריה הנס ויט, 1943	A small notebook used by Aryeh Hans Witt to learn the Hebrew language in 1943. The notebook contains 3 essays on contemporary topics of that period: 1. From his work in the 'Homeland Guard' organization; 2. Memories from the guard days; 3. The development of relations between Russia and Germany since the First World War. Alongside the essays are the teacher's notes and error corrections. The essays serve as first-hand documentation of the topics for that period.	Ein kleines Notizbuch, das Arie Hans Witt 1943 zum Erlernen der hebräischen Sprache benutzte. Das Notizbuch enthält 3 Aufsätze zu aktuellen Themen jener Zeit: 1. Aus seiner Arbeit in der Organisation 'Heimatschutz'; 2. Erinnerungen an die Wachtage; 3. Die Entwicklung der Beziehungen zwischen Russland und Deutschland seit dem Ersten Weltkrieg. Neben den Aufsätzen stehen die Anmerkungen des Lehrers und die Korrekturen der Fehler. Die Aufsätze dokumentieren die Themen aus erster Hand für diese Zeit.	מחברת קטנה, ששמשה את אריה הנס ויט ללימוד השפה העברית ב-1943. במחברת 3 חיבורים בנושאי אקטואליה לאותה תקופה:; 1. מתוך עבודתו בארגון 'משמר המולדת'; 2. זכרונות מימי השמירה; 3. התפתחות היחסים בין רוסיה לגרמניה מאז מלחמת עולם ראשונה. לצד החיבורים כתובות ההערות של המורה ותיקוני השגיאות. החיבורים מהווים תיעוד הנושאים ממקור ראשון, לאותה תקופה.	Hebrew	1943	Handwritten	פנקס|Notepad	אריה הנס ויט	EgoDocument	1943
IL-MTFN-001-G-F-0443-001-R0003	IL-MTFN-001-G-F-0443-001	papers,visit	German Passport of Augusta Jacobson	German passport from the Third Reich period of Augusta Jacobson, née Abraham; the ex-wife of Josef Preis. The grandmother of the estate depositor. The passport was issued in 1936, the name 'Sara' is not mentioned on it and it is not marked with the letter 'J' (Jude). The photo is missing in the passport.	Deutscher Reisepass aus der Zeit des Dritten Reiches von Augusta Jacobson, geborene Abraham; die geschiedene Frau von Josef Preis. Die Großmutter des Nachlassverwalters. Der Reisepass wurde 1936 ausgestellt, der Name 'Sara' ist nicht darauf vermerkt und er ist nicht mit dem Buchstaben 'J' (Jude) gekennzeichnet. Das Foto fehlt im Reisepass.	דרכון גרמני, מתקופת הרייך השלישי, של אוגוסטה יעקובסון לבית אברהם; גרושתו של יוסף פרייס. סבתו של מפקיד העיזבון. הדרכון הונפק ב-1936, לא מצוין עליו השם 'שרה' ואינו חתום באות (J' (Jude'. התמונה חסרה בדרכון.	German	1936	Print	תעודה|Certificate	Augusta Jacobson	Legal Document	1936
IL-MTFN-001-G-F-0444-003-R0005	IL-MTFN-001-G-F-0444-003	diary	1937 Date Diary by Julius Mannheimer	Date diary, 1937, published by the family printing house of Julius Mannheimer.	Terminkalender, 1937, herausgegeben von der Familien-Druckerei von Julius Mannheimer.	"יומן תאריכים, 1937, שהוצא לאור ע""י בית הדפוס המשפחתי של יוליוס מנהיימר Julius Mannheimer."	Hebrew|German	1937	Print	יומן|Diary	Julius Mannheimer	EgoDocument	1937
IL-MTFN-001-G-F-0444-003-R0014	IL-MTFN-001-G-F-0444-003	visit	Letter from Hans Mannheimer to the Mayor of Worms	A letter written by Hans Mannheimer to the mayor of Worms. He begins his letter with an overview of his ancestors who lived in the city since the 17th century, and in the mid-19th century established a printing house that was managed by the family for generations. He writes about the difficult fate of his family during the Third Reich and names the people who worked to dispossess his family of their assets. He ends his letter with the hope that the people in Worms today are different. He accepted an official invitation to visit Worms and had difficulties with several people in the city. Scrolls; German, typewritten, 14.6.1988.	Ein Brief, den Hans Mannheimer an den Bürgermeister von Worms schreibt. Er beginnt seinen Brief mit einem Überblick über seine Vorfahren, die seit dem 17. Jahrhundert in der Stadt lebten, und in der Mitte des 19. Jahrhunderts eine Druckerei gründeten, die über Generationen von der Familie geführt wurde. Er schreibt über das schwere Schicksal seiner Familie während des Dritten Reiches und nennt die Namen der Personen, die damals daran arbeiteten, seine Familie zu enteignen. Er endet seinen Brief mit der Hoffnung, dass die Menschen in Worms heute anders sind. Er nahm eine offizielle Einladung an, Worms zu besuchen, und hatte Schwierigkeiten mit einigen Leuten in der Stadt. Rollen; Deutsch, Maschinenschrift, 14.6.1988.	"מכתב, שהנס מנהיימר כותב לראש העיר בוורמס. מתחיל את מכתבו סקירה של אבותיו שחיו בעיר מאז המאה ה;17, ובאמצע המאה ה-19 הקימו בית דפוס שנוהל במשך דורות ע""י המשפחה. הוא כותב על הגורל הקשה של משפחתו בתקופת הרייך השלישי ונוקב בשמות האנשים אשר פעלו אז לנישול משפחתו מנכסיה. הוא מסיים את מכתבו עם התקווה שהאנשים בוורמס של היום הם אחרים. הוא נענה להזמנה רשמית לבקר בוורמס והיה לו קשה עם מספר אנשים בעיר. גליל;ים, גרמנית הדפסה, 14.6.1988."	German	1988-06-14	Typewritten	מכתב|Letter	Hans Mannheimer	Communication Document	1988
IL-MTFN-001-G-F-0444-004-R0006	IL-MTFN-001-G-F-0444-004	correspondence	Correspondence on Mannheimer Family Property	Correspondence between Hans Mannheimer and Karl Theins regarding the Mannheimer family's property, especially the piano that was in their home. German typewritten, 1948.	Korrespondenz zwischen Hans Mannheimer und Karl Theins über das Eigentum der Familie Mannheimer, insbesondere das Klavier, das in ihrem Haus war. Deutsch Schreibmaschine, 1948.	התכתבות בין הנס מנהיימר וקרל תיינס Karl Theins בנושא רכוש משפחת מנהיימר ובמיוחד הפסנתר שהיה בביתם. גרמנית הדפסה, 1948.	German	1948	Typewritten	מכתב|Letter	Hans Mannheimer|Karl Theins	Communication Document	1948
IL-MTFN-001-G-F-0444-007-R0009	IL-MTFN-001-G-F-0444-007	visit	Letter to Hans from Cousins, 1937	Letter, 1.12.1937, to Hans from his cousins Mary, Hilda, and Liesel, South Africa. Among other things: They love reading his interesting letters about Palestine and ask if he is still planning a journey on camels.	Brief, 1.12.1937, an Hans von seinen Cousinen Mary, Hilda und Liesel, Südafrika. Unter anderem: Sie lieben es, seine interessanten Briefe über Palästina zu lesen und fragen, ob er immer noch eine Reise auf Kamelen plant.	מכתב, 1.12.1937, אל הנס מאת בנות דודתו מרי, הילדה וליזל, דרום אפריקה. בין היתר: הן אוהבות לקרוא את מכתביו המעניינים על פלשתינה ושואלות אם הוא עדיין טוען מסע על גמלים.	Hebrew|German	1937-12-01	Handwritten	מכתב|Letter	Hans	Communication Document	1937
IL-MTFN-001-G-F-0448-001-R0001	IL-MTFN-001-G-F-0448-001	memoir	Memories by Erich Kessel	Giora and Zipporah Rosenthal deposited 'Memories' (original print in German & translation into Hebrew) written by Erich Kessel, 1884;1968 Erich Kessel, Giora's uncle on his mother's side.	Giora und Zipporah Rosenthal hinterlegten 'Erinnerungen' (Originaldruck in Deutsch & Übersetzung ins Hebräische), geschrieben von Erich Kessel, 1884;1968 Erich Kessel, der Onkel von Giora mütterlicherseits.	גיורא וציפור רוזנטל הפקידו 'זיכרונות' (הדפסת מקור בגרמנית & תרגום לעברית) שכתב אריך קסל, 1884;1968 Erich Kessel, הדוד של גיורא מצד אמו.	German|Hebrew	1884	Typewritten	מסמך מתורגם|Translated Document	Erich Kessel	EgoDocument	1968
IL-MTFN-001-G-F-0451-001-R0001	IL-MTFN-001-G-F-0451-001	memoir,visit	זיכרונות יעקב כהן 1933-1939	Memories 1933;1939, written by Jacob Cohen in 1970, in German. He concludes his memories with his immigration to Israel. A broad description of what happened to him and his family, the community's property, his neighbors and acquaintances during Kristallnacht. Later, he lists several reasons that Jews believed were the cause of the pogrom, such as: the thugs wanted to neutralize everyone to get to the basement of champagne bottles. Others claimed the thugs were not from Mainz. Later, he describes the urgent organization of the community with its institutions after Kristallnacht. Description of the 'path of suffering' until he received permission to leave Germany, which involved large sums of money that he no longer had. The delays in obtaining an entry visa from the representations of many countries like France and the USA. During the period he was waiting for the opportunity for him and his family to leave Germany, he worked and helped the needy in a hospital and a nursing home. They arrived in Israel on the ship 'Marco Polo'; he notes that the food on this ship was not kosher.	Erinnerungen 1933;1939, geschrieben von Jakob Cohen im Jahr 1970, auf Deutsch. Er beendet seine Erinnerungen mit seiner Einwanderung nach Israel. Eine umfassende Beschreibung dessen, was ihm und seiner Familie widerfahren ist, des Eigentums der Gemeinde, seiner Nachbarn und Bekannten in der Kristallnacht. Später zählt er mehrere Gründe auf, die seiner Meinung nach Juden als Ursache für das Pogrom sahen, wie: Die Schläger wollten alle neutralisieren, um in den Keller der Champagnerflaschen zu gelangen. Andere behaupteten, die Schläger seien nicht aus Mainz. Später beschreibt er die dringende Organisation der Gemeinde mit ihren Institutionen nach der Kristallnacht. Beschreibung des „Leidenswegs“, bis er die Erlaubnis erhielt, Deutschland zu verlassen, was mit großen Geldsummen verbunden war, die er nicht mehr hatte. Die Verzögerungen bei der Erteilung eines Einreisevisums von den Vertretungen vieler Länder wie Frankreich und den USA. Während er auf die Möglichkeit wartete, Deutschland mit seiner Familie zu verlassen, arbeitete er und half Bedürftigen im Krankenhaus und im Altenheim. Sie kamen auf dem Schiff „Marco Polo“ nach Israel; er erwähnt, dass das Essen auf diesem Schiff nicht koscher war.	"זיכרונות 1933;1939, שכתב יעקב כהן בשנת 1970, בגרמנית. את זיכרונותיו הוא מסיים עם עליתו לארץ. תיאור רחב של הקורות אותו ואת משפחתו, את רכוש הקהילה, את שכניו ומכריו, בליל הבדולח. בהמשך הוא מונה מספר סיבות, שלדעת ם של יהודים היו הסיבה לפוגרום כמו: הקלגסים רצו לנטרל את כולם כדי להגיע למרתף בקבוקי השמפניה. אחרים טענו שהקלגסים לא היו בני מיינץ. בהמשך הוא מתאר את ההתארגנות הדוחקת של הקהילה על מוסדותיה אחרי ליל הבדולח. תיאור דרך ה""יסורים"" עד שקיבל את האישור לעזוב את גרמניה דבר שהיה כרוך בסכומים גדולים של כסף, שכבר לו היה ברשותו. הדחיות לקבל אשרת כניסה, מנציגויותיהן של מדינות רבות כמו צרפת וארה""ב. בתקופה שציפה לאפשרות לו ולמשפחתו לעזוב את גרמניה, עבד ועזר לנצרכים בבי""ח ובבית אבות.הם הגיעו לארץ על סיפונה שלהאניה ""מרקו;פולו""; הוא מציין, שהאוכל לא היה כשר על אוניה זאת."	German|גרמנית	1970	Handwritten	רשימות|Personal Notes	יעקב כהן	EgoDocument	1970
IL-MTFN-001-G-F-0454-001-R0002	IL-MTFN-001-G-F-0454-001	visit	Birth Certificate for Walter Oppenheimer	Birth certificate for Walter Oppenheimer, his parents are the merchant Emil Oppenheimer and his mother Rosalia née Forst. The certificate was issued in 1934. (The issuance was probably done at the request of the registered, possibly in preparation for his departure from Germany / Nili)	Geburtsurkunde für Walter Oppenheimer, seine Eltern sind der Kaufmann Emil Oppenheimer und seine Mutter Rosalia geborene Forst. Das Zertifikat wurde 1934 ausgestellt. (Die Ausstellung erfolgte wahrscheinlich auf Antrag des Registrierten, möglicherweise als Vorbereitung auf seine Ausreise aus Deutschland / Nili)	"אישור/תעודת לידה לולטר אופנהיימר, הוריו הסוחר אמיל אופנהיימר ואמו רוזליה Rosalia לבית פורסט Forst. התעודה הונפקה ב-1934. (ההנפקה נעשתה ככל הנראה עפ""י בקשת הרשום אולי כהכנה לעזיבתו את גרמניה / נילי)"	German		Unknown	תעודה|Certificate	Walter Oppenheimer	Certificate	1934
IL-MTFN-001-G-F-0454-001-R0003	IL-MTFN-001-G-F-0454-001	visit	German Citizenship Certificate for Walter Oppenheimer	German citizenship certificate for Walter Oppenheimer in Oberhausen. Issued in 1934. (The issuance was probably done at the request of the registered person, possibly in preparation for his departure from Germany / Nili)	Deutsche Staatsbürgerschaftsurkunde für Walter Oppenheimer in Oberhausen. Ausgestellt im Jahr 1934. (Die Ausstellung erfolgte wahrscheinlich auf Antrag des Registrierten, möglicherweise als Vorbereitung auf seine Ausreise aus Deutschland / Nili)	"תעודת אזרחות גרמנית לולטר אופנהיימר באוברהאוזן. הונפקה ב-1934. (ההנפקה נעשתה ככל הנראה עפ""י בקשת הרשום אולי כהכנה לעזיבתו את גרמניה / נילי)"	German	1934	Unknown	תעודה|Certificate	Walter Oppenheimer	Certificate	1934
IL-MTFN-001-G-F-0456-001-R0010	IL-MTFN-001-G-F-0456-001	visit	דרכון לפריץ פרידריך האס	Passport for Fritz Friedrich Haas of the Free City of Danzig, issued on December 5, 1939, at the Polish Consulate in Tel Aviv. Between 1940 and 1947, 12 identical stamps of the Mandate Government for extending stay in Palestine were issued in the passport.	Reisepass für Fritz Friedrich Haas der Freien Stadt Danzig, ausgestellt am 5. Dezember 1939 im polnischen Konsulat in Tel Aviv. Zwischen 1940 und 1947 wurden im Reisepass 12 identische Stempel der Mandatsregierung zur Verlängerung des Aufenthalts in Palästina ausgestellt.	דרכון לפריץ פרידריך האס של העיר העצמאית דנציג Freie Stadt Danzig, שהונפק ב-5 לדצמבר 1939 בקונסוליה הפולנית בתל אביב. בין השנים 1940 ו1947 הונפקו בדרכון 12 חותמות זהות, של ממשלת המנדט להארכת שהות בפלשתינה.	German|עברית	1939-12-05	Print	תעודה|Certificate	פריץ פרידריך האס	Legal Document	1947
IL-MTFN-001-G-F-0457-001-R0001	IL-MTFN-001-G-F-0457-001	memoir	Memory Book by Chava Wohl	Memory book in Hebrew, written by Chava Wohl, née Teplitz, 1919;2012, born in Kiel to a wealthy and educated Jewish family. The book was deposited in the Dafna Dor Museum, née Horn, the daughter of Ruth Horn, Chava Wohl's best friend since childhood.	Erinnerungsbuch auf Hebräisch, geschrieben von Chava Wohl, geborene Teplitz, 1919;2012, geboren in Kiel in eine wohlhabende und gebildete jüdische Familie. Das Buch wurde im Museum Dafna Dor, geborene Horn, der Tochter von Ruth Horn, Chava Wohls bester Freundin seit Kindheitstagen, hinterlegt.	ספר זכרונות בעברית, שכתבה חוה וול לבית טפליץ, 1919;2012, נולדה בקיל Kiel למשפחה יהודית אמידה ומשכילה. את הספר הפקידה במוזיאון דפנה דור, לבית הורן, הבת של רות הורן, חברתה הטובה של חוה וול מאז הילדות.	Hebrew	1919	Unknown	ספר זכרונות|Memory Book	Chava Wohl	EgoDocument	2012
IL-MTFN-001-G-F-0459-012-R0002	IL-MTFN-001-G-F-0459-012	memoir,visit	Letter from Arie Goral to Adi, 1990	12.04.1990 Letter to Adi from Arie Goral, Hamburg, Germany. Among other things: Arie went to Germany, does not want to visit the country because as an emigrant he will have to deal with all the questions directed at emigrants. He paints and his works are exhibited in an exhibition in Hamburg. He recalls the past, which is difficult for him since he has always been an individualist, collaborated with the general public but did not belong to them. He dedicates much space to the Holocaust in Lithuania and Latvia. It seems he has a sincere and close friendship with Adi. German typewriting.	12.04.1990 Brief an Adi von Arie Goral, Hamburg, Deutschland. Unter anderem: Arie ging nach Deutschland, möchte das Land nicht besuchen, weil er als Auswanderer mit allen Fragen konfrontiert wird, die an Auswanderer gerichtet sind. Er malt und seine Werke werden in einer Ausstellung in Hamburg gezeigt. Er erinnert sich an die Vergangenheit, die ihm schwerfällt, da er schon immer ein Individualist war, mit der Allgemeinheit zusammenarbeitete, aber nicht zu ihnen gehörte. Er widmet der Shoah in Litauen und Lettland viel Raum. Es scheint, dass er eine aufrichtige und enge Freundschaft mit Adi hat. Deutsch Schreibmaschine.	12.04.1990 מכתב אל עדי מאת אריה גוראל, המבורג, גרמניה. בין היתר: אריה ירד לגרמניה, לא רוצה לבקר בארץ כי בהיותו יורד יצטרך להתמודד אם כל השאלות שמופנות אל יורדים. הוא מצייר ויצירותיו מוצגות בתערוכה בהמבורג. מעלה זכרונות מהעבר איתו קשה לו מאחר ומאז ומתמיד היה אינדיבידואליסט, שיתף פעולה עם הכלל אבל לא השתייך אליהם. מקדיש מקום רב לשואה בליטה ולטביה. נראה שיש לו יחסי ידידות כנים וקרובים אל עדי. גרמנית הדפסה.	German	1990-04-12	Typewritten	מכתב|Letter	Arie Goral	Communication Document	1990
IL-MTFN-001-G-F-0459-013-R0015	IL-MTFN-001-G-F-0459-013	visit	Adi Nachmani's Letter on Israel's Path and Image	Photograph, letter dated 20.2.1986 in which Adi Nachmani writes about his own 'credo' regarding Israel's path, its stance against terror and terrorists, its foreign relations, and its image. The letter is a response to a letter/article that puts Israel on the defendant's bench. Adi writes the letter to Werner and Maria (without last name and without city/country), from whom he heard the criticism of Israel. German.	Fotografie, Brief vom 20.2.1986, in dem Adi Nachmani über seinen eigenen 'Glauben' in Bezug auf Israels Weg, ihren Widerstand gegen Terror und Terroristen, ihre Außenbeziehungen und ihr Image schreibt. Der Brief ist eine Antwort auf einen Brief/Artikel, der Israel auf die Anklagebank stellt. Adi schreibt den Brief an Werner und Maria (ohne Nachnamen und ohne Stadt/Land), von denen er die Kritik an Israel gehört hat. Deutsch.	צילום, מכתב 20.2.1986 שעדי נחמני כותב על ה'אני מאמין' של עצמו בכל שקשור לדרכה של ישראל, עמידתה כנגד הטרור והטרוריסטים, יחסי החוץ שלה ותדמיתה. המכתב, תגובה למכתב/מאמר, שמעמיד את ישראל על ספסל הנאשמים. את המכתב עדי כותב לורנר ומריה (ללא שם משפחה וללא עיר/ארץ), מהם שמע את הביקורת על ישראל. גרמנית.	German	1986-02-20	Unknown	מכתב|Letter	Adi Nachmani	Communication Document	1986
IL-MTFN-001-G-F-0460-001-R0004	IL-MTFN-001-G-F-0460-001	visit	Letter from Ali Braun to his sisters	A letter in English sent by Ali Braun (Laci Braun) to his sisters. Content: Travel itinerary, explanations for photos, story about the family house in Slovakia and about the worldwide Maccabi organization. German typewritten, 14.12.1999.	Ein Brief auf Englisch, den Ali Braun (Laci Braun) an seine Schwestern geschickt hat. Inhalt: Reiseroute, Erklärungen zu Fotos, Geschichte über das Familienhaus in der Slowakei und über die weltweite Maccabi-Organisation. Deutsch maschinenschriftlich, 14.12.1999.	מכתב באנגלית ששלח עלי בראון (לצי בראון Laci Braun) לאחיותיו. בתוכן: מסלול טיול, הסברים לתמונות, סיפור על בית המשפחה בסלובקיה ועל ארגון מכבי העולמי. גרמנית הדפסה, 14.12.1999.	English|German	1999-12-14	Typewritten	מכתב|Letter	Ali Braun	Communication Document	1999
IL-MTFN-001-G-F-0463-001-R0001	IL-MTFN-001-G-F-0463-001	memoir	Father's Memories by Hana Bastian	Hana Bastian sent by email her father's memories, which he wrote in 1975 in Hebrew.	Hana Bastian schickte per E-Mail die Erinnerungen ihres Vaters, die er 1975 auf Hebräisch schrieb.	"חנה בסטיאן שלחה בדוא""ל את זיכרונות אביה אותם כתב ב-1975 בעברית."	Hebrew	1975	Unknown	רשימות|Personal Notes		EgoDocument	1975
IL-MTFN-001-G-F-0469-008-R0009	IL-MTFN-001-G-F-0469-008	papers	Three Letters Confirming Receipt of Estate Documents	Photograph, three letters 1948; 1963; 1964 confirming that Yosef Athai received estate documents and that they are kept in the General Archive of the History of Israel.	Fotografie, drei Briefe 1948; 1963; 1964, die bestätigen, dass Joseph Athaï Nachlassdokumente erhalten hat und dass sie im Allgemeinen Archiv der Geschichte Israels aufbewahrt werden.	צילום, שלושה מכתבים 1948; 1963 ;1964 שמאשרים ליוסף אתאי קבלת מסמכי עיזבון והמצאותם בארכיון הכללי לתולדות ישראל.	Hebrew		Unknown	מכתב|Letter	יוסף אתאי	Communication Document	1964
IL-MTFN-001-G-F-0469-008-R0010	IL-MTFN-001-G-F-0469-008	correspondence	Correspondence with German Archives	Photograph, correspondence with archives in Germany, 1980s and 1990s of the 20th century.	Fotografie, Korrespondenz mit Archiven in Deutschland, 80er und 90er Jahre des 20. Jahrhunderts.	צילום, התכתבות עם ארכיונים בגרמניה, שנות ה;80 וה;90 למאה ה;20.	Hebrew|German		Unknown	מכתב|Letter		Communication Document	1990
IL-MTFN-001-G-F-0470-003-R0007	IL-MTFN-001-G-F-0470-003	visit	Letters to Miriam from Charles Baer	Letters to Miriam from Charles Baer, USA, 1959 & 1967. Among other things: family, children, trips to Europe. It can be understood that the acquaintance between the two is long-standing. German typewritten.	Briefe an Miriam von Charles Baer, USA, 1959 & 1967. Unter anderem: Familie, Kinder, Reisen nach Europa. Es ist ersichtlich, dass die Bekanntschaft zwischen den beiden langjährig ist. Deutsch Schreibmaschine.	"1959 & 1967 מכתבים אל מרים מאת צ'רלס בר Charles Baer, ארה""ב. בין היתר: משפחה, ילדים, נסיעות לאירופה. ניתן להבין שההיכרות בין השנים היא ארוכת שנים. גרמנית הדפסה."	German	1959	Typewritten	מכתב|Letter	Charles Baer	Communication Document	1967
IL-MTFN-001-G-F-0470-003-R0008	IL-MTFN-001-G-F-0470-003	correspondence,papers	Correspondence between Miriam and the National Library regarding Julius Hilzen's estate	1980s of the 20th century, correspondence between Miriam and the National and University Library in Jerusalem regarding the estate documents of Julius Hilzen that Miriam deposited with them. A list of the materials Miriam deposited is attached; most of them are about the study of Jewish cemeteries and the ancient Jewish community of Frankfurt am Main.	1980er Jahre des 20. Jahrhunderts, Korrespondenz zwischen Miriam und der National- und Universitätsbibliothek in Jerusalem bezüglich der Nachlassdokumente von Julius Hilzen, die Miriam dort hinterlegt hat. Eine Liste der von Miriam hinterlegten Materialien ist beigefügt; die meisten davon betreffen die Erforschung jüdischer Friedhöfe und die alte jüdische Gemeinde von Frankfurt am Main.	שנות ה-80 למאה ה-20, התכתבות בין מרים ובית הספרים הלאומי והאוניברסיטאי בירושלים בקשר למסמכי עיזבון יוליוס הילזן שמרים הפקידה אצלם. מצורפת רשימה של החומרים שמרים הפקידה; מרביתם בנושא חקר בתי קברות יהודים והקהילה היהודית העתיקה של פרנקפורט על המיין.	Hebrew	1980	Typewritten	מכתב|Letter|רשימה|List	Julius Hilzen	Communication Document	1980
